2018-04-27 01:24:20	cb7ed9cb91c81bda7f914077de86b0d2:Pnvx9Xf64Pou0oE4EDqU9lkOB61pMThj	Q1:信義之星-中興里區民活動中心	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	39.8.40.226
2018-04-27 08:31:16	ed05b3cafbf45066c8f066d428ba47b7:fAcrI3IAP9MTyTLL2MrrOQ6BKZZfo111	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,樂活後山埤一號計畫	,;	60.250.34.235
2018-04-27 08:31:27	d22d53284c972c5f30b5bd0fd0592006:wxYi5rprCMdkX8eRYX4bnoCP4GuVsBXX	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:31:31	3190b4f277c8bbd230753b6db08b8bf3:CJuILmBL5oJrl4McUeoaLJFjAuuseyDX	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:31:31	0e9e688e4d42b2009174c9348b77f1c9:mepjpGcBr8q7VMVx67Oy68G8gPEhzdXf	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:31:38	c8839102e9ba9e706d6c3556f965e9ce:16whiUQbggMPOOcDDpcRVEPIHLIzTaiE	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:31:51	dc7a76079201b5ef48c0c328f2354ba3:Of57595XrKpkz4HHh50HKxtCyhgpYobf	Q1:信義之星-中興里區民活動中心	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:32:00	c60cad06c41d48fd06b9198caf60ac64:2qycIl9sTdPjtBbuaPE8VMQygQItUjOf	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:32:03	caf3c5e6562f23122cf7cf6e6c15f943:kikQGhLxhpsiLDI6d2llVL4UreiydpBG	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:32:05	2fb6b764a6f93c5a7db2fd0339e32dbc:gCv0wTWIa3xFvbzL9iWgQ0iDBYlHF6N5	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:32:41	68cad3d9160fe65d343ac76a110c9bf8:8q59YydG8xwcny2Lv4TUB2lopRBJvcOc	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	39.10.198.21
2018-04-27 08:32:42	85d2d101e648e58c8191ef00feff72e6:2OjmlntL6xMNcwl7eAmUUs7xupteNasG	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:32:53	fc7a0233cf77ba702dfff7dc63de76eb:ngBVk1OcFXGopYetPZCyR731pPgSKJy1	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:34:11	3ecec418414741e9180567f89bac57b9:gLgDFgeyScapvUuRG00M73YYPkogNfCc	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:34:17	95e9cf352dbea6308b1e2241f7a45539:W3dWs7xc1hCiVqYysq2zH19pj3pNWYa5	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:34:31	a6a060af8f9438fc7baee0c5d0011c45:5rNRuYJ2KIXzv1GoWE4yMHhP7mFB3pB6	Q1:信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:34:52	8d1229b4b3b8e43a1d2fe1cb4f565fd4:8d7aJdzA91VoWzJPRqrV9nDGQQYLzCCf	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:35:32	b8d7b4e9f000f1ea2d4dc4a0db0e1bf7:HIPAfrl46ISOCIeRjGnHHMX6NOJJVz74	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	60.250.34.235
2018-04-27 08:35:43	ade03aa2ac52227a883c90c9a5aa770a:kNpL0e7vLLB2tIFT5InQiq7tOMfBBdto	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:37:24	9737c24fa7a50d45b9aa575a69fa8c6c:Y1k19ydKWz53R0zcETtpMycLj4aHaG6y	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	49.219.165.71
2018-04-27 08:38:12	907c66579fe555a372c051734c79fe29:17CJB92SA6yguMaXMfliGYc6X0hOoUGw	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	60.250.34.235
2018-04-27 08:38:22	4a6eec8c84564630231674efb48b39df:JrKtcLcRrGSGDHAyRy55ek7N1GCnn2qK	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.8.209.128
2018-04-27 08:39:19	260bb41e5072fb046fb525d0d05573c0:rZkasWlPa3vUnzd7PRTgC6qjIzbynLGK	Q1:信義之星-中興里區民活動中心	,樂活後山埤一號計畫	,台北市新亮點最長巷之前世今生	,;	111.184.10.39
2018-04-27 08:40:50	7606c43a1dfcb14623e5c386723d4f58:C6hJl3TH1Y1lbBm2U6WCUS3uYnk9KjbQ	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	180.204.152.99
2018-04-27 08:41:17	7ffb90f86d857c7d7298c60919842f0a:4rHDeQKkNVrWN5w9TgnlFZUC6tdq4QCh	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	180.204.177.185
2018-04-27 08:49:51	236309cafb931f95121f3bb92bb336ac:adXKCHci7s8G1X5wVrXnmubzPWXORYG6	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	49.214.225.194
2018-04-27 08:49:53	b3c6fcd29021ad494fae71a07456063f:yynj7uyxbT36G1ecRu8hyoEAlleaFonR	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	101.14.144.178
2018-04-27 08:50:10	dbe8d04668877a386995419eaf2627a7:xkebVmnNNypmjNqrMvZWYv8RdQVeqR4J	Q1:信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,;	1.200.214.255
2018-04-27 08:50:25	1de853a533743b9ac569b6ab1e40bfb1:NbZVBlG5muR3lDJCBDUqGoya89cdkcML	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.50.134.162
2018-04-27 08:50:27	3e1ba16f49440821d7d473b2108df03b:WILSZe5sQRgdtlBAxJpwKqS5lmoJGVyj	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.10.24.113
2018-04-27 08:50:29	83c0095c483d00ef931d38a9f6b18338:lrEnVuAD7e25B85YVJLABfoZxrk1bL2A	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,台北市新亮點最長巷之前世今生	,;	115.82.51.120
2018-04-27 08:50:29	a7240c0a869fc831a5d1ce5a3e2a67fc:7cFH8yz6Y7g2GTD8I2aSdAsx7fSrrESm	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	27.246.170.60
2018-04-27 08:50:30	85cb76865f496678715302b3b84090c9:VdahynNTH1VZxCpvUR7vmmCD5zvEwZeq	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.14.193.1
2018-04-27 08:50:30	40697b56bd1014ddeed7c6bc2f2ed2ce:QpUndHjZ68LfwcLXkkwWnQKs5nGT84Zv	Q1:信義之星-中興里區民活動中心	,公園內建廁所	,閃亮永春-商圈重生	,;	101.13.203.27
2018-04-27 08:50:32	ce29d258ed98b25a9b58a99f74e880e7:hwcl7rFePaop8x4Gb1cfPHLVaiQiItKx	Q1:信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,;	223.136.95.9
2018-04-27 08:50:34	2771fa7e95bed8f9d2ec2f0a49d6c36a:vrckPDl5p5SkH3LqMXepHnoveexZg3D9	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	101.9.145.34
2018-04-27 08:50:39	7049fef08b0230fc779726fb10c076bf:aIaf2HhEZwrjQ4dPy0DuC1nWHZsr46rX	Q1:信義之星-中興里區民活動中心	,公園內建廁所	,樂活後山埤一號計畫	,;	180.217.103.100
2018-04-27 08:50:46	472c96d6f563cf4222b9bea9e39bf78c:SejbnBCiz0jWmK1Vv0vvYJaIHkE8tnpH	Q1:信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,;	101.14.50.238
2018-04-27 08:50:48	2b3cb5bf9e809ceadada280ba317c180:At9ZITrRyzmVBrvF7A0gNiUUM9mc1pEI	Q1:信義之星-中興里區民活動中心	,公園內建廁所	,閃亮永春-商圈重生	,;	39.12.37.156
2018-04-27 08:50:48	69fa73c74272358fa0e0a2fb26fdd00e:bU6AyvN4FHyIeYYWMfn3bZdNKNCQcHAQ	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	101.138.173.1
2018-04-27 08:50:49	e62af160ee3ebda319b780be3d047927:H5ggbqJWG3Cq2DVxuf2E5Mr3hHg5wGcN	Q1:公園內建廁所	,樂活後山埤一號計畫	,台北市新亮點最長巷之前世今生	,;	27.52.129.192
2018-04-27 08:50:58	f71b3462408c439289662abb0af7c52c:rz4fIjpdCQWS9akAl6OxbbUxelXuXAbb	Q1:信義之星-中興里區民活動中心	,公園內建廁所	,樂活後山埤一號計畫	,;	101.10.21.211
2018-04-27 08:50:59	06ab1e44eecd41dbb3dff9d09a80631c:JciDmPB3XkYCZBHaeBJ0uiyGC0eDakVV	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	180.217.184.176
2018-04-27 08:50:59	c3d7097f003f33771eb9efb43f661ae9:BdC7a3wgkUXO4FBr3W4FgEIQUYmvoP4a	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	223.136.95.9
2018-04-27 08:51:01	7b48514a68e7331318d766bfaa5505b3:oFnLjEOW15ELj5uDHq56bwZqDz9yKGfz	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.26.202.150
2018-04-27 08:51:03	c08e38a7b63533650e0842ec944f8f03:ivbphIcr6CIYaPzYtuqQuUAuEThrKndi	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	111.250.128.21
2018-04-27 08:51:13	febf50c55bb0bbc961abdbba07a67d87:VKPY5rwMTYTMJAhgt2Nmj6g9kOh4YXYo	Q1:信義後花園-松隆映像	,公園內建廁所	,台北市新亮點最長巷之前世今生	,;	223.136.76.8
2018-04-27 08:51:13	f4ca7db6616a201a52caafdd73df9f0b:jSBzRI20ss1KlloEN0dJ5dcdDm9kHp6a	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	180.217.179.15
2018-04-27 08:51:14	6f147292ecb0ca053dddd4662377cdea:xVAo3R4Qmcs0sPeihQV5NFOvBCuvst6x	Q1:信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,;	115.82.7.166
2018-04-27 08:51:17	5ce295b636498d0bf29938fb35bf921d:kksxQcxvckTCpYPg2Pof03SGMPOqApWb	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.13.34.177
2018-04-27 08:51:22	0946ebb00e4dfec2228a62a038d60b2d:MzIxdL62Ca6xsS1WCBwZXaW3DB8bknSX	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	39.12.233.113
2018-04-27 08:51:42	c2c2c65a9a7ba0d6b642094feb543904:gAinEFXIAqfK50qMdSlZgSCvxizBx8cn	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	180.217.184.176
2018-04-27 08:51:43	0f7dc41907903c137fb6333da04b9f0f:mMkTFCFb5Di95bN25pCdU3cepRtDelv1	Q1:信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,;	117.19.193.142
2018-04-27 08:51:51	8e4a80901d50dd8fd93b0e526dd710a5:IbNaMrYZ6JZZRDFEpe7EpkhkX67Q3AJM	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	180.217.191.11
2018-04-27 08:52:00	9b4fc9c6598021db8692eb1e9d2b19d0:S9JXacFvsabjb6gW8EhhrJ3KRri5wWDE	Q1:信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,;	39.12.101.118
2018-04-27 08:52:20	918cb5e980bdd3d1131803d7291de1b5:RSEFe3HqiwR8mMbt99vzfyC65USewM5b	Q1:公園內建廁所	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.26.171.188
2018-04-27 08:52:22	024e0a5d1bd444a6f9e3d36c1cd2a96a:SXmBgEFreTDZg6imUFaPOyx51rIHSdt5	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.26.171.188
2018-04-27 08:52:50	ac92ace9ca2a92526df273fcb6dbb76d:KRsQR3j72SAtbvMDfpfYH5qPWRS38dhW	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,閃亮永春-商圈重生	,;	110.50.146.39
2018-04-27 08:53:23	af5335a0d2d8a1f1b6f1dc3ddba058de:2dSLlMCxXAN5HaOKSFRgEGmk4yt6TiS5	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.26.171.188
2018-04-27 08:53:36	8a0558b03ca045d0249d431996654aa4:5jsqcbUVQQK32xqcMo1Qc1jFSQ3mSPIY	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.9.153.131
2018-04-27 08:53:42	dae6e8653372c171427a51505aecdb43:moEzIDqXdIeid8pGhfFQCjxdftFO1Fky	Q1:信義之星-中興里區民活動中心	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	101.15.182.255
2018-04-27 08:53:43	c4088c270b3c6857471f2417fde99a51:IPFaOPKAH6g1K9jPluzRYJVDDx8lJoMd	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	111.250.64.170
2018-04-27 08:53:51	43a06bca97cdd27b6e2e63b38616b290:yD7tJjmURxQkbuR0KtDSbioRvbDvT3Lw	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,;	101.10.21.211
2018-04-27 08:54:18	8324d96600723765dcb60442cf218d5c:IkLIAzwT9Am737opdmB1xxBxqOmqzD3a	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	111.250.128.21
2018-04-27 08:54:34	342777f2b465071aa3b041b95b741bc8:aKaKX3V5A8KOXjhx504AeHSc8xQL2Viv	Q1:公園內建廁所	,樂活後山埤一號計畫	,台北市新亮點最長巷之前世今生	,;	101.14.50.238
2018-04-27 08:54:48	346c5f77477134d5c498a8a3622d5a52:stMNt3KspPGZqaI4sfr0uC8qmtmzSeYB	Q1:樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	110.26.202.150
2018-04-27 08:57:31	031157c8e3765952f9737f7d7de1a42b:AwFecnNotyJyvm8G93PPQJGUvKzR300f	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	101.9.153.131
2018-04-27 09:02:06	1651dfc7a79664cd78eaeb4eb171f6d6:mZf2jbBsXDK0mGtDyCyDIP8ammPryd4L	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	172.29.114.103
2018-04-27 09:03:20	0522a7205074f8c0e2ce13b1b9ec0e50:e1yiU0Foq0U0H5xh6OIFTyjqNzbhNgA2	Q1:公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	172.29.120.140
2018-04-27 09:03:41	53f14c789a52d8f3761464b841a240a7:2jZhhCXpKqvnu5xBbwhXFn3tpCjujlZk	Q1:信義後花園-松隆映像	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,;	172.29.114.103
