2018-04-20 00:11:17	c896aef80f10734941048c07eedf0529:VdtEoEyJxZWncbcLAkCE3hjhf6PUV7xH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	123.194.180.9
2018-04-20 08:26:52	cdc1caca577b94d68ef3444a7c9bb05d:rEGfZLsn0tXCNb6PQcUvU74SQR0yFIj4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:27:34	113175f6a9defba5d6a081b16ea248c2:mcg4NugBX3Dqx7nihnDhO5BQPPGssqJs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:31:00	4774c3b150aa4cbf0c71198225bb3acc:H0oIvD18gu3ocTAIpWMepS9TFG3b0S8W	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.214.151.66
2018-04-20 08:32:33	f5a1465df1536d86999c4fca0201638a:Ko0YpcdS5xSfFFasWA3uZpuIAMn044hn	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.36
2018-04-20 08:32:55	bddf7951659c2c753c3cea838943c5a3:OE0ZcWWMTDzgZMQrGYwtD2mnQrCBcbJf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:33:34	1106a6424b24a11cab1b5bdbe42e2bfc:EQYW3G6zlF6iCDfM2JfYivlDEtvs2XqD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.246.69.11
2018-04-20 08:35:32	e39180e3705dcfe7f3098b3b845c44e2:KyJfgHVvsw3tGN6dut6hLQSXKPe58FfJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:36:12	d925b62e3c34bc8f8aa5e266712c800c:uaOIc4k6cygrn6lA0Si70D5hpqMBGpsD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	114.136.156.184
2018-04-20 08:36:35	e3ecab627d39e85dbd32afb879cf940a:N8OgwBau5fW7pYspZH0XIHDDqrfqXUER	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:37:04	dc931fa5b5b440b99e60bbdc6ab72716:ZyZM8W8bly31DdC70naJWH08ARujPp0c	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:37:50	1b6c2d8298dd19bc87cac3dee1a8fc0c:h2Da5mHw4gMc75954yXTuL0woQzFIGmI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.36
2018-04-20 08:38:11	935fecce160199ac523ff8478c62de9e:60dnYCdJMYnVaVtsXjdRSUtr8ZrcSsmO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:40:13	9c7a3d2a35d63f6355040f3e0466d0e5:8hXsfn2zn8UxfYf5RIWm2s6F4M2mHLmc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:40:18	e6259da994ae04ba3988efae65d2078a:lgtZGjDIJEbm8r28MPd59d1aDYMrvb2a	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:41:23	4a6710d78c7ca2ff99b6468a9863d838:sVHBI0Bfv32S2GTTUuQlDNRwnhwnzjNF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:41:47	8b412668e8cc7fc87ba8ad4da217072d:ZZcFgl3BDTTFiRvCgGQ88NcMkHpcH4dP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 08:42:38	c00864739b1929b56da605acf80eb13c:KRzndB6luutq8b9QhWoBrKUSxJ6Tbrkl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:43:37	a287aa7731a18993791e44735cf3fd21:oZ4RQfFqpRM7HSKaFMDZE7MM2sGT9E1y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:43:38	f5c45e44fc495e1afaa8c2893aef4f12:w3VIWEVPclHyfnNrmTlmmppgDGhjoK1f	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:44:36	475c5ba5661f33003d15b6cffede3931:dGoxzR3HMQt9Tn3vy2IU5MxsbdjGeT0N	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:45:52	e2c1c64007a2f0144f7ca3850aa1e69c:bDPo3VXxqJ8VaB1G33sbhLjGWfzOEJwN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:46:18	95af5ef07461b08b9e4ad42028931e1f:CW9z6IQXUDno2FPTdpCYo702BmkYMVm4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:46:50	570c82e9ad6b8abfa2e317fff5cceec9:9xxNNPPvTUj1XCfRgvYnRDz1Ygt0kB8w	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-20 08:48:33	71574a3c48fca0cb6b5c1ab9f1e4c5fb:TP8zf1aiGF89otz0k2GemgkOVDSmA3KP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:51:35	3dfa136fa01414321336685355141022:jcfpeESemPpIScbhcXgPv8hSERjzQf36	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 08:52:33	03bf931aa6960c2fde61d77d3f590886:MMQcohjyUef3F4n1t9uJGa1hBCtFZ8fc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:54:58	22bbb5f308c236d4b85222a74ca5b013:Ev5jSQzXfsU0JwEao1ma9fA7RIJCtPeV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 08:55:15	571a95f0a5d01a831650be5f56d2a0e6:9JRDqPjrcEkcJPPR5RzN8f53IhVIBhG3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:57:09	250b53e545457eb96fb4b0e187932aa8:dJMO0E3E6OUDiKKjLAXeGZEgdgOpYyKJ	Q1:提案名稱二：閒置空間_空宅空間改造,;	1.162.218.211
2018-04-20 08:57:27	1f58ed8fa8a6485723eaa38b634cc68d:92abPC4g0YwJAHhOGhjJu8fMf5F8JGNW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 08:58:01	de8364591e1b198964657122350cbb85:mu2JavpSXaX4jFdrTNAg1o97iIHaqlle	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 08:58:57	8b7e3dcc3a6cdeb4f2aef476c29d4638:oSdqGEZZKR5rbkpQyKRfwNCxcNy5oUR5	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.36
2018-04-20 08:59:24	8ab8c725bc8ef387711976fc795faf81:HsNd18FB78RUlZ5N9kLka6L0ISp41niJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 08:59:53	330bbf0bbcf8674d2ed4a9ef857385e5:2ZWEZMwR2iE5bUV6vcYARLZ259hv3o7Z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	117.19.151.104
2018-04-20 09:01:26	c50b2fc0c0b8149ea75046a703e838de:PLoXH7uFRgMuips9WpZ9RupYII5OQfTJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 09:02:55	d1d34cd735267d5dce1ccf3cd1a8486d:mijdiUVbfFTVFJj2byLhAv6LebwlIMtu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:03:31	7b8ea547fea302dd24ec77e10c94284f:qwVgCIMFMppOgTasuPAKmxNFmZIWUcMz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 09:03:37	93bd41dd70a7bd72200a519f943938c3:CAWMlmik65FrzGNr2y1DBZG8Urzkf1KN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 09:05:55	2010bc5b3195dfe03d318190572f84e9:nu333Zn4aXudj2OO2Apyt4GZ2YHdBsY0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.149.173
2018-04-20 09:07:36	66f35e99e0b9b5555224c76dd6c45a2a:2A1zXfRYTZNFcURFAmziYLApWf9Byx2v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:10:52	a90972535f1cd7942f5d42e8db64ec2e:nFAZi92XWSzFhszUYyA8Y568nZz9gqeO	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.8.65.40
2018-04-20 09:11:16	da2669d549237efb241158a60adaf01d:T9dctfM23yuPxlADnF9bdKsEYfESxeBb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:12:16	d5d8fa5875b7abeec753f64392476d79:lzdHIFSgwgljoTEL4IjPJgMxCzgIKlmc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:13:23	aa3533d7dd61bb41d7530117c39da772:6heJEmBJfknW1FJLIVVY09R9cuqDLVwm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:14:43	3743bd4c0fb8feb2ab21bee1fa9a9d9e:E25xltuQiE2rGp06mVBopzZ4Z4wUCVDR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:16:41	453253981d28973a676cbb13c6969442:qbDoeYxBJxHRAQURFavSat5GW1kOuwOA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:16:56	cd115ae69fe12af5eb05ec10f662db0c:grU9CBhaWxgZ3ll7OwsHzoSooa1Uf2Qr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:19:23	60dd2285b16e8efd181811a93a184679:yXNaccWfnbJlTcsRKryFd6fgK8iwuff9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:21:45	2300983b57d873c199d080459be72174:QQztIYY4wXE2JgLXiXU6QRQ2KwAjPmre	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:22:08	739cf2c0e94eb56994f48c362b4b9e0d:BtccHdtM692FRjYUUC988rn7Zke2LgvK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:22:26	47c233647b871a210eb71bed607b3269:In9JKkO5sT4JrlxuwhSc4aInWEtIzkQn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:27:28	1ca89cf423d679199de6238d8e908989:cVb9j0tu3UENi0NVyO2EC2ctDvKc4UXF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:29:05	009d358f7749244fe337435893c43fcf:WcVdvyQry1n6EbOgK3WBgrRosm5I1yml	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	114.136.100.126
2018-04-20 09:29:06	d612b685c78891dc8ecef27df9b833a4:RV1OJTVybQdGq88FHyWrAeCnchpYciks	Q1:提案名稱二：閒置空間_空宅空間改造,;	210.59.205.225
2018-04-20 09:29:41	d57e5f13ed177e043e07919c1ae7f9fe:b0tYt9b8LS2mV2Zw961vthElibJPuMhd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:31:33	10191540f8873d648ef3f3cd8cda2e87:cRzpICvgYwHToN9qMie3ggAdYPk9RYVK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	114.136.100.126
2018-04-20 09:31:56	55b3656a0096c09e08107c2897056a87:Ueg7QSr4NdnABcaxO9PQACiymeO51iZg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	150.116.176.154
2018-04-20 09:32:32	44f5392b8efe1d2d158cfe7aab11bd43:yzIpCW9YGxLhkwZ1Jwzzf2Xxx6xGvBzC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.25.85
2018-04-20 09:33:06	8155d3a5021ff29754c3130fd179840f:CrbNmh9eMp0EHyb7rYIq9dhx9xoG44kL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:34:33	b940401d55fbe27c4c232acf0689fd13:NlvmquQwppoaumqB5yCX0YRPteyk6dJU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	131.93.210.37
2018-04-20 09:34:50	8fedcb9c9707338e34a4f5453c86f01b:Ks8J4sCFridNKpuEF3VPlxzzNBxPF0WS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	114.136.100.126
2018-04-20 09:36:17	500986d8cdf611c23da0244c03235ea0:a1r2ahhi1Xw6E19iyKo9oLod4axBaqc6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.16
2018-04-20 09:37:54	20079da4213c6606d3c59a8d40f4979a:hjtuF2IJLP1KFf3LR976ggnrMbLBv2Qt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.150.55
2018-04-20 09:39:09	1921ed59eb94b5163d1ee327780efbbe:x4EzlhLlxA37Pz50KdNQLRRH5qn02vwA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	150.116.176.154
2018-04-20 09:39:34	88a3d9eb81c5a05cfcfa6905a787d753:2pucnlRjiKzieUUuQcgMFF16u5cRQMfE	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:40:25	fa127d6e2964ee42db5ccbc251fa20e8:QidC6KLR7JttkLP1RBxdJHWt8D9qQjbH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 09:40:37	484552c0abfe43540c20f194e9441add:lQQoPjTjqxQ3VwqymCQFOIhFFk0Ynx8s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-20 09:41:01	ad01aa2c5db831096e8598a931ca6bc0:n8C5Y1RaDDz9RXJLUWvAPD28pk9o2Poh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.16
2018-04-20 09:41:33	9f4b0b6f47e6823b356969b0d0deb2e1:LSsdL0nyOj0c0NIanTcCHV3fyc6XDy4h	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:41:35	7a8b3e2054ca5c269021b330008e9fff:01HDmFu4OFSWvXZ7sGDGHjkTwGnkQlUI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.212.245
2018-04-20 09:42:16	ce7d377b6fb54db014254a9990533a78:zIZSgQ4Djifius3BCHHMO3ngECNiON8s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 09:42:31	595dc3cf367e88a4dfa1c471addc7a8a:bDuW7xhX2ThXkyIBkR36lG2tH7LWwKPE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:42:44	c9b83d9ce54d57f9f360647031509390:tPptXoJaYE9pkTI9R962Sjke6orIyyPk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.105.228
2018-04-20 09:43:41	952df4cb6199beb53d6130a168592d1e:PSRbRj0LPz9e3lDd2DRCp1B4G7Y7lr2L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.68.2
2018-04-20 09:44:06	711279533edf5048d00a607dc88645c6:r6r2EBDN3kI4KdjxOtiwjnTtgMX4tmyU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.100.126
2018-04-20 09:44:23	b73a00b7e467f00c8145ec6c8dfcbc95:j5KJdEfp3f9okqOIrCgnmTyii5QYT3qn	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.15
2018-04-20 09:44:35	8054bc722f200c8612ad1b589bd5eb6d:93LHhLFS5awOOivLxWMs2IAUvaJOTS1V	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.104.2
2018-04-20 09:44:36	1b9a166f96e0fcadbb1cc5e41d64d518:P2MQWpDGFhUgYipECmjjJhGkVvlzAJ5c	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-20 09:45:38	c2dab4cdb0beae88cfcc53e363d92a48:mYpGqcO9r7NRZUkhIK6XkePZKyNdFdhZ	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	140.136.168.186
2018-04-20 09:46:03	962724c44ce2fa88ab712b078f8d6e93:D5xvm6CyDGHRXDqAtguTfCDMHpSutuAk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-20 09:46:55	569d16061ab94a248cb1c421a2d05f79:1TC7DnuJNUfn8IIRiQeDr0L1OLNvUaf7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-20 09:47:15	22262dc2092587bc5becf448c1db1d96:ntSU2Um5QSp1yiF5gYuBTNzxJUmdkRDL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.52
