2018-04-29 00:00:05	4372b0982ce358605180dd795783b15d:k22SDMdh40kJ2Brk4iaZ8sk5Ux3qyb25	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:12:05	aa75fe487eb6267d23ab8e6d1e7704b6:LBs9ssOVkOQwxDNnqzkTH5CE2v3lpKTW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:13:13	d131f82eab84f0a55c9ac3512a30d41d:QFHgGC8HMIqZOnxw2KCgHxKLzRRuksad	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:13:41	345dbd2e79e707c27aea02e53f44321b:H6mMs5FbZt5ghCbWR8QYaHWGwa5sPrm8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:14:31	ecd0426faaf81f680eb5a96d2c630e70:ptVOef8nHuRVGLDVQPMutvxldEgZiibj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:15:23	aeeaa08392a78b09609a450b92da3df4:jZbjixJg06zscWc6aqEsU4TSB9b7Bhwt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:16:06	636b0f4bfba8e24a58b7a6bab53cecb3:xztLLhRbbbvRnjNW1QexEZJcXVl2NS4F	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:17:20	05defba19c39e998846adca4a3adfd07:ZojCF2nc3owIX5tyzgs3ey2vBkq2jZxH	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:17:58	494d8bdcececc7f50940c07b9dba5ee4:CcnSXRa1d3S8oNZwdVtImBwu4Hi7nX1u	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:18:52	0af050526fe1b3cd6f9300ce79e4829c:PEj0MZzb7V2zaxyoxFHciPSqsLLw0cAS	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:19:21	d79bae7b6415ce3885f93ee02c2804d8:8MdVZYA2w6dnVOwcvTdSsXfThWh6YptK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:20:35	1dbdf5f85451d5fc21a9d4dd6b9187aa:zvryuVtXCjds5716lOV1u33EVei3nr4O	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:21:25	a0e8523c2a3be96cbafe15bdcf50bfeb:hSDMkkY93HPpsPkbJnJN1ij0fJJUQxAH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:23:11	d2c3c1459c2489c630cbf53e3a028656:nveBgK5ajCFH5o0pEYBmXiHV4shJNnA2	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:24:02	9d688ab93ccff73801efd236dcd28889:B8MFLV5bdFb115IKNR2cGXP92AQstb14	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:24:36	b68328fcf4b5500ea51e8600cc8cb23b:0SDJcsXJkaMoHqJOaRGITnhskhFWQ8JS	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:25:44	fe3d2ed1d15282b23548bd7e3863c721:3K7R5DPDSAssd2C1sggzSPREZMmb1HJi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 00:26:32	a623fdb078a495786a3553d9420b7d32:iNRXMzwnlvFke7zvfpkjB3VJgCpBth0E	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 00:27:50	e3f5f7d48b630cf445aa21a1f26af220:PFzK6m3npvCRRzZdvD1j8eHHWMmdaicT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 01:41:06	06acd7a914c51e8546fada7944013368:IUC6WPMQG8LRvIB5IVz05UmGqjIX6Dv7	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.137.52.97
2018-04-29 06:23:08	fe24ff04e448806238aa7daae3e37518:uanHbfXUV6sNTNPOR1HUXZfX5UrRB3Jx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 06:24:47	d13c6add7002e0a234039e826c50c748:CblvDsLc8hM339zX6nmdLu2ieYA2Mafb	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:27:39	2026e56d3ae38e942b5fd8f9bd5f9491:Oclf4fvuBFvypwMNP68zHl2Zu8difpxz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 06:32:11	d84c993d5c62ef9f850549cd7acd1904:4HQ7WJtZYcw1QyBxVUEWMfuBrQuQ7zED	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:37:42	5cef3182603b1645e8e8657d8a4f3f8d:FcfMcRJ72bs3Dox6KJIMCYC4zChbg3Ey	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:41:59	209a8ace155eb24b8d55e76ff8d93c6d:gqUYaHGRGWL537cPEkRRgjHfBHWI3CEz	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:44:21	58efe60c987b85271dae373fca8ccabd:dW2RcvWUwqRmwSFEfldWhsbPxQ19bqeA	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:46:24	1fe087d2c4ddc0acd2ffd9c146150f3f:KJ9AGKH6gmX0wJ0fFBapBW8E66GKAYK3	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:47:54	c4ded9695f07160517f5cefd9e2c3500:MMnPtpLEnGGCHS2moUggILyPnhX2VNeP	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 06:49:14	217044d09187881a6dd5edaa76082e9c:vRgaSlgo63u7S7pv0KQrSwL8lH57muXF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 07:05:03	32bf0f3acb13c8d0e2f6c4ec8ccdb2b8:4k1OyV2vSrcc9z30iESs7cefe1jfThO9	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 07:07:25	06ec95e2e48184eedbc01d1513f49fe6:DD5lN8fPZckWzLejfKQtHKyYrm3vmKRp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 07:10:05	4a3c16d30a44581c8c9a2c1d47cef677:9d6rqSC6zZmRiQokG1UIZsSz4dAK9Xsj	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 07:11:33	a90139b379cb8f29d03644f0409aebce:dmvwP5VosUDC5Ll9cQCeMlMwMQEFxqMt	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 07:41:37	876a8d2d7f161f73874f709599b2f128:iaVRn92AyC5Vn2FTyFvYnKeWF5BlrlFM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 07:43:17	c1b3625ab7f082c5ec6004a28541f90e:76ZcK60XVY5FgE6EpwjhnbyZVG8RnyPD	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 07:45:20	2cf16c3e48df2c016321bda48d0d9e72:3JmKC4taSsKp9EV2rpc1FIQXt2r64spZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 08:53:11	f725f921236a2d2ccf9ae586c3fd5864:mgoQTj8l6MHENXxQRrurZZIVL3U8ipHw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 08:55:55	64dc965a4a6ddca86614e75a3f0e39c4:pd1aFxw8DVSZrBCUT6VWjcj3Yw4anpW1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 08:58:37	a153608bbef4ecdeb433f93f828ca948:kdOsv4nRLWlyDHrDMniHXY6nuywpFvKK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:01:06	8da41c8b49efd5165d4429601a4fa6dc:6kv6pVPgDd5mJTwwuoMRLQSy6lcDqxsO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:02:11	4635599dcf6d3dc498804267fc78f956:84kpxCU7hZnbZ3S4bXmrKi5uWXAPwvVO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:03:24	abd52b49af731c41c1ab8d98d5c8ad64:gNgPkK5ZZNcuuGU29o6VUAzC4dlCrXXL	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:04:18	cd1cd6f7ef620119d77abe52aa86984d:HlK2Q4603KhMMH8T2RdUytt0UGgBxtcW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:05:03	ec86f03b7021209110a2750d04ca809a:EsQj0fVm91ZFPZQPBA30Ryha7AOEShJZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:06:26	5fa8de1238c7217991a0492d04af170c:pPXEwCbggrpDB5eZBA4MxyxmtaLtCAjN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:07:20	7e6a9d0f7dadc897d2fa46f7a584c692:HwtHPVpeBsALJBLtYrOr4M7A902SCWiU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:08:06	8674b20cd208bdbb56b4bd8fa77dff4e:A39OwYfngT6YHo45InzWu3TyqLniY6mG	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:08:23	ebdb44dc70725f5bc29f39038b510d6e:ff89AFAs30rkhI85g3IFSwKR68wT5CBU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:09:09	c3f938e48ade4bae48ed0b9ea9723f93:MVmfzuAKfjVDHiHgpaZ4OYqUJRTZLisP	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:09:21	731f078192532a9785ecd05cf2ef6609:JznauuJ7Z8b0Df2fUpM6DXmKrJliBlDq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:10:23	5725e4b287037201f145608f6394aa09:S28h7i8k3gkrzurOdbbBIpQb0SKAV2TF	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:11:14	9a232fda35ce080b78940fd22cbf9a48:HbKuwA1KozhMAA2DK9zJABJRJvwHtdv1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:11:59	6f121bfb0f020ddc07f8dcb14861fd25:MAP4HJ4yC9fUqERIpic5lOX92nfuBuBh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:12:07	cb61af2459d396dfce514ca4ec9427f2:9v9cK4uMqE2IQP5BfU9b524MWaR4AHJR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:13:04	d0314d0807740b75d926b10ef38ba0c7:WQ28ya7NXrxSkkXvLy6uJ5KxD2Oev6aN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:13:06	40086877f7b84f027cdc4256c67702f1:lH29TPoVzvGYQnXjdmffWwzrZVz3Sf44	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:14:00	5cff3ad365e44928b4e95b70355c42ff:f3uP31pvQGsusyMwevOCSf0RO1qOExoC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:14:55	fc9aa7bb28de42d13ef688d31bf693d3:LX10xyjM1Q4O4D5ds2PAmtphV7boOe2L	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:15:43	dcd4ad0b55f25e6755c91a88af6ce751:fTueo8xZW3XMK8JdE0ullY3MkVehAYbY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:15:49	8e74c72a3edf639b3ede411d071e8332:B6iF2CNK5XDQq3g0VVRRc15sUo7AQOZJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:16:41	585ea53831d036e7c8d3a01ce0ea9e26:ZtiDvyuk5KLZLtKP07Nxpph88Y89rcYK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:17:23	f12e904879df753b98bcd2b423a420e7:Yfomrk4YaxrBby7od7CTf8mfvEz2U7lU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:18:41	2ff8b4eeb565224406a4e93afd706722:G8kllArlcWPvLmJPZYEgY4gtbL2i3Z0d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:19:21	60993ae4be9fbc29ec3e2cd9077ddd73:OocazJGtSWSAiT8VK3QhhTZHDaEcJnA6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:21:45	1a04c760b6782c06c37245fab43f0f4a:vIsf0fCMefGPSx6XrDq5HPZHfd57BneK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:22:43	b60f67ee23e76540e211108c0af63544:rzwebbtnVVDFFFBIvnjgCGyBH5q8xCU4	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:24:17	6e150e4a983c80ec72cd1dc6e0dcec0d:EcSLu5mXujDdIWLNwHqDcPRDkQVz5fUb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:24:22	5e82e7bff860a710e8ea024cbf57e46f:MUCu07v3DwmbNtTMR2Zu0exXkSzLRpgC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:25:34	29ab975229993ea30a4cb94db4448513:BV0BAJmvo2ab3eSburnPTYLL095RTtAN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:25:47	02201e77239f9487fc27be7960ee81b2:5z7Mym394xIEQR799gtwR5aKNJLBqSD4	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:26:22	578847a00cbac87fe9744be5b63b2df5:OaBiZjwL5cDlAPkWYajc3MI7OGbojLjN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:27:35	ec1a1d7d1526640771d0f3f72d5a9512:r5rJLS2ks59Yl6Vt2OahNNwKEAYN4VlZ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:28:18	a48e3feeffe922a09c896463930f5ddf:N9AiYJcOOn0bcvNRVeqhDy000QQ90fB9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:28:26	bab930c31ad42120c26c4fb4941e0afa:G171KXPWEKdBFHNrQrFt625SeoYeYnPn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:29:11	369e11369456e2148a2b2ef2d4f988d5:ShSWa2VFy28qUQUl1LP1RunjgJIkPPkE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:30:05	35e2464d1857df42a8131843bb96de7b:FpWm0YmQzZV9uKfulrbzgIsfCb0GPotp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:30:44	06fdc379d29944fbe615313bdbab5aac:FzEqJ3Rv8I1sFy287OfruI3ta5R843zR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:31:14	8fc93cae47ea612c51c0ff274e608b9b:AvkH9BuH1n69Zhdz1j4yCM0igl66GTDp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:32:52	9cfd0175c67882c7fa24123405a0a1ed:JwGONMLCPr3BGOeNLASZ05PV7kWSpwUj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:33:38	947d9e3b555233904c20d105f83c952e:O6jhg1vqWqfS6Mk33HHcesfPj6yZa347	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:33:50	6215fcea2fdb72092e483c7275433503:vs6C2l9KuMAruPC7o0MbqULiKFgI0kXQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:34:55	dcc0c7fb1d103d9afc0a40982500e5b4:lxpZF8LT5l9bbrEOWV67BcHagxVB9S2e	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 09:35:14	667e7f666e119395348dffb3b6504da6:Xy4jjzbdNmFaU1w46xUKAH6yMgph2Jic	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:37:12	d7ba83b68c281f1f714bdab9b54fc90b:rgKZpdkXrk2knBETg5tnsHCblTBBH7tY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:38:08	b3b6e6de2e05cb1aedb8a7e244d14391:UHwl9VptBk3aFFi9wGHEp3D2Bfsf2sp8	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:38:17	a479bfa9e75891aa8fed59e85a00130f:NnVVPQohHNbc9GshjEsIJzwOfkA67Wxx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:39:14	c38caa8f16b5e099a96392e0273c4596:RZOcN4KuBiXkaIqn6PTyydO8kIj7Iaii	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:40:11	7dd9093d0452e224c9fcb3aa73ffcc71:KQZMZFsiM0IDnbfFxtyKU52qNj9Jh9dF	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:40:14	ffeb54a5d0208071118b5e85caf2d779:8XhdLbhJa3XXAXRsoOlBc799IbwL2gbt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:41:18	570a35242b5bbb3703274e1bfd6e18e1:cYqHarh1wPXwxhJtMY9zAi6H9bxbj2uX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:41:35	1b472f88d3f1483c2623f68de2fd6fbf:kJxNsKfYGAXVdfn9b8ePl3I8kd72Di0U	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:42:43	ae641fcb41321d1a74873b63dab56c07:qU4Wy2PqlKGxHa2StuuDHXyr5J92eQiY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:45:55	d2c6b4fe9b1205ab40bb1f7f5238b878:ksSo1Im9AMlFYBjkyJNueYZYAbL99XUB	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 09:48:13	e68fc6a89288b1e096e6aab9c79bd093:GZKTz31P6aEuS9Chg1ZllCPKGCVeicNE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-29 10:03:03	5513c86013b67c8190baad7f8f1cca21:hTbJBNf4hk3DpXkP7MovoHNid8WPyVzY	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:04:42	e8ed3c11555a2444910aea5933c48c5d:S2CRL0jSXdi5FnNkKKiU4IooqcjoGvLd	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:05:46	5d417ad71ccae9c8c389f07b42213782:2VOM4Rkr66sKNIh2sZ1Wi8KWaP7met8I	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:06:58	4a56da3a31cd2726f34cb673ff933e67:o7PG1ezvEkddmBTBYQ0AqBiFHBvUANVh	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:08:04	562c5d14436623bd165cb2da900b6465:yngWPRmkdaX6spy2jlVopeLkXeBEZ23F	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:10:12	a1d4d5320bda2f83783d98ac1fe5188e:izGALX4qs87xTTwANu0l7yVysUCaUq7h	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:11:47	21ae6511902c92d1038542e12c535db0:Ow3Ccf5P7XwEJIJSDmHOekiotcT8hKac	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:14:33	d6a54a24ca93f7819597bb2efce2ed0b:ch9LI6zWraoGBOhRXCRfZ0P3bB8WPh59	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:39:05	c749828d5b9d0d04edc06a4c729682ed:AL4UvynQCgQrCal50m2jzst38Wqu2eVc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:41:08	6ea1b4dbc9566781592e6cd419168e07:hSkaheaqluu8mmtJFSRxuvNfqDEW4HJs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-29 10:42:24	5acad55d9743f718225fca1a468839c4:Cs30xBF880OUIkS4KxPz8X35wwwNoHMw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
