2018-04-28 07:06:27	0b36a839a6779b36631a051ccc5e94e1:7fNNxEYDBqyyKLHe4Ths1QVcg1z37Bux	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	42.77.133.90
2018-04-28 14:23:01	13df94d55c9f72df837e717eeb51b2a6:J0YGQx6drW0gwelBonUYZrYdq089qruX	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	223.136.224.247
2018-04-28 14:23:22	8633e6340324c0da4dce27fc88458296:zhte5ENJUDTiiySnqZ8cmx4b6Z6lCyTy	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	117.19.33.57
2018-04-28 14:23:59	8b4956eac346d5053aced96c56c52397:dNXl0eaRfxFAcd3jcrhbyqwYFU4MDK1d	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	1.164.174.151
2018-04-28 14:25:11	bd0e911214bcfe29f3e6d5026336e04a:hYUWxqQlLgGNGvTfWK9eIJJlEJ27GncR	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:28:21	c3146815f7c70829ef4dc7a1fa8c59c1:RWjFLXiyO0KHZ6fyLRUHSlAKrdj2047b	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:30:10	95a44db561d4e7a3e6df8dd018d89a71:G5vGOKIB0dQCrpyK6lFCcqGOT72KCfgK	Q1:艋舺服飾商圈	,彩繪桂林水門入口意象	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:32:35	b51e0202c4df45e42e2f9adbffabbe77:sV1RTyEaPBYQDMG7SjVcdFl1zmr0edD3	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:35:19	ba56f9a705f25e4bc06ccdbd57fc6076:SdjBbzmNXNEYriFFBjd2niz3PlQwARYD	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:35:26	9a3d90c210a194e97a635761aee552b1:JCCODOJHopCvECTHiSfq9uddG72fAH2p	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	101.139.126.39
2018-04-28 14:38:01	288904c8d1a37b34c358f20edb0c4a81:mUYVzL8nHO8cDHTo4QqvWOAVgaPxw2kr	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:40:40	055f321100df5b2755b54edad79c5fb8:33G0ygEYdf4p1vn6ZiagAqmWebf7RyPw	Q1:活化青年公園,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 14:42:23	21bfef841c2c79baa3a51e779d4f5e5a:kXI0Q90XYYRms7ggqCmnepUpBNO65IJe	Q1:活化青年公園,彩繪桂林水門入口意象	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:43:33	f1744d638e658e866727de15d88fa5ca:K8CVMKL1aGwedgjwqJglZNUxpLVCFDfw	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:44:59	ee835a82c767d2d310ccc92bb4c681f4:KZVPOHiV8dBv4TETSfIXXMALFSwB50oO	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:46:14	a3f91a6f8b37c449877e99380abd3e6e:ltqlGKd6ZNbcfED7fljRnGaKAuqxMDzC	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:48:02	53fcaba7f35714fc3222f5f1ea0d852b:82Zf7LCM6W1HxPQYcF69RFlB9OtWyZfu	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:49:05	bc013ba6c0fb55936866c48f7dfd0cf8:cT5HMcmEPcjEAPkSB84fqb3qJEVFUJA8	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 14:49:55	e11367f8a792219aa6ceb96f4d8afb57:8dndAy16jCBf0wcmOz1g2BbT8AMbsT42	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 14:52:02	11f66530810ae6d7354d991c2cc1f8d0:snq851uoOmNBZdkBpJ2jrngnmukh2ABs	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:52:32	c999f948ec730291420973acf678d4a1:uXLCSseDGk1EcVi76dnc1usuBxhxodLP	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 14:55:31	32dbb43d864275922d6e5643c58dd184:Gv8p6OGnrUWjqAn50HXnLff3QCel0RFd	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:56:00	b327fa115a3d2ae96f057e89be7dd5cc:CCjWYCDKSVYK5FX4oWlB4fwc6OFogtAF	Q1:艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 14:56:48	30286f166f930f2c12d240072d982f89:SML0A9UCShtjkk9mGrQZG8MfCvbP2fAD	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 14:59:30	2c091efeccf1a05684573ee3aeae0c1e:ccTzRXGBKIbvuA9ICREOcu6RUPbohSq8	Q1:活化青年公園,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:01:31	44c93994bf6cbf804282a02286f50ebd:ZWX8HeJlovAo6yrfWfjNFoGm0Sb4KWbj	Q1:艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:02:16	90339d136728a470e5e4816ebd482f4a:pEeK2LhgbIkRqYuSu6fjvff388p0pP5d	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 15:04:52	d86f83339fa4809f0a39d2352b873a70:Ek0t3j35PTmTgmSbKhxQECK6u5aFAA04	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:09:51	471ec5e675f1c870e7c42973ea6af3a8:5t4UR0vmTMcE4SMy8E3p3Ak5Ixizdq9M	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 15:11:52	5c3369d5b83bf02aa317dee558166265:74ab7JeZexjls5xCoyhk4ydq5ln0EGNc	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 15:15:58	9ea5b9ee00caebd73dda2adcd146131a:ZxSamjlDPKmNBsWH78kRhDewIgE6bR41	Q1:艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 15:20:50	627bc1aad7a358127ecf855bf145fe2a:C37Mgu2shXc2cY7kMpk1PTiFMt9uyAUR	Q1:活化青年公園,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 15:23:19	921e8b3f4e54a523220077f0bf4a5665:Mg88RaUqAAVXeX6h13w9Wr1RSzEt8tjt	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	110.28.96.194
2018-04-28 15:25:06	214f3242726503aac75840e1dcf4653b:vV0R0Z7Ehk8FLXzMl9C0BXgCylr755Jk	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:27:15	cf8a89d6bbbb9fc96b7305f8be39c7a6:ynbeWUMV9J9Rqt3KPyosnVMs02Lq77C6	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:27:23	b43bfada2aab78dc240700ecee09f79f:p94jdgBeiPRTgCF3iJXcOiSQpuTPaCXT	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.142.180
2018-04-28 15:31:01	b6bac583a6c2cd9795b974fb780fc4ce:U3JBd3n9wsfLIK3mCJOXd1MW2WvsQddV	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:40:01	76dc6353f0ea1ec6ce98eb5940c018ad:n730XuvQ9b68tbeODu4IWbMWEXOPWhNO	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	42.76.106.161
2018-04-28 15:41:41	b85073e00e34c23b83c69ee9d215b71e:szAHm1UaP38fjQCZkoxy2LMOEARGmzlM	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:44:02	9b731d585ff4703be03af38914f49204:vdGzz0x7lTdLQ8J6ZNnj90MW35HoIqMb	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 15:45:20	857298bc0d08dba50ef289993504c071:xZWoWG9qfFlFppAXyeNjlMErt04o9Qcq	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:49:13	13f8b796ba3cc461b94a481612bbc6f9:Su8gFZAjaABkGAq7beAIakhBZSsM4v23	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	123.110.209.73
2018-04-28 15:50:25	41552c87b9890fd27890d74449430f72:3LnPac46b3jgSPPQJjVzuCQuipx0q34M	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	39.10.161.16
2018-04-28 15:52:18	eed6347efb4aada59acb40d07131c08f:yt0KRpLNQbDAcPCcya3Otg6ncOnQ5BiW	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:52:32	0ca4a303d696d89528bbf91eab66beaa:YDsCJBq8UxW7wAScUi2ld0fpH53ocLg8	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 15:53:55	ed504ebec0e4df690e6467f4e2ca0ff7:hKoZ4SsvsiknntUN9vbXGNS0LUdh5LSF	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	123.110.209.73
2018-04-28 15:56:35	a23d0c904dd1e2bb4e3dbfa5d5a241ea:my3GSa47kTZ8KYVDsD0CLPd9BcPUEFjp	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:00:56	2336ad988e2afadb7a3c05a9cae065d7:DuQ19HAKLzJ6XwsJY5ehSdXt36rmM8qU	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:08:54	c74ad3716712406f6db55a46856d7ca0:nMYyGC6PFb2jAPEazwyBrZtoGAX7bk4C	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:12:31	afe21421be5f14ef80a116e56e87734e:vRp6YTMOY4wfUvYZ6Tp50GzLye6ARbpD	Q1:活化青年公園,艋舺服飾商圈	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	223.140.31.3
2018-04-28 16:15:00	5b9409d325c54cee84514408ad1d9611:dZ5otytvJgo3ln8syZ0kgEbT5cK572JV	Q1:活化青年公園,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:15:49	f0a3bf2ff383eee69a673f8e5f5b2953:fqO5nO8Xp1CN4K6cdTf9Nv87QoUIi9xb	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:16:50	fd916731bb47cdc943f60f05fe2aef56:qBiP6HqoHb5ZJL0fmwuCP3TEtZWdOTZa	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 16:41:22	9719cd80e61f153d59daaa3d402de5f7:xFTUW9x3eH9UiskrG5wQTFzkYsFiTd0y	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 16:53:01	32fa5f6b4e856cb9e69bf35e05f07b73:sEebL5CJvrpZNTSIwKk23ypwRVffepkb	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	42.72.98.15
2018-04-28 17:13:08	477b504c8a2b3eec071c4388f50ad210:mQjmjQ04hR8686SmEhTDKs0uwhk1yCcH	Q1:活化青年公園,艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 17:19:25	ae6e16bafc50b7ed067ec521019506ea:uC5NdbyLdTw5mtllGtduK86fSDLEvsIq	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	101.8.166.169
2018-04-28 17:19:32	cd513295ce4eea1b561d9e93b1598bd3:yeOxwlKSXRrfGzpVyOBR23ZIysA16ss7	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 17:23:09	0809fe9e41dd14d9fa2e3e75064c250c:7oojhqIffVW65rjyyu4yxIYtMIzXlXlY	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 17:23:12	6a9c2a4a82dd01fa9488362b988de694:OUAQUMLC8wzoa3IKE0aZnTpnIvsF3w01	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 17:27:18	42aaf5f33dd09d52a08f0a6781946fac:EK635udmDQe51ZZgHUYfgtKsmp7xhhJN	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 17:32:41	3fc6f2e384ac723e0267e2b1bfdfc4a2:fDQ56fYUAKPMVdJxtIZPhhR7HisXSUPZ	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 17:56:08	ec3ddfe4455b1022e30e9483a1ef0d57:8yFnbYY5hiTIOQtnSDbjmu1FgkWMfhnD	Q1:活化青年公園,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 18:00:34	050497fb2ab4d642dcaa5cc047aea236:N2FSG6R4dh5BrET22tBaFVQ4pe4P7XCz	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	180.217.106.83
2018-04-28 18:14:04	9c7a5b46facb3fd67e4b201c0ce108b1:FQziuFt8jKfZhKDyPleo5PrbvP2bS51k	Q1:艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,;	223.136.40.122
2018-04-28 18:38:01	e4cc7dd34b3a08acfcde5303162f7349:Uv4qPie1IEvu25qqwqRvpImnqYDISiiM	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 18:41:12	aa9acbf668902495a8db0ead08a839ca:TKU0L15L807DYmbcfVKx3h2vSM1wd3jL	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 18:43:28	0564226edd365d78e788a9bc7b959f61:eKVyBCXjeKPLTOCvzoAQAwVyIwbjkPNt	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.247.70.200
2018-04-28 18:48:02	650ce3213ad6b4e7da07dbb99af39ff5:YXpY8osPEprMPuFJ8L15cHHgoZGUx7LM	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 18:57:38	9304bded8eb8ea8557733e53d9129d72:V3SC9N4dV8BsyP9k4Nj2ttAw3fWClGZK	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 19:14:01	48c26f20d9f50daa1ba9f958b5c9b317:vC6ad5ogoiUvX1xcNOUpM6aQnv5GE87z	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 19:17:42	c44f0d6a5e10e6d00a7711b0f0d59528:haTf4x9PTzG6eAXhxKqtGaZ4v8qTrVQy	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 19:19:50	f764437880fad15b127b9676ec7bd884:k9FFKDkNrqdunPzmccSNMOkqZ93JQgYA	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 19:25:38	1da2459f1b3ac64d42bc8408d3a70e56:W2ozbqgJUjbZUCGSXujkOXVj4Y7xrc62	Q1:艋舺服飾商圈	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	27.246.198.223
2018-04-28 19:46:41	f7872776b739576632abe13e878ac2e7:JFC3usXA51mOkDZF8Q1hXjBvDbPJnIhU	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	180.217.106.83
2018-04-28 20:02:33	170893066750fb55aa89a438d86996fb:RzJq42Kgot14SjCEj0CbHVJ7RvsSMU02	Q1:活化青年公園,艋舺服飾商圈	,彩繪桂林水門入口意象	,艋舺文化美食趣GOGO讚	,龍山文創，銀青共創 讓世界看見萬華文化底蘊	,;	223.137.157.94
