2018-04-17 09:02:08	8a51054c07c4d3d1add07ea24c38da89:xoFLoW681fX1Gk5e7bGVoSZz1IT7ukhD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.163.125
2018-04-17 09:12:24	8187f05cf0865433ec92ec6aef4b7c84:xzEmrmF33mwKgsa4zDhISfKHRLrQzwcm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.163.125
2018-04-17 09:12:59	70a431bafa360e44c17fef552ddc2b23:ezAqCgBQC5RxFeffvaHewm3QDMGzJbXN	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.18.84.67
2018-04-17 09:13:08	3ec62555b8e7f7a0f57456106bb89bac:5tpjEInBc717NkxSS024zyriAAIP1Efg	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	172.18.84.52
2018-04-17 09:13:22	594d36078d273b0da45ae853b9bb842c:btQ73zBVMGOvAiiWQ4LN17PYrNm4ibey	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.136.77.182
2018-04-17 09:14:03	bee6cce8300e7699d0aed82258c397f9:gEsjx2eKruIIbmzMoiaD8wiNzguPXE2C	Q1:安養平民化	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.1
2018-04-17 09:16:26	947cb420d92385b24b064bf21a188cc1:zMv9R5GbWr0wiFExdg8oEq89Uy5xkLNC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.83.1
2018-04-17 09:16:32	6d14137ac820ae1b98b7412b8ad94a14:RMK0Xi8EOvJTC7uOrwLWDtuG1TrodJPd	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 09:18:01	b46dd1769cd8b74557854ccc733bbdcc:Y0nirj7FKvNrHStyD4THgPhvqEtNJ118	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-17 09:20:49	19e584b6cea048d1e8d418dbcc1e5410:vXKfRPJ5H2zTUnz31XOSz5X21s2L0YOo	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.18.84.52
2018-04-17 09:21:57	9130ae646110c736e8d07cb5fcf08de6:RjoLScyVRqfrqr6w56uCn5xGL20Ypvwg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.18.84.67
2018-04-17 09:23:12	8fa5811df91099bb60a0f77af3f34c23:oqDPJa63uHGeQjnQ7vqJ50tTg4KVyzBw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.163.125
2018-04-17 09:26:03	5e1fdc67e580ae89347e9ddc79696c4c:DKDmscdn1wRLBuBkGH2dzzbFM7V0h8br	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,;	172.18.84.67
2018-04-17 09:26:19	41f7975604302183ef30ee9c3475bfb8:HDzvLNpQAAT6zVF91mtLOuSTjX2IPnWC	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.28.19.72
2018-04-17 09:26:23	af7b7889a727b3ec9281703a05541a7b:mgHGHT5oGLqWwNTlPODvFZJd62ottY0f	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.18.84.52
2018-04-17 09:28:03	9eecb4356b77a64d710eb4dda99a0061:6olGMG9BZcVTrtYDVeljqdsYmqts7w8X	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 09:29:21	fd42ad0aad28ef2acd1ae91a26efcf6d:veMjLFbqfVJjJvygdjAJnOPSQWWIPksb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-17 09:29:55	b99f6c174f2a338f7f2b450949f5d8fb:kmOpd0oS9a50RU8rIv6cfDbR71EzeYv8	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	117.56.49.126
2018-04-17 09:30:54	07bad0b8076e5021970e1b0eb4214ff8:P1EaqsszDFaZS12lDTEW5prVUAZFHccu	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 09:32:04	fea0004bad003e9dc1e4c557cce4b74a:vsca2WdVZoW7UMHV5fK8zwSfJbmcwm3E	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 09:33:45	6dd2c8667a52d1d375210427cb4af64f:XH6eWn1nJHOdynLYbOelGtIyUHjG1dCt	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,;	115.82.113.121
2018-04-17 09:34:45	5f0b224b55e67245c6736906417d5f55:6UTKEHdLL1SLLrgZUJvb9f0cuJiqfh89	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.18.84.67
2018-04-17 09:36:54	42d4e8b971456171ef0dec3321e767cd:yWrOvgU8GxFmRmxE4ZlFqWaiv2Qm8Gtn	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,;	172.18.84.52
2018-04-17 09:37:35	48f4429ac2b74da394dc7ce9f612284a:ARQI8Q5Q5TjFkVe998rt2DPYyvRCuaJw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.163.125
2018-04-17 09:40:17	f2113196594c9ed0accf9fd833586270:ek316dTdd3GNX4BBE9avaICrMF2LPR9h	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 09:44:17	60997c76c4d3e4af26b747df42f409d7:AfjjO5PfS3GZFzWRBNBlga5WYRmtqAVY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.29.17.59
2018-04-17 09:45:56	bdd085bda4a92247ff113763d55279ad:y3swcTVZNIHRMa8By07gd1LAcQbrSFMz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.214.149.97
2018-04-17 09:47:54	5cba7d6b4e331c24c57576465135918b:goKN4cLuTDSNXVB7F9KVSaNLU4OV5wQ3	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.28.19.72
2018-04-17 09:48:34	72f72d55e728d0dbf20d494955297835:fpZJKRyNjjTMYrlqB28hI0wc203QYukW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.18.84.52
2018-04-17 09:48:56	7fb71d32d909c2b0999453311cc66ed9:eETePqeOuU5q1czBragj1j35V10KRkXs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	101.14.255.26
2018-04-17 09:49:29	59eca327a3676115d53c87941713c05b:JWpkfJJiDLWHv2Se0QShFXaYOQBsBYOo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.163.125
2018-04-17 09:52:06	82f775ae518ac4539154e7d94fe00739:gxJoivBG0CPIbGRTu8qOKPUNJGosFO3f	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	172.18.84.67
2018-04-17 09:54:13	4b01d0e90db7565e42782fd26dbebeae:zbQW2mJ4yZBOP8jjTHF2ZE8r8W2xExKm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	163.29.181.143
2018-04-17 09:54:25	a54132323d5db0aa7523a46ac1ee4267:GQCT1YuWMVZfZAQbq5EC1rbHqX9sNsff	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 09:54:32	91186b4b9340bbae46abce8266dad874:79AMIkFSKKOqYUj00Uuqx5emsFZqlLoV	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	172.18.84.52
2018-04-17 09:55:33	e16d32893b529fd11685947f4383d31a:jXrDSll33bIfVToD7agk39TpFuSu72NA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.214.149.97
2018-04-17 09:56:50	cbd7196f3d7b415f50603a3e756d911b:swxGO7yCmVEczI7HOowkiEM6Rb4AG0pH	Q1:安養平民化	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.1
2018-04-17 09:57:15	645a74154903feb8f974ac8edf34c5c4:7ZMZbiAqR03pRXEuad7vzK6jtdp24LAz	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,;	172.18.84.67
2018-04-17 09:57:26	28449780d767a7a96e32f9956df223ff:eTWRyGcx7IKqIhDPjAeWfILp510RBTgH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-17 09:59:29	9fb2aab05de502f4e8de7f8296bff7f6:EckYRg3NKKQ8AHfB3cb6zdHlJUuVEKds	Q1:米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	172.18.84.52
2018-04-17 10:01:12	0eb149d8a24595cf14a86523afb7bdbb:fGKZVUluqHQoPu0urLf8SMuWoPwolkAn	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 10:02:18	d2744153bd1844fd3e5772004820942e:KLOhpDHl7s0GIxudQPhOvKpUi6vlCpWh	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	117.56.49.126
2018-04-17 10:04:14	7adca062a47baae1bf9ba076fa2a2ab9:k7m6aCdkk4mhnEPaHJE6QVIbWmi3vIWN	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 10:06:05	839596efc3a7ef9de9318e2dbf1f4e5f:CPZfv3LZXDUCFBF1YPR2g0uBMX1R6cHF	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 10:06:06	0d90cfb0290af4efd92c2e356b13a716:ARiPjrEG3ehL5T2Kf2fS05QIu1DP0ASz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.213
2018-04-17 10:07:00	00ea69bf4faab0ae0739f2ab286803e1:V9Fewk4kuHITStfGAQFB3NnoqrwvFfyI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.1
2018-04-17 10:08:08	822b6d86711d5d01d6f351f60b4b5484:9jUK82cZFrUqWUbVpBKoWQCsYwnmwcs6	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.28.19.72
2018-04-17 10:08:56	6515367abc2a06fbdbbddd7831db5ea1:W0JbcKwu9d02t0z92pmJEvqzGDbYQGYh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.213
2018-04-17 10:09:48	6eb440246930a1665cfb0b5dbb881a67:DYP4myLw1ixiu5E1IavHftUPggWS80VG	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 10:09:50	66daa5d45971dde71828fa963f61b35a:ZCMrHYXsGxvOBIeMIDAKs9dfq6GVvMGx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 10:10:13	43a83fc0d280468d5b8eb1cddcc5f7db:F8A7oqku4zDGV25gLFgDMBWiODwP2BER	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.213
2018-04-17 10:11:30	4064724eb9f8e812987d2d4e24608911:saL8M7R394sJdLxfk34CG3IottyyovCs	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.19.11
2018-04-17 10:12:09	ee3f1e7dcb13fda191c036483df631a9:f264jXS6RnwqZibxkquG34vde6UJ1CfV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	172.28.19.72
2018-04-17 10:12:20	9358aae77981a3f7523902a3f684d60a:N4yUDkLS3U2ClnaF1y6lOuIoOQrsWBJZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-17 10:14:30	fb5387ebb08d69a41028420f7adcbd00:B1CLvN6gyrmWe8aobiQjwOTT6CHNeRXJ	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	101.13.5.144
2018-04-17 10:14:57	be31181546358482de43a10dcd6cf3f1:krKVvV7FRz4pkJoI66NBqBSUYBLnFqqY	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.19.12
2018-04-17 10:15:07	2cb34adf42e9606d2ded1d023903e33b:DUiLH1JETLsns1dlj5ycHeMfukCcuc6o	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
2018-04-17 10:17:25	ac3e2f72d63dea7043705e801f90a39e:2Le4p5Rw4p9a8bPvJjXdQiVLHMGIhptb	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	172.28.19.72
2018-04-17 10:17:59	5cf3397e11e4dfa61c8e1e0c1308820d:V2eeKIPmRDJUfJPQX1kT7Mio7MdmXfop	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 10:18:46	3e3b6122a90a346565b7447d8bdf40f9:AlbChCIw3BFx3Xof1itPyHkdjlqBRGRR	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	172.28.19.72
2018-04-17 10:20:40	a13db34327f6e21cfbe2a1cdb671387a:OSis8q5tss0vf8t6J11JImwN42nwzLdk	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,福州山觀景秘徑	,;	223.140.250.226
2018-04-17 10:22:07	18ad7789bde2968237b63f7614feca23:Oh2ghkOBo5UKfkxzexEAjsMr9Wt3OQRT	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	117.56.49.126
2018-04-17 10:22:17	436ce1742731397e35c010b380c7a47a:KMLCA9NNzhZZkrPVSiIoCuTXMrsCjOgB	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.207.46
2018-04-17 10:22:41	5f9931d0a3d6462816e48db0749f0d77:7dmCVhn282POorDdM8CTuphqppGQbgkA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.201
2018-04-17 10:24:25	94ab505f23a3303e0cbf4885cf173e05:uYnehEUsNsH0PaM4POb0F9BN0xbHN0dH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.136.226.53
2018-04-17 10:24:32	b57722dd8dd13522d3d26d6e08e33449:CwKJmhzaSjjtdecuJ7xi7I98sgJsYChc	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	101.139.113.46
2018-04-17 10:24:33	b27259617de2465dec2327767d1e4fc1:1HlqxFSeyjGYHsl8i1BYczHA36Hwsvwl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.93.178
2018-04-17 10:26:14	994c6ea0df9cdb81b895d878a20fbff7:ZDrGuApdQlEUz7UeaogsGwC2vWdA8T3U	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	172.18.84.67
2018-04-17 10:28:26	34b902be7f8d71d05aa39dec945604a0:pLB2mtRTc5ypm2M4y70jDuicODta8IvB	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,;	172.28.19.72
2018-04-17 10:29:58	87b3d230d53cb9c803e5e23090d8f78b:s8KmUhHKRNJpxWgwLGTO4X9U6mRKKIMI	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.18.84.67
2018-04-17 10:31:06	65e655c2d450e6c1fd4fc7133591d6c4:0ZQjonyoe3jznZOcNTtfnU5eNzR7BNCN	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.18.84.52
2018-04-17 10:31:59	d3eb4d658624c46e5e850425bc797e35:lJEs8RdsCJcLWEIKn9RvPMky9hWShj3Q	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.219.141
2018-04-17 10:32:03	3fe63b886d5b7c6ff426930daad1f421:gakgSjmHgO5ZJHqcKLpdPQEoOaOqOhEs	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.136.253.241
2018-04-17 10:32:50	393eabdcaf75442b76c92adad6340acd:D047Y0nqB37YCamozACmWORmerCpbJQS	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.18.84.67
2018-04-17 10:33:25	d0a3b89f06474f99523afa75ca244ed7:JGcG3Tt5s1kpT19CG0HAbV6dsKqfsmfu	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.191.227
2018-04-17 10:35:18	c85ee6cc7783b9da2506e8c9653fe266:AxPJirfGNeTwledBeVsaafAuXxHqxbcM	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.18.84.67
2018-04-17 10:35:56	a7a6d80bf4cdde4528e6dd8a4443ba1b:EZ5prjbe0yabimogeVr9ShXPtirdfynD	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.162.144.194
2018-04-17 10:37:23	3e7634c67ea9a5d39bf4d48002a044fd:TyYHDYGBjTv8uivgZT11V3quW4JKpAJW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.191.227
2018-04-17 10:37:47	6ec899735eacad4b70b158cf0d9aff8e:230B00vbdMgtikmATf4KnHnDitMGGT99	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	1.167.132.152
2018-04-17 10:38:05	45efc19e6519ce435ab43bcd3b49b365:P68Gb7wak7HJzzmo5vgCZwjroFiDpXY0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
