2018-04-22 00:24:56	2e0692733a753cb89c69279fb0ab5392:dhUQ9QVDMnqRxA7K1Y6zqhafOTT98zPx	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	36.224.175.26
2018-04-22 09:50:57	d517d9553bcb73118fb85b3b81366401:Sv8bI91nlzckKufqFJBcPTq0TbzIC5Ha	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:51:14	b72040aa7c800368f00d6cc124b6c1f2:7OK3zrIjpnYVbRwugavZu46al7m7EEYv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	101.138.125.74
2018-04-22 09:51:48	1047f229e3d3c9d8e9211a60d637124c:x01c8XrvqGjRvkIIaSwrx2P2d4P5v3ZB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:52:38	e3b51bde2042a0c4ad3d806b4f11a5d5:wYmc2cDPJjVigBFdGIABxPRMZBltm78s	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:53:17	0af162cb3ad27772388ba47e1c7f7cef:NEGrrmQhbo049BOc6NUno0Gh4ELQunJl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:53:57	271044b45f2167e836319c5799d2b725:RQYAITEfEtKyFKeTBesCTnu5mtn2cbkl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:54:44	2dd00ec6859e131cd862df13c5dd2461:T7bVaVMbCnvahsk1oBKahQ7XN7zlxPot	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:55:31	84caf9dd5fbac39efb8675ed192b2df4:eCRMSYva57iCGLC9pdI69aX50G4bnKo6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 09:59:48	7e7a08c66938e01a44a2f97f49213088:oQl2e3Q4uBLdKhLBkqjmH7yhkrbH86dL	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:01:48	6cba37041334d0032b18768926665c62:CHXyF9g7QUisjNRg7rzzjbNpynaN8Ydw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:02:28	d76f360657ac81a4c1f5b578c5da24cd:6pvV9MQsTkOODFNIvpso2L5DH3ZiV1wk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:03:17	189e9a5a6d3b861f718dc06659a876f6:OYgMVfgVBnZonlogSTM1PsJmswSJLNYb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:04:00	37543c3e3f5bc637cf790584eb9eb6ed:ihWxArvPdyzwriduBJpzUrJt4Q1Hmw6W	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:04:40	95f98b9cf3bfb0e9d812c2439de92ca2:8gIKx4lDFs9Vi3DZd1jA69jXLCQLDe0K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:05:26	87fe404ff079b867998fac50156bf289:QUpq9OiPu3yFs0GArusrvdxQ06dQfzGX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 10:43:00	458eeace616b63a6f6731b518fe440e7:gAZkVCpLjTjUhglJVXauyY5VsUFb8730	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	1.162.220.239
2018-04-22 10:47:48	513bb67dcd4e1f30ba148c5019b8f557:5amp5Isr7iPy1i1olmvnjjdY7pQ7lCzC	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	49.159.49.201
2018-04-22 11:02:57	7ec44bf8eeb3d0a5619bb274c4a5191f:kjNODgqV1PWkC6ONkzNLTYw3ZzGykSV9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:03:40	a340b664447252eac4703b605d291dca:QtLwfsPqsVfq1Nx2vSNN4MhmFo35hKnd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:04:23	50cc9ee83e1c70cee262ed22464aea13:qnwrnY8JneT6M88egohZxN5qnhxNxHZf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:05:13	cb76384f8b92d51ffd86f511c5ab01b3:tOJoSh7yjZpvP6NwBNHua3nBbOyUoudq	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:06:00	b8a36d15d9844b62846420184ae0370c:NX6FJ0ibVPxMdHPWSt7XpXJav79feUYf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:07:01	9ba2d7f9e57bf13de0b6ac4d7f2b2191:UBrfgms21Ec8LGqsmo9Yyn5W0JPklMXv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:07:46	5e901c2746cd015e6330a7a989352d61:4GtULsygboC9GCwzAlGGmjp9JdXFoIbU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:08:27	9d582b223fbc7326d504323cd1d239e1:atIRJq7rlyxXnnluPJDY5HLtbUrsngmH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:09:12	15324adac145ddaaf23ff5279d271abd:otzT5p9C9OurlaaDIHReuGxHexrKU6uz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:10:07	95142262b7270fe1d5ba27d46b5bcc48:E9GoYjPdPOf8wK86zFLgFLYWGnYVJM53	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:11:12	9cecc779df9030535aaa93582faacdea:fp0slVj5TJqS2fuYxPUVvp9QxMh9XE2B	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:11:59	6ed7bc464c7214a4e066a2fe380782e7:9eIyZsbhF0dovIpLApx4wKwQWYZIYGrA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:12:40	3d61ca6a18a76d4150af09f92c551d05:ARnqbbYrocTW6wDtFqxrFk7nxi03nxZp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:13:24	27dc22f40163e19bbeda2056648678bb:b4X9rc1GHEEkv4OUu9lpJTzdbLBGhwib	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:14:07	e72060fba53492ae7cca59ca053c8c46:QcUAIq61Q59M8INr1skgyk5BwuA7HMxk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:14:51	5d56e884153e8f688271f4562ff966ca:zGBYlT7VJMN8ek71DBdCi6dmYRa8Oen3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:15:32	86ec411243382e9dbeaa989947d2722e:0EFoSceO5LmI4mDrQQRKHQMh27o68UUx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:20:05	3cb0f72ac60f1e2eff7fd5959693fbe7:sC3qSmvpVaUV0E9TSRtbGSurdHnmnsN5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:20:55	7a488128afd9051eaf148732397889bc:b0aFeCHULNdamTV6wZSXFERzAv47P67U	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:21:36	a365b6dd3f35f7f4c0b8b1e6ef4f4a59:ovAmcbqfdVVtJsF3Ssvkoydd7bFiFCPG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:22:27	0618f5bb8395cdca021667b67700fbf0:gGMVxuVpEUlDv7iUVVY1XSA7y6wi0oS9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:23:09	5c2962098069276c18f6c3aa23fe01c5:3yvPaTCjQdYZTGr5lvCQ8s7dVphnUNmx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:23:52	b411fa5747681e6a46a5af07eb8b0750:kfBMGUB1uwqyd8F78eotJRub6g0d82bI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:24:35	7cc4d4fb5ca9e6b3a228b2bcf0a99a9e:qg9gN6NKESb2vHvewY3dtEpgQehrOy2a	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:25:24	fca26599f18f103d47223a75ea878166:eLYA5pabbXQR9vZkQd5BFpoARcm8KH1z	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:26:12	57cad49d97370864de387da0fb9daf37:14VzEZsfv03dxcvZZQWwgV8f86ByX7zb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:27:05	37f400cdeb8238ce25e30d65b7957dd9:i9aBIr8Q6BH6rNYm21UPuBNZSnPrLOEE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:27:46	ffeae65f1d26fbcdcd78c01e18ac691b:v3tpd1Ab5AQfU6B6YT8GNMHz72IZw1Bn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:28:32	a7cb8de64ee5cadbc8127b00b6d3db9a:f7pgbIKjoZnm5m68SYDYRx1ZN3HCf4nr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	110.50.141.193
2018-04-22 11:29:18	5749e445b5398a1671a892a8ad1189ab:uHFmj3HjPij3hWQ0zMsF1aH9gVVkQ55L	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	27.242.32.108
2018-04-22 11:32:43	656755676e5910902dabe48f6e001719:vxXA7cHS4OUMJxihlXvHRwbK3FF0gAn1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	42.73.225.121
2018-04-22 11:32:56	d5f495ad822019defdf7b961697498fc:L1ktYH998R9K2RPyuW0R2A6hh4pZBpel	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	114.137.203.159
2018-04-22 11:34:25	b0820064ae066fdf9de6916c0ec7faa3:T0nIamSAu2NDfHao8EZR4SDzXGpeFs7K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	27.242.32.108
