2018-04-20 00:08:02	1211b0705107235db4fdf56eca28ec55:iR1PiLWjsbrD5FzLySxsGLb60HI8YTLH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-20 09:26:17	58a454b42ce7b0f4e823e3db9fe10e74:cRVoiqc6BcqW5qoNRT0K9yXW2PYivceJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 09:28:45	7d9cb349c8df41d9241dfe2f1351c886:AhzaOCGUY2CfZmdgMlmJHz4abxtBG39W	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-20 09:28:48	1e21f82aaa3dcc93f99e38307b559695:pmYmWFrQsykfRDZ48niOgDBH79IypNHY	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 09:29:34	aad84a8c60c499d3caaf9c7823cca577:MEDetgsoIoCbY4agxNDWjbsRbS7jl1iR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.237.118
2018-04-20 09:31:55	e96cc3965fb50bd7e7629ecaa55d5108:g1DWe3dpYuKF6cBOM2G1hQWCXvRwrgLT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.237.118
2018-04-20 09:33:39	eb5c8beee7ab24bb88138fa45b01cbf9:YeentRuBJxUTTkscMJLfcaGUX3DkyeNu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 09:34:06	7fbcd88011f001b83f3991c7191adf57:QdSqtH49y6Ncmq4tszGHZI3sWQh4EYlK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.137.249.140
2018-04-20 09:34:56	37e99f76088f3086a7fc942ade623553:5x63uJRSoFIEeaQi507jMpRHj8EoO3CH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.237.118
2018-04-20 09:37:30	e99a013854e9a830e181268ddd84c75d:us4PeQXhkk50OMIeDf8FRodohwBwPPVq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 09:39:09	8c600db48ab015a59e26fee104b9d008:s2h2v1KFFK2HNHZQmNtRDOxyN0pOpU0x	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.216.47
2018-04-20 09:52:06	491878d0f4e5501d7643be13116103ed:ANgpgaCDHTEwJajC6s6G3sA86IYulAyK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.31.196.193
2018-04-20 09:55:05	a3278115e235cd564146670d02e62a6e:ZFATPQwpwKpDOhOu1QUgIDesbCyyDxfX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 09:58:21	01cf3114e34adac06a60005625c61a36:DPYuZvk5OVooci7ROUtl8eyMalxcx2Cw	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.9.149.49
2018-04-20 09:59:09	0bbd7cf1b8e8955bba1bbceffd58d783:Al9VVYCZEMtBkOSWIKSZjYh5FVKN2jow	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.141.239.253
2018-04-20 10:00:17	55fbe2407eb63875e88ec7cbdcae002b:J4c3xXzUbhdgxYuOAHMvGbeXcpEQleZo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:01:09	9181fcf6dbd70ecb6b1e9d464d2ce3d7:OHPtODuj1SOP59Hf92OUpMsvrbFsxj9W	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:02:26	921cc5467372dbf4de538ef4e35a0d44:YF8OP5pRTTzW4OQY8TJGHrfL3Wcsyio3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:05:56	ae79bf7e5e08d837d69ce6df8ce6d836:QvQRoKZrIkMOwh27RVVPz5OIiLMbckn2	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:06:35	141da2be963a67e984b3f596211f4d55:8J04qIXO73JbCsDB5jlpIDMApRcbSSKH	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:07:31	f169943d36447500f5adc12751af190a:NwN0Tnz5SW8mMFvYZP7QJgj4I0QifPtA	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:08:55	0029995e714d9ba16324da266101b000:I3bRpJcnugvSM1ZUhSCGZc6N3tGiuPtU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:09:28	00c1a363d7e3228540ce9b19e9293be9:dJUI5WbyFquylGhj0BOT2NL6Otc9vbIb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:11:14	0724c217d63a7604c4791153010879f2:O32swB8KO2VWvHIhv1nHfbejVrGilHwX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:13:02	08c6baef4be4d0617e050cb750ad96c7:4Y9o56CV032stjCUpZoQBiAiUPqOnPCT	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:15:02	7b9cdda9742cf65167fafe712c66856f:Tn6sX3ji2LNaszSWvl0g8exCBc7K3cxW	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:15:31	c4ba82d65d810b73a75e55fa13bf4442:RH4V1Q48PicEQwAMchE9wDVhnql5BPV1	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:16:32	4e95e90753d034d4720e8f65b412aea4:khrOGN6tTE1zBiCGuh55qE38Dtdxt1de	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:16:33	02247b73a3e2c4bcb54b6dafb8d855f2:KUbrJqVjayX0Ya6c7tDnof3It4yi5ak9	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:17:31	2338ca37e5be03ab046ea53d4ff3b962:9Dwry60Tyx0J3mI9lGle552kB5EQX6zX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:18:24	623d2e96c762a434ef2d982d4c111d94:J7z8djimriYSQAS0GKpz16s28KaOGXCL	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:19:15	c27f5f57155c3b0f05b1f44a86e59334:IgHMk6XsxgDbPVuUsFeUrKAE6EQVfXog	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:19:59	1650fcaba2fa2ee477c7c0a50faad5dc:tFUXvwQKiCbnu0kcVCDMYAbswwFrKn44	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.216.48.212
2018-04-20 10:20:03	fd9b15d693560b9dc069053a2fce9114:kKEfb6jT7Rh67LdrqsdnI3PdgXUZQtXs	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:20:12	36ed4f04be5c86f60726bfa83563fe76:K11HYtD3KLMaCRvUtwz9g5wibVQefQq0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.141.239.253
2018-04-20 10:20:47	7b2562da21fecd1617e869b03ac5c5bc:HHLkL2JZL77ZEtKDnE5wkIawpnWigqgg	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:21:31	b7c854d77ec1fcf631c795ecc9789fc2:HM4jRv6MstBx3BvOU4PULDW3S76Mq5zy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.148.36
2018-04-20 10:21:35	939ee46eb6d714b14936bcae949ac4ef:g6yVy8OizMLwyP1t0p2i6AjR3Te05MDG	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:22:18	6419f5f51141df70e5b2968e377d4ceb:FWXz1nVjUqszIIPVVmxEKaWJ6Gn7QgHc	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:22:18	cdf04f0d8b8f14706603b0d3e132d951:plr12dl53yvPUPZadcx1GuFiITbTH6iC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:22:52	9d89040ffa5452068890004c0ae0b0cf:w22GKEPN3Q8OUzX4uoKhkOPEN4mvmI6A	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.216.48.212
2018-04-20 10:23:00	f0c564cca8fb046a749a4df66a551836:8F4vrK4XghmQkED2W1YsnGp69vjEIg23	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:23:27	2f98b912aa0d18106629ed94df84d5d8:UASCvL0kDBuugZpAFeiW27PJUcmGNt03	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:23:48	a160a1100cf024765b48da587c4bedda:LXy2Tqxbh9roX15uBTl2jHG3Jc05pr3C	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:24:30	96a08377e4343bcdb88736d7904da969:5Ruzt2XI5pk1xXnW12WNfY5OrXyZjNhV	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:24:32	451ff01305081accb128fff9b224bd64:Wgh8l0ZDJPDGpvQIqHrmr9fnKLN41YK2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.148.36
2018-04-20 10:24:58	03d82899f1b7ecb6961f10b449673134:TTOSH7hXl9PIl91tgc3BDsKo4wSTq92W	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:25:45	c564e75505fb564efabb42528c524bf1:q9VGh7knlBGzEELPtJM46hR6s9nvpmE2	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:27:21	646b716117b870d7f1ee3c24d7fa8344:pM5bxcNdIpsmfzDzcGtzhI6Eco9BIRwf	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:27:42	ae0a2dfc22dcb9271373d33ecd6c9b2b:bUFnvkWs801cadzuIbigkIIybriZ4Ep8	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:28:15	148fe8f212ad21542713c5f11396af28:pkiBnuNjL0u37WXICx26fw259puG1AgG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.180.144
2018-04-20 10:28:46	40d2a7c4b8c4d8cb30a2cce35ee12941:kChpA8XT7HcxGLQBnHC8mTnQwPsNKwtR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.148.36
2018-04-20 10:28:55	a4b8eb33767dc8c901ae786a25ae25f3:LoMkj6Eo0Fp2VXUqkYp7JrWbQ0P658fx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.18.87.39
2018-04-20 10:29:00	e0521649776c4f15ce199676a266f44b:ftiQ1biru875Wwj6cGR8yNDGshyaFEJk	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:29:19	71a76c79d5b3d2fa94b75b77e1937b47:0oY1ooZ7wdbn1R1NZ5M8Oas5GnixRFs2	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-20 10:29:23	222e2c70e33635f3363f30117c22b775:0TJSs0vnTGrPTAAF558qWgEw1vyVHbdg	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.141.239.253
2018-04-20 10:30:14	cc593e4cacbe64c49b6467c78c64a2d1:noi5ZlF7Ockop755YLdao2jR2SRB6BGQ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:30:47	10f5e108d1d889bf7b48b9aab5879837:G59hqLhGyWwBwS17DOkQSqJ9QlCGfKXT	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:31:42	3c54b66c9593418bedce76019468ea16:3MGvTm99WtIiGFufE4uaEo0vxPLdh9cY	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:32:46	ab507f259a038169f88af440cb01425e:uGj4lwwZKBjcfWjzlF70akDaqLzfLgwZ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:33:09	592cadc7eb4274b87dbdb4f6a191dba2:bqCvQmqJsvTzPWO8krxYHlAFm866inYN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.27.63
2018-04-20 10:33:16	467eb50393b72c6e109556349305b428:CGXbXPcij7OIG6tEtcp8GiwRbbMuc5tO	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:33:56	13330f72f3f1397fe61463c6dffa9135:RulA5GEd8E4aWkKgz5sHZsfGvIJ2OU4M	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.14.100.1
2018-04-20 10:34:08	11faad2cabe457db9bc34b36773566e2:MHO6NW3n8xP4SHaQ7vJgPaAYIIyEgDHr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	103.226.214.250
2018-04-20 10:34:17	127ac645287d930bd647cef5ce2571c0:7UFkJyr0eeEZUn1xWEtcMmqcka5fSp8c	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.148.36
2018-04-20 10:34:28	f13ceaa4d20cc8db5cead3c438771f52:of7cNIcbYe7gIw9CRjfq2vAhZyqCf4sR	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	103.226.214.250
2018-04-20 10:35:42	5da3122c775b9d61a6540d136d3ed040:sSe9jcofAPtfGJ7QqtPdQeV17HZFZPyF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	103.226.214.250
2018-04-20 10:36:08	86c6756354860499f5d6d3467b22080b:dGJtntHM9Ow14ldFU04mSJAatHAV1216	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
2018-04-20 10:37:26	8ce4b4b2cbe2703b1ee7f47b322a1efd:czeYVbjzFWz5Q7biPzqTkVZZHZqnzxaR	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.145
