2018-04-25 00:23:48	267101e14e238b6c39ca3065b580974e:fWsXjFHNvqsbH4src2UBg2Hyv7POVJ29	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.133.73
2018-04-25 09:09:43	b58408ea64cd68a0aab611bc65df6146:MnMEMN4aA66w5UQhcokjZ7biuIbPHFQx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.149.131
2018-04-25 09:11:58	eb24eb7e8e938449fbc8171f019358d6:pTpEJ2WPBADLDmWtp0lku5R5wjHmUP4z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-25 09:12:55	553e62302a216b037b4d8470719aa0a6:fKl2F4EwaISOH7A2vRdpJ3Ti4F3JQcRg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	118.163.130.236
2018-04-25 09:14:41	2e66de8e3ac184990db6503390eaeab6:ws6lCinp7GGv3Z7tW3qSnzXo25FjwZ8B	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-25 09:15:41	2d5f4df5a9922b6584c71e17e25e64db:PcN8AZfVpwzdhmB2Cl8SzcOZIGtGJx5e	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:16:07	30c35d7121542e8c34b6080eb2d2eb42:a3SthRlxMEajTFJeNBHIzLbPLrvzMs4n	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:16:26	94418a186db4947d8b1fdf6393ec80be:lptrW8Roqs2weITf2UwCOWWpqzQ78RaR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:16:35	4a633294f6f9031ae64a0ac7e3b97e8e:j1XwUzono66jYp6hYW7Fqs4LjVFftX75	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.231
2018-04-25 09:17:07	d67f416c43145bb2e493f98d25091a7d:umjeR1MOIldh5RPqf96TYRL5VlSzImYj	Q1:提案名稱二：閒置空間_空宅空間改造,;	210.61.97.145
2018-04-25 09:17:46	6b77031580afe96e11e81c66bb5de2b9:1ef9KbxIjZX99NMoAZ5STkmJlE00W0yj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:18:36	cc6c3e69befbe3f2c37fd12aaa747596:nHECDH4NhjVJg7uKyS26gisgjJvbXhWl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:19:15	e7a7db4f1d3dcfd5905d0d3da48cc32b:WWKLpyRijdp5f7FJ0jTYhqnjJOnqfYFB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:20:38	5450d4cbc3ed44f57188c8bb1cbb5db7:B7NsOS0p7Bb5PR7Co3bKC8S2j0AKiswA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:21:15	c43a33f225dc571a01ab2175f561036e:ZuO6VcUPL3kktBsr1YQLuRjDFOCSIZep	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:22:07	7cb20ec18962ee48476dc6babb50793e:JR9w41IieoytNOdXY516dFMIXmNmwBsF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:22:39	d71892810d3b51f3f7d3e3cc3bb2355f:yYOmQGbg6XifWi5WPBdb2f7TVOR0Ejgd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:22:40	95347af2febadd925653d0e3f7e9689e:D5tTaFk3AcGnX03mB2GskqKYfVrAirwb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:24:41	c0f46db71e8d30fe5f2ec3e3e3ee333b:OWn04zsHhYtcUbArJJ1gqXQorjvlgdCr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:25:39	a033baab2b1cc449f0467a3432b970aa:9ZEyerWPLZJuvOn4N9uJbxer3w0CbKEc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:26:05	26eb6578934f7ee91e9d36b477001c1a:nNGCa9cMrC2AQmBfOTl8FhwRHMOmMbUB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:26:31	79a10e793ddcdd3686c283b83a5dfeb2:UzdJl7nsP30opjOp6MMjQjmeqOLbu9ga	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:26:32	36709f8d45164179d992a5f3caf59687:804Ky4wXlfIKTyhLgK2pRpMq4Kv4wvHN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:27:00	b47aa013e80ddf485b9f2d70d2668dc5:75yOTvY6d1KhT0ID8n9jrKYIjjL9QUYw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:27:27	9e30cdd4f94d2a37a9901fd1aa291ea2:tHSiUzLRTbePxPp2c2tS55Q3WSVysHzj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:28:17	1691ebb371cafde94e02ed0cc1ae4c2e:unKJERMu2UMn8bxxkmUJGuS6iyHR86dR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:28:44	4404dcf51d319d9f519454afd0747feb:vYYCnh1D3DHMSk5dKOOP9unzzCtsHVhj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:29:28	ea4c84b950cc575f3d7bdb5764ae57a4:ITn15cV54KICRJYFqncqLzztE1ImdsJn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:30:09	3073a447355cbe3bdf7cc2e64b75c363:fQzKubwLcCS1h2B7VcLQdPHxiOjD0dJg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:30:35	0901191f257e371a3741ca05b3d82ee1:bsDb6e0nMcchFD246iV4NuuxXZ36jnao	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-25 09:30:42	a8174c0663f3451b80ecd437d9003e02:g8Ki7Z5liWg5yOS5nruXuVuYTCVMzaeQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:31:19	a23320c25608438dbd0f97f021c2e440:S4bc7Ohd8paRw4HHKUzBZ1F3X3tSQuWr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:31:31	bb81fb135979084c6e2205a1d938f552:YTFtD7la8ABzTH3A1NoXZHrei0pqHD3O	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.62
2018-04-25 09:32:58	1151dabb8f1d18ed86bcc78a30937a92:qOCxFaJjbfigHCX4uahQkSSOyUQqW5Eu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:33:26	3e2e812f86a025a1312537afac2d0d58:LaNSFe3Pfv7dLS6EoeOMQeVC1fwrfN7b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:33:39	35c4da280bab13d3db36325f41d6d28f:FI5gVHqxZ57SvsL9DC7MSzZQKpxHAwvP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:33:55	2fb739997bfe97fe00e8d430ad589863:uEfoX19sSdsB9ZPsj4kpvCUnN8sfHPBC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:34:06	5588d6401a3a845fdd561334578e538f:0jauc4RelF4l6pePTouyAKd0UcuG2zMz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.62
2018-04-25 09:34:12	8da858d6408793a94a963b201b22cd78:cmKF1aboFG9aC2GMcw0bPsTIJK7A6Blc	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.228
2018-04-25 09:34:45	be2166ac0bffc22f53b7f8ce37a92433:vcfFonRdHlEk03ltEFNifdwit9v89X2V	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:35:03	76f56026fb03619739592a3c00c2e091:BITKMKAQweVADRNGYBtrQ1XnsMCgbz0r	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.231
2018-04-25 09:35:07	97e2498b81cdd754dc3be217ca9e6174:W3fbobUOYE1HPZ07QP11CI2uXjVDcgW6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.62
2018-04-25 09:35:16	868ba61e02aef43ed6842974c5ee0ae2:X39AKt2lppRKxoUXPKquA81N1NojPwpW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:35:45	02403b1ab17a6038d4b9bae83ab6b186:6PeiuNlgSeR73qzyEeFHNXZB8aApR1hk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:36:20	b888e809008fcd43f2047783c46f9fcf:TiSGv9fsdpmSIUdfhi1P9z9dMimYKNJR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:37:32	4d013ab13772ca5848fae29eb2083a68:YkXbw4Q3efqVT4xMADDqygszstAGK5qQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:38:09	72388668f3aeb1ffb2e8ba6a3bd8ba39:8krkNYgCf9WiLweOVZN5Ily7Pg7hoUgk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:38:45	6a41e5dd389b5257b706077d54b14e81:3R9snq6sLrPvtz4KRwRKvBrBPZ3tsVdW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	220.134.121.195
2018-04-25 09:38:53	b7836505aeac79784b3337125a49f22a:sbiJ4fjEgtPDlVfBuapugqJlbfqbPhvb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:40:27	44eb14f79e3d38b524f16aaf047d72cc:gNkChYFT43BpzAJ6U9fG9MQfQHoInljH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-25 09:42:19	2d2154f9ea6a2078fb8e63bad75a8ac3:N8KzeZjxEQlMISz6dsIOlEJEUWytQui0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:42:20	f7e16007bb49a2a167d787783e2d264d:YAyoZNyJtuXRCVm7RJndjMkeIckCC9Bf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.62
2018-04-25 09:42:53	7f6156f8f76c9726c87671af7a3e5217:VNFZDjtVGew665Ioyte81S54X33cEuHK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:44:15	892377063ff18605793e6cd291229c87:Pcqsl7lpDyBzP2PRNGqMUzksiQNuZuRj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:44:27	2e79d8308603760c9d2ce9b94bcca5dd:48g5tmZUo3WKMqcMei9YTrMnrhEEpPqd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:44:59	e559f44293ca93a271c256018f7fbe13:LQs6x3BkDgYuuXCzQ9qaYYZB3N0R10bc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:45:48	850d757e15c8ef3d90ed71f5eaa7e2ad:y4nt6ka0gVEyQ5WwVgECyKw7E1HOWGd4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:47:00	e59e34a08c98864e5e661ab034e68ae1:Qg68jFm3PiH0O6FcEJhFcYDbjqdf5QpA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.231
2018-04-25 09:50:17	09f8c56428c90b27f6771db3d048031e:PAfkdKHPpDWocc6RLIaaexMIDokfb8Uj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:50:45	7d0def5d660ea9da787f9610fa68537e:HBVjFRkWYzYRBl4Fwna2k1WR07vQcdO4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-25 09:50:54	ef5ac145548dce763e051d594a79b95b:AtzEkmiyjcs3GODAJzRBM49f1JJiHpsC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:51:32	e6daeb7b8d3844ca0439de1eb09caa1c:lXz5kgtjMIg83tZor0ooae127WiyCM04	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:53:20	b681622a0f8d44a8a16dd80e5f2cc4ed:KkczlsWa52v89y3v1mNuLNnqqTnkgFQn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:53:35	82a4cf0e8107cdf95d983d233bfafa26:gKPHu3j30HxHSIiKRXtpY59T7YPOCd3P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.228
2018-04-25 09:54:06	f6c21ec9b1a35259ba208edf3fe05fdb:SKR7rrulsM0QTELv8s9prZJ0LaSkGcnf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:54:42	71cc90e15254d75c8bf3c4c83f5e8226:epzApwEpVa2l5OVEFKGb9ayUh8s4cq8f	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:55:49	404076a72df2eb50230d3d90d78cd86a:tMKYvnfX6bdWz8rB62psaLRgSeuOzbdd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-25 09:57:06	2b4550ee20577a52104b7eb754a778b3:ZFZFlSlG3w0yoB4CqlMCoIH9FTNsxV09	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:57:14	aea67a305b4663767d2c3232e009ca20:cosFxCmOzHR5EZvFRgNXcNlXiCgzLmUj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.52
2018-04-25 09:57:40	479854c485dcc41a87688e4cf167b17d:9gjQlkdQoWVD9eFLlueFfdkmElqS1VfS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:58:12	53743900fc372e67b17a5e45f26e65c5:lKPuXlJFydv1MKmOGfj6XK04ij3x6Ctw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:58:55	210dbe0bc738735fbe34a498d0b51a9e:ln0jR85UDIlwGU7snAuBaLkLOeiVc416	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
2018-04-25 09:59:50	ab4d50ad992dcafc135a8704a09f8172:rsQEvWAuM385YlmcI7yBorhteaJ3FNSm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.70
