2018-04-18 01:30:25	70c3c2efdc8cab63f19abbc03c8147b1:sKLfEc73qek2JzGi3VFNC4DH8Us1Ss3d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	1.164.47.183
2018-04-18 09:19:02	adecdd8d4a27ae73870a1850cf293150:sEJLURIAIMv2YsB95GkAc43kmY0q76pV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.85
2018-04-18 09:21:04	5c2126bcb8e0b99d2941f71f68fea7fb:mEuAtDH0Zy6tyOCFqVAfR0cMflI6Wva3	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.241.245
2018-04-18 09:25:40	06a84706ca342357063f9131c680cb30:swopszD80N4m5BEyI37WQVqVpgkTx9s2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:27:06	b59a028d575811732f219693c0a0a220:lo3O7kCXkvgvLTiY1z4Mf5I48n2n2sc7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:27:08	f8cca1172dcf9be454ecf98ddd025589:C9Qds2Omr3CAy0oGevraVbVDiVN4LgFL	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-18 09:28:40	b2335d6611718c1a2fb9969763e1fe5a:KWKLOW0bCnhoRCYaTXyS58D4flaYnVGR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.242.163
2018-04-18 09:29:10	d74e2983618acd5f0d95f9a570282947:RWrfEYluC0fme5oEisd3FDjM4zNyc8q5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.1.195
2018-04-18 09:30:01	0be0e3c5f6f43d489572a9d584bbcbaf:wDH5rDn94lxVZHXnlXjxSRlL4XKA7Hs2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.115.17
2018-04-18 09:30:02	7f33743b1473018bcd29639bf357abec:ZMH65ZszJ2MK33lR00J6HfPkufFW7G5b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:31:03	dd719babee3258db21b6db42abb35cda:6Q41hMA4FaClT81HCW8D5K49Ub0rZnoC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:32:00	79102994c5d8c6891d4802b14f59e9c1:b3k01O8SLrVcvn9gmfeqpUAWXb2W1gTm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:33:38	cc6cd472f08d12d933df4c5630a2684a:a4tgSGy28VH60evZpObhaLR7oswKSUnW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.60.127.50
2018-04-18 09:33:49	25e8378067b205c3ec7bcf85e8a1b777:dKicmjonpOML4Toh4bDVLxOSRXl096eC	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-18 09:34:25	86ff4a8e3f5b717cc2fe424380282eb1:SkyPmpeYzgs9n2w9VYBOkZxuLdGDw6ab	Q1:提案名稱二：閒置空間_空宅空間改造,;	101.139.7.141
2018-04-18 09:36:20	d767be13773d0852a9b1cc5aabbf6bc6:FlYcaktUsRc3gVdlBoUb8RzFdzsltrtp	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-18 09:39:41	c2de031db4f6da5c0c86880b940a1e48:3kohFonknywB6fTzFpQ1OTXMpSpFSdZM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-18 09:40:10	c82a8889e55b24d196623dff7d111dc6:zqsLxciaiPAQUoqUa26QBTPqIueXD1Fy	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.176.105.145
2018-04-18 09:41:44	35b5e97f91dbb3d0627b73c888766a17:EDY2Djgxm55kIiz1dBWVVHU62TKXIpZU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.119
2018-04-18 09:42:45	7caff4c645770d74f6cb4cc862552b68:g7EDH9uy3ivz9QQhkcEoQvGI3Upl4Npz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:43:57	73ee7da23e41f2d084b09346d4f35ba0:flSfDiDi7TCv9GWT632le1gtEw4pwXvk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:44:47	b1d03c25d7cbd5d686f1e417ab993570:ZKixe0TomPuKBRVvLzAuYB5O4xXERPEK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:45:37	acc39d65962abbdd0372b300b74bd025:U5Ikd492lgaHnDl34YDYXWEmh3DasxM9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:46:23	4f02485c4b7d719b0e7cb00644851e92:qu5UxsqHNnjFFVmTPP3RXQhKRW7gIEPK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:47:06	a818cda6d56bac86c0fa6eb8d7cf80b4:dB5UhYy9Z8DjjWw2ZMCwYk9dSiCygYOP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:47:53	9c093dad6fe51bfc9038f93aead57a05:4JnvR2vCST4HBTZXRmaQGfboUxAsZccf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.216.198.69
2018-04-18 09:47:53	fe10f1d88018add191cb3f2b017bb258:7rqkqqoGUYKvtKRdFMk8p49cTTh0Gzv5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:48:34	2d387d75000135d80ee19b8cf83e8c45:S3KPo2OPo255eYWOgDeJvhIMCWC9xcnn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:49:15	1425e198f46e3746b5944af533cfb395:Jbbls5Af9EgUl7mLyMmv97EGFiN7dL36	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.51
2018-04-18 09:50:14	cafe158ffb475c142180fc167c9b3b27:DiTr8Wqw7v8o1WYIQwHGpDYZ4PtrP0sg	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:50:59	2f718c61251f38b2f2a39ce51006cfe4:YtSXOPbdySO8C37e3aIVxAJ7KUiCl9NE	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:51:46	f737f641b0193564718d03d98007983b:uVfTMVSeD5WiVr59TrrAWDthWJsd9jNF	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:52:34	4a71f5ede69cbce860c9c59d57eb35f6:fpmvPk23sUKvYp3QzYYhdqIU5IMJLoqR	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:53:35	e871bb610997d975a2e8936d3d1812e4:v6rm8Yf72VHOz9PhOFMIUrwQB6kJQ7Ra	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:54:16	609cc2edd200bc7a65b1a8ca9f2f9b06:A3tFbMZ16qpKWtfT9tbYp0cm17T5MnGG	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:54:28	1a802d9a8e4f33b79b4d2b40f4fb5ce7:pUPGW1IKJyMyjHNTFiAFs60YpqNptLzP	Q1:提案名稱二：閒置空間_空宅空間改造,;	114.136.242.163
2018-04-18 09:54:53	dc84e7072b04dbc3fd4be5398b05b298:oO7yYpnkGFft5NnrrhaSyhZVG0ii8cU2	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:55:36	c794c6b822cbd06901191b81ded37295:jkq5EistcY6Ctyv0rUaRgf16OOplN3Qz	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:56:31	948d4001731a926bb0de023a70fa6837:drYFp8XZyj8mjiyNwaLGI1IO7MLodw27	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:57:07	940c6be7541db8bccced914a0de7ea27:XF0Sdcze3lBWYTAjyEQ11GXJsQNMTUDU	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:57:48	5e7818591e28fdbd9d2495181590cf4f:vorMNk0EIAlPMOoOOWbEVzqE7Bsvw26O	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:58:26	be56202f3243d1d9dadcaf3b2640d38b:PpbqrENTP79AA4DLPyJ8oK1DRNdBOD00	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:59:07	30485700c8b317bdd368f6853e081660:4HRWkBbSIytQMAdgyoNDcTbDYB8RXxFz	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 09:59:44	d2b56be95b95f48e6d51e9517f46cf8b:9e4oAwirVIQPXXeMUxAA3kqmG8VIoeAb	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:00:26	6a00590ac26682faca1e4a3a3db69eaf:f6hyMoqP1bi2wq1FsZuhM69lZwZjGAEl	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:02:14	ec57704418a6e39798dc6fef24850920:ME2rrJaWfm4QZAH4G9Mavwxc1VQVbh13	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.16
2018-04-18 10:02:25	d32ea2730f7673a557e80e3509a4061b:f2rqNT0RwKHqVuUCpsLh2LHrDpYV2akC	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:03:10	cd279b2dcda86d059664b9e1cd852140:52swhskbq6RqWDoaCLyKsmKnw0JtcJ6B	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:04:20	b01249dac85484926157f86af5ff31bf:VHZgvwwYmmhUAGvZrzJqtvv4bVdGkNeY	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:04:55	a3e3029355f88de2472d5e2819bad401:WhZr2ns7n6b5iGl3zsoXfPiZ8EAY5Z7y	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:05:31	0073c160b67b44fbf09f9e6debe9e17b:ZGM1IzfKtGbsEETIYFhBLz2C6AGJSFiI	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:06:08	76e7223f80e72cf586530bb2f83c92ee:917sEcDF6xRplqCxkidQnW5msSvhUg28	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:07:03	3abac61f7a4136ccfba31010db95e3d2:Q4mJGGcyl37wwAqv8y3GYFNcdPMwfuVk	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:07:52	14f03cd5b4cdd675ea17a51b750e210e:Tn21lptFDKZa9tV9LznJgaiqNcD4YSC7	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.51
2018-04-18 10:09:54	bfeae5901143df8074b1e6e06da814b7:CJxVAvithPcgxn9nuFxRnoSYDMbkG12P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-18 10:11:39	e2d584ef214512647a15234003f768a4:KB1VZtmNE2i5jnEKkXjjK0zCBpigwwM0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.43.54.65
2018-04-18 10:12:02	4314bfcfff5b9c3832987b923ac3b1e1:eyAbY4czkoWV89y2HvKmcNKb3d6CKvGU	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.140.114.240
2018-04-18 10:12:10	0b644ad95e5cb3af12ab727a96d38b41:ooEfeJ7uHLwReRK5bIua8IqkuXdFm834	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.242.163
2018-04-18 10:13:13	555c621a0cff2bce01b8058212b48700:BZ4ZsHGuVJrVEtYDoC5WC42Qloa7H3gy	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.246.44.17
2018-04-18 10:13:30	f6087dac0294d7b5de18740b237064f7:ITJsmWIpjt59ud0VluTxtYgb1FHjm627	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-18 10:15:04	d76a4a5fad5b7aee32445b19d8b8ca02:tdI7k8Qnd3YdfJv1PjS1DI6gscJYekSJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	118.233.74.110
2018-04-18 10:15:14	3bcb4c966a9fbcf53085b8fb22676514:OT6SxUk55ol3YwHaFtxbrtzTiUEcSmZb	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.16
2018-04-18 10:15:55	fa90283777352c3d769e20ec849da51a:0TK7zIlUq1m4ovl30jhkDHVowD3cFoBw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-18 10:17:21	7d54545fc080ca5a8518a1e55663102f:FHHw3ac9wYKbfFNuhovWPLFIxgfayG6x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.16
2018-04-18 10:20:11	bc925cc3477d07b185ab87ddbd466ce5:e8c1DVUNDEYPYDZ5H0PDeEz6GdmXvphx	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.16
2018-04-18 10:21:46	6cdd5f2506e5c701e67914704a6a4889:MLSoVKfd6dIHNYefF5ePd2ci2tarpeLC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	115.82.193.155
2018-04-18 10:24:40	4fc1e493ea7e8593474d4e0d56a0274f:F1I0XD2sIhPYBlpffas46PDUZVduekxV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.164
2018-04-18 10:31:52	cebbd9019363489831d8ec108ff1adf8:3eF9lqTNj9dCdFzMMomfgDeUqBDIZ7EQ	Q1:提案名稱二：閒置空間_空宅空間改造,;	60.251.150.19
2018-04-18 10:37:04	49c3961dfb3c73784b9af51aabe48adc:BZOaIvN6ahDg3IbUOAEmJEcUoJAeiUcF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	210.69.110.162
2018-04-18 10:39:58	376609ba92e91e8c78257508d17fc846:tfreRqUAFJYLUU2Nf8IRS3YZSuc4E3Xy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.36
2018-04-18 10:40:04	2771cb0993858d9534fa8d79646f8ac1:iGyOeX7b6nlWGMEUoEIHpXnVcRUZ0tOK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.242.163
2018-04-18 10:43:16	f94cdead3bef4b311225d0c66e064809:lyGC7ZjLF89tssOWBOPS2wQHYxsUzoUG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.36
2018-04-18 10:48:22	48a157ad2157c0f5a1e773378a3c4ab5:WBDcUurX8wydtkDLFdffxoAQhr9MOt4f	Q1:提案名稱二：閒置空間_空宅空間改造,;	1.164.147.216
2018-04-18 10:48:26	544585f9aedec68bce8970170f9723da:vuq6mpfSFtbuESail01ZGplSTwbhj3DS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.242.163
2018-04-18 10:49:58	04af734075245b0ee2f2ed535246c00e:l6IltkSuQ3GxorZ8h1LLzdqJljAjF06d	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.32
2018-04-18 10:51:26	febf91d5c665e195fd4f79edfc0d6f55:i1rzN7GGDWscpQWCTTtiXb40kTXot15Z	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.32
2018-04-18 10:51:46	edb6254703d42a8fbe204c02396f2334:Kn2lbCixYcHEkkDnJnvCPRrxkmGOMlVR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.16
2018-04-18 10:52:38	32e8c12e97759c3ae34b409f0f6d9a3e:bsYlBwqvBGxW83pBCzd3oe3CwH5ZHb8S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.216.230.98
2018-04-18 10:52:52	8cd1f8fcceeccbcf2af8e5aaf034fe54:snfjhTYIC6cEzor6eU1UrDkzRX9kUgvF	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.32
2018-04-18 10:55:08	9069eea23559ece7eb575d83cbf65c16:QQjOvZG3QXNN6eaQx1SYuHVCtnqHIew0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.16
2018-04-18 10:57:42	9cb65505cdec784c79e108e81c5ab952:mGeeTudyL6EyXOl9tYHpmHqPSOsYK81L	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.16
2018-04-18 10:59:56	408e6704898a75b9d2ec6bc18273b302:Bz6opBmxPOJ9HUXff0Dgz55vm3edqHbb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.1.16
2018-04-18 11:00:36	a0af5c859dd631fd3f8b639c003c1094:Vcf0eKWNiOGIPXchGuViTz8xx2fXqRD6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	114.136.122.126
2018-04-18 11:01:09	f4a1a35f3e0ac8e0cfa0bf08a59c0c91:b9iSLNulFQ5h0py03jAeW59egTgmFzTa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	118.163.63.25
2018-04-18 11:03:49	3d1c7e62fb54f97f3872618cfaaebc8a:CPteaSCCl11oCB1ARsJrCN9bIKE8ucf9	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.10.165.85
2018-04-18 11:07:08	44ff4ac6f6ef0775474c7a525b1c86b5:WDM7JDG14Vbs6Q4qo9yWOcpnn2Yttfgo	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.16
2018-04-18 11:10:36	4c061b4b0670d101bdc33b96cef05d42:c5JdBxk4EQHB0VJW2xoH67xqyk9qI9vk	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.16
2018-04-18 11:11:55	e6b2cb51f69593bfef0f853ff5065b28:SzUnM7xKLuZboxJnhUJniRURNHgNfQ2q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.36
2018-04-18 11:12:41	45ccfadfa81acabeea8dca08ea21cfc1:5Dw3RDb4d8XsYUtWkwmePwz5x4shp1Au	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.10.106.207
