2018-04-17 09:06:22	59d86b3f2f7a103e68f4006ed1bf12ff:4imp0XN1Ol16x0CrVq0QnFJJiZcatY59	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.192
2018-04-17 11:00:30	476a37544ae49037b33838cc4a9dbc49:wOyzGUONTjZPY7qtWxtRRUA1ukNoGSGe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.136.171.20
2018-04-17 11:01:18	f750757538ba45a06c1b3bac4b5b65fc:tnWfDnaLU2FgV3q6THhkF5kuo2udZu1v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.164
2018-04-17 11:02:58	6b2b0ad136c5d7175fe7ecc2820c3ed8:KJen2c3bqyJ8iTDVIKwPi694J081JCKS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.202
2018-04-17 11:04:14	af12ef500eaab39ff291e79b6301a539:VYZeEVyY8rrL7X9YmLrVC3dvKJzrv637	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.164
2018-04-17 11:09:36	ab60d46babddb00dda0a8693d0f9e006:lWivxeCETmTbeHhUG6rNSYV2ynOFdWpn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.212
2018-04-17 11:19:27	2dbee31634f1d114b4b49a6fb92566f9:poOhjAD6Q5PonSovdhEclTdsJIHysj54	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.138.209.114
2018-04-17 11:21:04	34acc3906251f9095809a7bab0d063df:5dbCqBz6Pd9oPMYg24pCfjFfDP5x1dy9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.226.221.28
2018-04-17 11:23:31	5a5f1edd31b4d138004cd643d5b29785:IxOvMIRvZPkwTICydvzNHkAyLmKPC7o2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.138.209.114
2018-04-17 11:25:44	337ab747a6ca184492101abc49af16fd:NuGMUD31iyig1UWcce6bSDAeYlrUj7yG	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:30:21	335304f37915b38d4746cefc9e1753d7:JOKs34knISdBUjf4YXtVNKNlhCwwETnb	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.101
2018-04-17 11:32:46	2f2f3edfa2da3e20de31e0f25cdfd7ae:A2z2k9uGM1I0HDDK2g7NQMEkUaDPr0Ts	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:35:28	0ca7f997bbc6fc630d89f5ea01476e92:YFyE9sts0PknMIZaH9d5EcmHjvzAQgAi	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:35:29	edefaf2707ba0e0d0bbeb8319fa71d08:tB6yqFMCEkK2K0zEPZcYYREMM1jwFmaa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	10.254.248.228
2018-04-17 11:36:20	610f69f14c09e6e102610063d7b8e672:D340mVX16HelVhYZtBxkp0tmJzFxBnaE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.36
2018-04-17 11:37:45	19c0747326d22f0c8f62ccf993520599:vvpovO2k0QoVvgAjko7NcYdAxeRvhm1P	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:40:02	8b51bca676efd23e20006596e3adfb2b:OZVB5Otf9yQC3WrjmcznXp3mHosLkod2	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:40:41	823ecac7bde3a635659818d4e18111e7:RA02epYO0Kr0rhd3Vq88B9zl2moqA6xi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.255
2018-04-17 11:41:58	d4075231ab7217ff582e39413f813ea9:87dKjv1LcdiW8CbO9zl8UzfB12SKcU62	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.218.193
2018-04-17 11:42:34	fea2bfcd76c21dee7ddcdda8feac0d21:XEwTwJJkctsPdqRoFsjsNipgQTOGImhH	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.101
2018-04-17 11:43:12	bae92bb6af2ed2f0c13681e8c0a20e7c:8N9yYdaEwhO9fuqWjmEIBbX9Uiy7svjh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	220.136.18.236
2018-04-17 11:44:29	6c309b5637ea8aec87f3668c84cfea33:j81zKJor4prmwpz1EBxa7Ap9Iv2sOD4U	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.218.193
2018-04-17 11:44:34	f8a8abd51136475c045488dd811b1220:kJINvBlpk4dv5MifH7iPcH6OHv6jfsdX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.255
2018-04-17 11:47:11	568d8b2084132fb016bdc3dac42ec617:UOCzS8zIELOVjxfm7t8bLi1In9M6wUe5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.114
2018-04-17 11:48:50	8644fed011bbce103955c761df8b9241:9YsYj41bQr4umwntWR8ADMFU39cCmJql	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.36
2018-04-17 11:49:21	ed1e7d1795fd60a2232eed4c20901752:eyNhwwzuIIpjSV5vRF7MJxeMIfFN1ZCZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.140.204.237
2018-04-17 11:52:35	3cf5ff6d17317a682b280cc79a17fb64:9HblpUWan0QrkmXxSYg66OEg1hbwrhv0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.36
2018-04-17 11:54:07	5c8d5361a5674ee262c0963665468367:fBaOKLEwjufi0UEvcsLYf5gM2lTGyzbG	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	120.127.47.204
2018-04-17 11:57:06	2df4c600e8e71ed35caebc64c3e2e16b:80pRJZR9FSiCgDfybXv7rARFNNvhrmsa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	123.192.239.217
2018-04-17 11:58:12	b47c3708005bb2d81238c46d8e3db3f0:Yi5jfwAW6vOSZeml2LI54AjQfErxzXLa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.255
2018-04-17 11:58:15	7a74d0d2a19fab12b62943940646888b:Uwrobja9yRAqqwcU3bQKOpjAyh97JhkY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	123.192.239.217
2018-04-17 12:03:31	688f4e74372748ca5e86f2e9738b3b2d:ZbKh5bFeIOgnQ4THmbkhB3cKB3SZwMFA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	10.5.4.20
2018-04-17 12:05:14	f414d76fc5634bf577a688c3fd9c1552:l0Wn28i2RJ6aaIuVsOHTlbeY58ixbaVr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	110.50.128.181
2018-04-17 12:08:56	e88b5466426937e824b13093e3db754a:rBqIjRSiF8bIQ48xUyB4uiShOUoIxYFr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.225
2018-04-17 12:13:23	dba621dd5d0e4d5e9341cb070fa9dba2:0uoZL8hSJWyo5Ts2IrX1rdcS7ckTtmqJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.225
2018-04-17 12:15:17	b2a305fee99445bb3e6d210e0b11e4d6:MebgWFwvs8QDo9pWNm0Uw8fwUBl5oNKN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.225
2018-04-17 12:24:04	37ff6ab0d372f1df1b76f244b85f490f:upAIjCTIgucVEvAroxxTyi722aoUJXk5	Q1:提案名稱二：閒置空間_空宅空間改造,;	180.217.95.230
2018-04-17 12:24:34	d9f1cc0d174db0fcb2924aa0dfaa9349:TdSW074uOjEFD0nbQbgWPLXAmbowShmh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.225
2018-04-17 12:26:04	1030e9e363e54b1aa6b228efab45f80f:iQnxfeGJipKJ27pBcVSFJdKkZ2HbcmR9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.32.126
2018-04-17 12:36:05	74ce242b58bbf926703cb5cff31f8532:oLvi5AJ6du8AoxJMIuvXyV0bH5LRjSF6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	114.136.91.192
2018-04-17 12:41:38	613e4871739d0b0bc97c5320aad45d7c:mYeOX5ViiFobYSaybO3tvQePP1cjI7VC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	10.254.248.228
2018-04-17 12:42:20	2a44d3d816904ca04924c73c76fc0e92:N5RYGzpONtuqiat3pKFtohBswHEcz7A5	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	10.16.5.18
2018-04-17 12:46:11	b5fd8cd9e5bfe55b1b008ee46b698d04:xaHoqGh20yeJotpfenZkXTFtjf4t51hW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.35.75
2018-04-17 12:46:32	c1d2b3b3f8ccfe4f65e2ac51390b239b:XC7FJ3fluQDIDpg1fdjHRcZ4nEmvsLNf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.12.153
2018-04-17 12:49:18	c322e260d6556c6b0cb0f79d12e27105:tNff97rmromF8biaLprL9J0EspD3aVsZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.12.153
2018-04-17 12:53:05	2858f396306f300e777ff800cade3cb4:KsR5TvAi5PeUQ2HszPswCKRiM2PWh0HC	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.222.195.137
2018-04-17 13:07:17	d42948067337b95a645c8727225ba1c1:c5BF8s0mqCfy5bVLEvE92581XWiGd66j	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-17 13:10:44	0ae4e60f66f5ee2f57a4a551a725cdd2:82uacm8QdWDq2ENHwpXTy4n4iYuQOUkc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-17 13:10:50	14a8da236c5d77eacc107cdb5ab0a432:gXhUl7Z9KXF4X3DCfjXXMZDp1PjmklCC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.16
2018-04-17 13:13:37	b55ce30e3883bac25a976cd4b9faeec0:77V80PVczVMpxnoIk6x3hPftLbUgveP7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-17 13:17:04	59321801c7d1c1dd916fdfd252912aa5:nkjbfGjAGhNlQDLMVkvYUGePZ2RpwR88	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.16
2018-04-17 13:17:34	a1741c0ef027b29c6779bb9bc5894489:e369Yccl3GhA2DHKNS0S6B3EEV8gJk26	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-17 13:20:09	af0e57f71f030c38d22d4633447312ad:wP8eKMDhGZNbnspf4l7d2F60yaSBHbvv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	49.214.150.136
2018-04-17 13:21:36	1474ad8b90eb69897de4edf02a1a17d7:mONGAqo0hDwWT9nw224sgh9gmA5NlCvS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-17 13:25:24	ef88107164f2aaf4add71b738f9880a8:rktqKSVg2tuzoXWXzMnuHvH391EXDfie	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-17 13:27:44	769c179e1c1ea4eea6a7af4b8885f762:p2FnRtCD8dnoVuu6VYMQCI2894uQ11mO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.15
2018-04-17 13:30:46	128dac9ea8db7e1abab09a5f3a65b2b1:JuNY2q1ga3Ugq8cHKMuZ9d96WM7I6jbY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-17 13:31:15	a727d891eca29823587c44cc7b988f6c:tSeQLTnHjkZBqrQEYlbdOU13LIC6weCm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.1.99
2018-04-17 13:31:21	8db7cd939e94242a8f96f1f8a3727114:6NY0mGPLnvdD7stNgXGNNHjbep6LU3Pr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.16
2018-04-17 13:32:31	b462d2bdecc36c6a5470c272fd286f9a:Gwhnm0pSdVojqEJUA5ZLFy39ZVffrvf1	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.97
