2018-04-23 00:00:53	d120a4422db780e49b9f389db378e982:vkOqc1BFooWCNsxbXKnKyJtbqT1Pl5bw	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-23 09:37:07	4ec275d4098d9bba7d997cd4baf201ba:wJKBCZT6aYIcXQ5M8OuLHcA2yy4fmAYx	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 09:37:11	c3119239c37a547887692220c19b2f47:u2KVzJNqs0xEop59ZiVckUrqGxgGwF4O	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-23 09:38:01	2edd71b79ff8d4c4d1474b15c34556bb:ztpxe0aZ5memkqvDioLd8R3zMdWn2BuP	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-23 09:39:36	4601311c82ba17aa902d8ebc17db1d1a:2vAuxwugdCvKapUksPiFxg5WRIewMVAF	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-23 09:39:36	95c345ca11997c986ec1a83cda2d386d:6Rd9r7zN58iJFgOWqK6HC4fs58RWHBCV	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 09:41:58	3452725f0dda155b22fd05ef738a930b:9X9I4kSg5rulhLBkmUGFQnIEm2jaRU6n	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 09:42:00	b495cd1253aed52f36d973384f3885b6:yFuOTMTOEp9b8n4OBDswBG8SX0TFs3g3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.137
2018-04-23 09:43:07	bf395c0cd2bcd5329731bac265ee6a5f:h7oEEGseeHxB3ZODMqrBWhd2HIL4oB1m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 09:44:49	0ecd6e35a05cf3285b16b7a033ddeb97:hnMmis8ZHNLqBMGHq6vyYZhsQSMfCL2l	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 09:45:02	b5ab26d057cb48a88bc995a88203a807:fhbgfCRbb2Ua5yGctbxU2nGRDQW23b8l	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.217.189
2018-04-23 09:45:24	b766463db7bc46b6223b4b8619cb2c9d:Yvg7nvIwlpXrO6gs9IMrcZomAzpkgnEy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 09:45:26	7f9f1473ea88f911c3c01788c6a5551e:rpQbcVB5OutiI9iM066jd2rExhBIIT92	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.246.107.162
2018-04-23 09:46:46	09e2646236df9833d74f2b19f293992a:miLukDbpBwtd4EwsgDfDGcpoICdXnnW9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.104
2018-04-23 09:47:51	e73d55b65dbafdd2b3b0fc70f49be110:D4SYeZOdcQczxRC5QVWgyEbd5m4OcIRs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.104
2018-04-23 09:48:35	9e3f3438efcf83bed67b551c6fbdc47f:rjghLJBZGyLmXtnY7JnBIZj9EOYaOeE7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 09:50:51	3c7f71e82f92b1721b5a4aaa744a186f:bSrhnfaGdiUnBBov6414hrIzZRq7Ynf0	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 09:51:24	b2b1d39fd17f53cd9f4b568e1fb91afc:kMOMzm6Wgn8PYP7NQEj6Z2CVNXChLtWh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.104
2018-04-23 09:52:34	b0fa14b0e1e4294885f786bfb5afb3fb:RA5mf27dHAMN5bsGJQKL9yNyyKRlBoOn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	220.130.135.192
2018-04-23 09:53:04	bf1cdabe37aef5454f70f9cce04c745d:n99zCfbx04y1Q3rVSafUMS9Hx8UUrd7v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 09:55:48	683ae1bf5d5dd38b3f54e560861f205a:NwjFOUrvtKUZ0TGvbSrtUkHPQkGqehmF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 09:56:10	714a7ae1d14d8011f2f18731bc92e485:BDoOkCwcac5v0WclIOA1MUqKZxSTz60s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.217.129.201
2018-04-23 09:58:24	c8b323d2aacf209dfb34ef03c64a6620:KL5L6R4a9aDvzHVp1E9rWjC9PbuFXkw8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 09:59:19	1c8d51eb467b0ae4c9bdf210466eb668:P6slisG84qlZ7KV4vR8TnlNkulMP7kla	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 10:00:00	905ee3f6b219736fe5eb025283d7940e:4ilFwhAFc6vDXCH3EHtzHgBlPCckB7EK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 10:01:46	72786f717fa8d4398ec3e28b6b9b52fb:L8UlxG906NXSNImlUxEqHYWzdqg78H3W	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 10:02:28	68c20f0fd911bf896bae06c1b70f9c7d:LiFFn0cZ48zBgsDYsJQhi9AJECLMMG11	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 10:04:23	ecce96b71ff95ca18c60e3a019c2034e:HZ0q7HU8Tk5VYVfEoa04CKnuN407aarS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 10:06:05	ad20b896d50c6af39e004e9b1fd09126:JSRP5knFDFHOKSH33JbJXo6SlSBu1wpq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:06:38	a932d59407463699d2215a4338235c49:UmAz6eHXT9Yk6ApUR06AUSsjona1qdkV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 10:07:07	408064471e25f1b861697d1039d8e632:Q8oiiEfInqWcjBmdbAXn2JAnK23AgY4d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:08:19	e5a0e6dddba631bf477513eeb2ab8d30:mzPiceksXGIYxCFeopeJxfwzABElFkhS	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 10:08:41	42052edb44fe82d71a73819a3fc4c3f8:uKVJtPLgiSfsij9t8NFUHgMzaPKqgcdX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:08:44	67ad19d41eb43108e66c13a385a416eb:RkumAt8XHPEulDQTVtLcfwUG6HiIu9p4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.91
2018-04-23 10:09:23	2600310e4c3a0b565c75ac164fe4c2bb:faDJbTA2AmziS3wZUkaq51aNuUxkqipt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:10:06	bef88496747dba4b76a57c69ab4abf28:P5tTLDNG4b03STTj8T0Kuek2eCAi1nji	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.99.177
2018-04-23 10:10:10	02c980e3c0e0b02fd3611a9e19c9ef04:6Cq47R3AKurRcOeXNK7Fc8AZQNIaTsNk	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.8.99.239
2018-04-23 10:10:49	4d7012d851adf0e80c336b9372451684:bJqyNIVtz6lzP9pDsjRW2LBG70mjJisf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-23 10:11:09	79b6d266c10bee54d3f1f20bf16780f6:jBpYlh6CRYu5GbGfDBiNav9I8y7xkCel	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:11:10	9df03723d661c27006f521d5b1bb04e5:M4zaqgroGmajErUNwb8uHedj2s3RKPbD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.14.243.33
2018-04-23 10:11:57	be4a14e854a032f7bc9dbca121426d2e:fuJQ5860NecyAKFAPIQHeWpL3XeCr6Fn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:12:43	05a04aa235045ba8f6b0d8e8a4384c75:EICxmZLjn3ZZlHzqpxAdkOJ8yS5LdQEy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:12:58	b6bf89eaaed1205e94ba13080ce35629:qHFvQVh3x0GVfkYoPSGLPMTH2WFStwDL	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 10:13:24	e27a36956bfe5f1842d8f061c5fea8e8:xTuhy7R6jTOlsEsU9iqza0VBi1ovaSuf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:13:52	97b1f793dda5caac6632f26b31676498:7UAgSanu6ThjHW8OmThEC4JeVSfWBzlA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.99.177
2018-04-23 10:14:09	4e888cb0055c2f36cd3e89a0b0220933:eUaiWKpd9unPFLomi5dXe8YPZzddGmhW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:14:58	a49defc02d403c91f7e1956ee16c901a:JNHOsE71jxPv6uRiX90BVZQrugCnLFeN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:15:06	ded4e6b2cb8ee012513c239d37946cc7:SlKP6DPuG97iYnq1FuJxvvnVZXBy73wy	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
2018-04-23 10:15:51	5abaaa3b8434e64a860f3b7a5496c573:n2RbdqiGO2pB8b9VS0S2ojC4Kx0FvoOo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:16:37	43053df68c0ceab393a6fe1175a1ecc6:3KOn8fj6cIfjqzAEcWEvPdFtFq5G4N9Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:16:41	50d467602e94c9d58f23f1841e42b702:K9GLgs0gURYQh8R1DCZMUTty7xVTZVrM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.99.177
2018-04-23 10:17:19	4c764ef4492f54f3afc863bb562d0be4:imq15ajI5OofqKHUJD1BhMYBx7ItnEru	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:18:05	a6f015fc0c5c0d9eb6c5457b54e82725:o3rcuxMh4nceDp9kpxAvfkUC0IA5zDkL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.69
2018-04-23 10:18:58	7beb02fddce5d3c60ce312bbe7fbc9cb:7UQMMw1ZBvfMp9m9iZMrk7oZAhLrxZFd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.99.177
2018-04-23 10:19:56	603bd0a1b463458cb1085f96c0a25611:Oc40kJrDgbHqEIjXBVYQ3BUtl98aHHSV	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	114.136.123.193
2018-04-23 10:21:14	0d1bf9024bfc03f7e32811713931940d:GM9DwAMILIyoKcHBHvrmBEgZqm2cU99f	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.99.177
2018-04-23 10:22:33	43b5bc32e53ae25ddb95815bf6e51e20:0Ud1z7UPAkOyLEchiDdCaZRlnbsK7LO8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.231
