2018-04-22 00:07:47	8806f841e86920702f08b38d12b90ee5:9bZrPoDkqq6uWv6VT6CPrsO3CkV2biLM	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.104.243
2018-04-22 07:17:17	52088f9cc607fb08363b1866197bf67a:37r95VKjTUXY9l97l9UBzfDffd9msW4R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.224.109.122
2018-04-22 08:18:00	a411f5ae740970e978297e7141f58afd:Kz1WkISKvsVvVavn54IBLbyBkNDn5JRZ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 08:20:22	7beb6a1b768c49c9747c525d0ea7eb86:hRuzCJud7kElPYYCtGVNLdlbIZrYYwvt	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 08:21:46	97b180d3132ac51f7b7416d185c88531:dJf3J5LKZvZfKIK3RV41HutMOQdhBzYo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 08:21:50	77b2c9ff7ae636402e9dfae01768a984:DqYE3VoU2QDgfltun7H6EELruIJXiEur	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.216.228.3
2018-04-22 08:23:00	12551e17e270e1b427b47a62036312c2:FjTfX2cd9fpB65RFgdkURW5yZ1eKtThW	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 08:24:33	bbd70b839825c0ed02ca51ba0a5f9af7:I2JxlSqqA9dFSf6EW0dXKCg9EmMeDXUi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 08:45:33	0166c146bc91d95670d9330010afab89:qw8a4ElceQ2PwqqepeHh1jUNc8SaBn7T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:48:27	fd32dd6d29739f67c1e14e454496e310:oPuzaPQP6acb347ttKFitkSIPIXuUNnk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:50:43	f3f5af2acf54181f9f8cc04fc64fd3e3:V504hRJeDxZQ4vaujQCpMgd191nMOmFY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:53:20	06e8af2b043e1aa2d1351e2d02a10e5f:ZEzBaCzyTq3HWiVZLOVo7n1fKsYxAa5p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:54:46	c218fbb6c012f54d7ae570e203a8606d:64uuFLYGRowhqsM8j23Ho0uY3nUMfhF0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:56:54	d567b37994bf6d0d72d99fb09108596e:kiXV2ezQ0zsb0P2414OmqgkO4lVRtkGv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 08:59:09	66090a62b47a5eec0226265172a47242:LNUZUkvKOMRGFNQehHTMuMbJD5HcgLgH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:00:18	69cd16d18d437e9a1b9cee6c649eaa8b:BdyC0MA2q8TWEIWnpxatLm3sltRtlYYU	Q1:提案名稱二：閒置空間_空宅空間改造,;	219.70.126.86
2018-04-22 09:01:14	8b42c3b000da84cc5de6b26639bf84b9:OnYspKZv5865eZmNflnjDW0K0T2Ecbak	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:05:18	64833b0b185a493881f281c937c598fa:dNwJrGhbse2frHcLNZCISeXVfgIqGkfu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:06:39	58764ef5667405fbccbb2b7022cb744c:vSOjxOeGywGBrZZyGAwoTG3fLBPrqBSR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:08:07	fd4d5a847a1dfb6b806f731c90b4ad55:x5ncpsCp5PufC36WiZTrvKKKIPs62ye5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:08:28	22daddf9047055d8c508991bad226740:tEJgGKwDIn89Wx1gaglvKjuQTTTllTrw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.218.193
2018-04-22 09:14:09	af41ef8d048a04aea1a2b235a720b2be:hXll58eZAG1aupt2nKIACqRDtilZFU50	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:14:27	f7d4c69d87716fb2ca25fcf73b809ea7:Fy2RvhDnm1hmZf2LjHfhlOgReeSuqA8S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.100.243
2018-04-22 09:19:02	b5e3bcf9e0e9cbe67a37cb245bf644fc:FDTX6Bgq53vtRSZETr1ibLS0db88BVI4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.81.150
2018-04-22 09:19:05	b53a36ebdd575436f59b265ee2451c88:EnxYHxFRUf3u6SLLzOkSqr0nYstmlg2w	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:19:37	b0d6c1eacd1a31fa8fca2824436def67:ABcfHgyVHQ44Tbdq2Fc3IakOQCWm5jlq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.214.164.245
2018-04-22 09:20:16	09612238d2d6c3677350e548801da0e0:XaognpDDGTCllkkER4yXEN75TxEiEANx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:21:17	43cacd5f19e18e0454e6b7f9445bbdec:YQJDfNOgD895ZEYex99IhjWZuAjk7XVf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.72.81.150
2018-04-22 09:23:34	c3f30988f596f6ae5b38683ecbaea54b:MBUFBV9CwCWBsOm0k8AofJYaNRojwW5v	Q1:提案名稱二：閒置空間_空宅空間改造,;	101.10.100.243
2018-04-22 09:24:35	ab4a0b7ed66e274b5f2e0506bca2cd9f:PX03eANiA7OobiHfJnlS8t4nEL59wl2o	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:25:49	33b98a5b5fd1b225dbf4f0f10458ce7b:mhXVTFlHOjHOtSMNNDBEY92rqLQGqFYW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:27:38	0d972d8427c09774d4794b6c9e858bfb:tIP5omjS8VqGtjBAciIVCkqQUX39VKmV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:28:46	a6ad68f24f9bf5a60411d8282ce42b67:DQav0Wayeny4VCerrxEtzqOyWf2oWzxM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:30:01	cff935620bab96527a2ae91ca4ffdb1b:vCRBD6pUmizKKPLgd7UngpCIRMF1EgeN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:31:33	c41d87cc30c5b4939ba268475aa3f614:yLxmYzY037fFo9WLtFhDJbEo9u9xIpO3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 09:32:38	2248b86cebb8e4ea15e652e1aeca48ef:AZZI1ydvURXrHOXYiLfxDRVMlOd6cPhc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:32:55	9f7389bdb5273aa8ad94677181f1f131:gNruceq8mHAEtxiXynPuGERJ8xEEerjK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 09:34:04	7ac1901762dd455a457d4385bfc18ae4:amsTRJKvpSrsR4dq16Cg4U4BGYbgYpPL	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-22 09:34:32	ec58c24ee09a3507a5af21effe419f1d:4LNikzjMXIK1F1TTzJdg89Cfs6mI9aT4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:36:24	209099feafa9a086e66a82c7132ef155:JBOFePul2YBmKTVAbhXA1icvehAGX2Tu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:41:13	9ba6aba20d483d5ed8ad762970f1399e:iyJaPSI2pbiz1dzXzaWzg56NVryzpR2Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:42:45	219dd37cc9669254a6c98cf99945c3a9:MrUbz3dHC88W5dRppGNqnueBGLmVpAsA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:43:56	2c9715b2384d4ef7dfae2b841714c97f:64aCDRBFLqT00AI3yOEcXNRe3yzRxCla	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:44:59	0d9bc7972786130c382ab79351f61834:jPa2DDY1frBpU4aT6MrjCd5RzqWSl0RA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:45:57	ca1a0faa2f8fc333e4ac2f2ff8749f93:H6dhHsgvAK5KGRvMDMNOFbO8quUbHkwP	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 09:46:01	a4812544d8543ab2ee24f32d0981efd6:XqkqzCSzY3TpzktSZadTwpHCOkWZ60Rk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:46:53	fb706fe0dc8aeeb32410a3e1080ecee9:s5SYu1VSaHAftMWtaXgiONELKmxfqDNk	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 09:47:34	af6867c8535cd264c61a6ba2d0df36ad:9HFv516986bOZ7Js2INQWVH026T4mx65	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:48:01	34733fb6bfa298e1c6f574371fcd0701:J94LXz7NPPUr7S2xTUWjk7LKhnLSFnHj	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 09:48:58	58c137b087105229cce88f5a7283fa7c:ZnlexalTE3iP3AWlWSLxndnbVVdw3cpn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:50:09	a35b05cb034851b92a14a66d74cf83cd:FI4xP1DqyQn9WRhtlyAKToA26IF363XL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:52:15	55b54f38a70c9211905f929eac2fef62:tm1JF8dSKLPA281Y5CNIzYK4XIPv9YVu	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 09:53:15	4d6e344fd2f38e5b684772a9d9348fe4:TfACTI7O5c6VrkNugk7bttNZR8vUR7Fw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 09:56:49	f62f05245bac3c382b25aeebc56fa0a4:gGdq83b9dG8NvLomdwXvmbdA4l4cvdW2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	118.166.133.249
2018-04-22 09:57:25	9f4f8544ffd26f5bf517ac10899bc158:wPq5bm4HKSaQzlJLaxA2jpW2nnswGJjA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:00:13	d95678c446ea7179170ef9779debb1e6:TzMR4CUID8daNC5S6Vx2VJWPLW78GTrs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:01:43	e7a1288c58563992d027a2a792817fc6:axes9G829qmp7GYlYQoIeKiVxy4InFMy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:03:09	59d4d6b4ab8111900f09691115a01d8a:HKrNCul8JJ7r0xPiFjHox54lpJDbf8J8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:05:40	f1ae5b6c6d6b90734b78f62d6cef5c63:4rnCfMw991oV1uiTAfb4HVnQU8eizE3Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:07:37	4109d6dd96006ac9caebcacf97d918f6:5pDRNunrdSSjSOfsRt00JHsfQKNWgmAP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:08:56	11a926b441403c6b31081331beb8de88:XMsKVV5XpQ27Gpti4ZtnvJmsO2Zuo8YC	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 10:09:06	c521568172f49cb250b25800f32c60a4:KR15T1qruiPiun91hEJweY7CfugYXFCr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:09:29	03fc2db1eaca70a6f0a75e5094e387db:3Ejzn4jyJ31HXb2dwHVe1UZLwgv8z8sP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.158.199
2018-04-22 10:10:23	4243d58f53dc229863063210470edce5:u8P9ejnpwpWLIcZYa2VGqNbSb6Zv6oZn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:11:42	f7bcb36f4ec289b5793267f7a56e5056:1PWgugzCXGQyMnQMsbtZyAG45B7Y598F	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:13:55	ddd93bb909086bdafc054cd8e860de0b:10tO1SbUrQCk3lQ8IbjIlSrPDblnTdGS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:14:09	623ef01fec13efd6d43dc270f7fdff1d:c2DBjlcOYyIO7My9UYUHhfryCUo3TRnN	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 10:15:00	ae12d0f39dc05502479a0a1496c7ae3b:WEqrSLSaq0hBjelgtnxiGQ95C3l7udb3	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.230.15.30
2018-04-22 10:15:22	40dd71f5c097701c5d19cbd44c18c505:JO6U5JUKXZUkJPEjPn2hOJz7nSQ2wfJC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.11.198
2018-04-22 10:26:55	5dfb290faf9205834d6e896f29b74749:4u7XEVwQ5NkuzqDk1rcjQPGVvAkUTQkF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	119.14.238.27
2018-04-22 10:27:58	c5a0d9a05efec8fc585642d20b4cf6bb:mV0sZRR3HsfLYAGMnMiJSutOlWVXtEPx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	119.14.238.27
2018-04-22 10:39:12	9004276f91410d22fea1c5914f18afce:La25fYFlkw7QhmgeWkvSRCHYdTG4Miyx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.124.242
2018-04-22 10:53:02	1354d859f3907119c4147398591ab73e:pP21OQzEtmB4k21XMTBFCDwsHcHIzgqu	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.10.100.243
2018-04-22 11:28:06	9d3b6e7e686935c7b5b6bd8e5f1a6d2a:KkteBXn5S144Mn1w6q9ci87703cp6j4I	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	220.136.32.48
2018-04-22 11:37:05	0d2f578ecddb142ddc9d96876a077576:yQKwKmkj7voJfAI8JKSoNdkSPOKvvzGe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-22 11:40:40	e13019348cfb102b50d8324754c103c8:6KIseB8quTOw9JlSr070Y3FKK934k0Cn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
2018-04-22 11:43:57	f32e5a0ac92d9df051e7f17be2c4ab27:R3LGNRNQdnmuQmKTXvZMiJTvWwH7fBB3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.30.217
2018-04-22 11:44:55	77c71ccfd61e9014789fa2dbb998ff76:JX1qAJw7wdficZhn2qQfydBiAofah9xW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.148.163
