2018-04-28 01:45:31	46de581b24b1be2b3fa158ca171dce3b:mcPpWJRRy2PzWKABxd2ICDJ0tPNPSAI6	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.135.202.15
2018-04-28 11:04:21	fa76c75b0a884f37ee3ce84f20a16dcb:kvkwi0KZN38HJWVXHs3BACe7N1peKdPH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.82.21.214
2018-04-28 11:11:49	bcc2b71c54acc1ba0f2c81c0bb5091b1:Yd6rO9qVG82agN5S1NosgQ79dLRO5VpT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.213.156
2018-04-28 11:11:56	b8daac85e891dd46d7274d81374f4e9b:Ukps2Cel51MN8zNtuyR2HOikXabNHrYq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.10.16.27
2018-04-28 11:19:17	33c5d95ef44b1280c72b57bc54ab92b3:KAD6HzgVQVy5GL7fcggTxsUpb3Mvameg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:21:01	f7adb62bcfca3f428c4d28078aa49a34:ijmsOFQpuN1hIjxW62iHklW9O3lkrhuc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:23:51	d9c1e60a51ca40d1682973624c4b787e:rluHfXbP1GCaRJ8XIj8Xggt5pIY78iMJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:28:46	5ad054324bb937cea9532f2710c050b3:a5GoBNhlOBCammWpOmEDj5imgBwMYUFw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	123.193.252.29
2018-04-28 11:30:58	47235fed98457d38ae274ef1cf21daaf:1CKhbQHSegQsC9GqhX8CXxoATeRuZeIr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.207.219
2018-04-28 11:31:00	089ffa5d5aab00f01cb0ea17f70b9e93:ZrkjUtDqdbUGZak56ykzDeZSXuTxwf6y	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.71.17.134
2018-04-28 11:34:32	6e01d326738ff2055907a2c429291192:4SooMtOQ6V2XR4g6pSzevedluRVJ91qY	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:35:46	7c0b949b11060ec877cd13c43a8e8a36:uIRnU90hOEbx4MaAgBh2a0lIaPThgxBC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:37:40	f23d68459142c1f64c4791261c6a7944:1Xy6j1bqT6lLb2PzKnl6AJoe4OO2BixH	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:38:02	4004bb1ba233c500809f1940d0a8bd1e:eOTEHsubc4FYzulYROnNnOxdhXTb9KGi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.139.31.161
2018-04-28 11:39:22	c1475abf5f4b594f37074fdba022adec:mtaRE0m6Y2wBOFYeK2ZD95fZABmpkLCX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:40:52	9e3737c65f1788b0bb9577fb94f20131:Wb3X0172A9gEOsuZSQJnYiCTGgcgWpS2	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:42:04	fa5d56a3711154bad5974ffab5292122:BEG3H8EPmDY45BJDKCVQnZNXkWqgqdIs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:47:19	b77f4ec9336da893437bf34f525303a6:qkB1OuaoScCAyYie9Ox3MNQ70I9eU1V8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:50:39	dc40299237e76573775b8cc1a425e485:e8bfClrhygA38FLAiWukv2WMHZNJNMgM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 11:56:25	77dfb3e433ce03fab13263b4946db485:CVcd9PjXrNzFI9zAOkt6sJHt3JOPMSdk	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.140.163.253
2018-04-28 12:03:26	94a51311f1460b592a7f6a106b75afa4:BfTKXYaVdB9zYlSB4AEHu0r7Q5X8nYLJ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:04:24	eb8199b06a5dffdfa79f8997825ff5fc:HYqn9pkr1fNm7NNoopWcBccsty54jnkP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:15:11	87d44b15a0c7e2700b4fb89a74a49d7e:FArRgnC9KfXB5iHnhuVbUJ3ycgPNb9Fo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:19:45	e9c86a2604acf152799e18a4f452934f:LxrvaMO53qnFnaVUX31GeF8VjpNUfgYT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:25:10	1b1df2eea775cd23b2e806c0dcc9894e:VLzx02AtJGyWdjFFVN2KmeyCCjsltoJs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.77.237.60
2018-04-28 12:26:51	c83efbd6773ab8dfe9d24461c00a6224:eTvYHLKlYB55nv09djaUbsJKVpiPX1ox	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.77.237.60
2018-04-28 12:29:04	3e5e77b54d2396a8e43ac5d6aac7123e:1XVOK118EM7GOqF3fmbvUkXQ3NIpnuI5	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.242.233.128
2018-04-28 12:36:43	bfff7a35d1256e27a0543b50909ddafd:tB934YArCyMmEbMjoQmrPQbbuHML9dg7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.78.43.172
2018-04-28 12:37:21	d3e17550710fae7e492fa039c242eb5e:TSeNYmg6yVh797M1uTqJiw56dcbp5C9l	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.215.210.11
2018-04-28 12:45:59	2dfc693a86423d81c3ea941ea51741dc:4S84wppUyRHQhU028qCJ85Tq4N9E8O7C	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:46:12	3bc8e69dc34bf0a023643c284edac579:h3q38WpkE2tP4LUHLcdtiXEwa2izpnR3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.82.209.22
2018-04-28 12:50:07	0b9385357378f137a9a31a60c5dd1d6f:QSxExBwhqfnk5DMkWymIpYizdUI4o8Nq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.71.17.134
2018-04-28 12:51:57	318bbd6cb06d2a44d2209f3eb75d3259:GhDRS3ZLn1hkdtlARpmdyOLRzUnMnxRb	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:54:52	621b0af06dbaa2e268be26d7658ac65e:4WokglIRTDy3v9o5b29dFEqQUiZfXmZR	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:57:18	91e81b057cca79ec872b8178f0139b8f:34apGnHWecfWvdghgyYfCKXUtMd75ONx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 12:59:05	8cbf77f518663ab0ec35ff35c5232b1a:Afw3m0IIYQeCbKTuA00w0Ha3LkOgyep1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 13:02:56	87dea2b29d1ffe5c7e853e3c16f947bc:N33m3PpAOSXX1Rqtlh0N6B1DcV2dzwa9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.71.17.134
2018-04-28 13:07:24	6b4a49484218261d35818a8d9e4170f1:n9TDE7dg5uALsKDHFn6vT2cKCzPTaky2	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 13:09:55	8838eb05d712bd58db9a787148cff9b8:fJxPNPwcpdaNzOgsudAzEHnCxulV1R1w	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.71.17.134
2018-04-28 13:12:36	65f855aee70db7f1c9d0e3f28c1ce3d7:4KnfoUtNj8gMMzzAyDm7AYnwWf3DyKIk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 13:16:04	897883bc5d3c1bfb25ac684467603d7f:AyXtlQhjRaQdsFGKh09VkBgWLxXgamKr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 13:46:00	d279f5ec8b6fb5428f31a107ed8ec136:8U9EWFa8CuYMLEXjMxmHuhvc3H60twMZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-28 13:55:41	740e496362747cbe2939eadd16768644:zLlm9Hzryp4TF02YRkw3GNRrZdemCGVk	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.12.3.189
2018-04-28 14:35:32	ad1a25c8fc3adbcd46797a1544345f37:m9xjDGJsfmGvnpdtw96UBt2NbzVvLPTd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	117.19.84.216
2018-04-28 14:39:06	dc2b84290a059b550dc892d19c7c2569:3Egyn2MYQwOOBZKYpKRAInkjwdWUwRbo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	117.19.84.216
2018-04-28 14:49:52	26bb263b847e232833ce698ec6dde691:InuAds87QXUcEG1SRP3ygjQdazOqVvRY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	111.71.17.134
2018-04-28 15:00:33	592ea21310650a526825621c2f9b9289:oXA8H9QRA9IB3zKmJuNYVnjfZ6dWYdyU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:03:02	ebee25dfba3ead14103c76591903c976:Fn28IEqTaVH9o178bW9y7TlNin3Llqxt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:03:11	04e1a566724d492026a95878398d58d1:GXut91kqb60ZmAPJmboffQ38TIsXt5Fu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	10.254.248.184
2018-04-28 15:08:12	3ecbfa182d0ae95698c9b60843cc22fa:k3XQtZzV8yM6PR1VQmZAWOY2DLrTkXzA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:08:25	5d7732177f33b7b7ee26e0e63ecde342:AFmObE0z8ZeBlNTHx5b6XLHg4v3FCCAP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:10:05	3b0a6de202a503b04a3346f94b09dd01:cJD70OuwERZhC7dNLpSb2GxfuFy3nbyh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:12:53	10ae9ec720fbaa2896bf6894c546dc1e:fpx9gWUvv9Z0N11wwVylMlAh9szc8LZj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:14:07	84b246757ef8d04d9d194009052e3791:OmEulxSGed2M8PEqBl2Jh8RphoptUFxj	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:15:45	f8c795f0a15b527f207c9da55d2003e1:NzdakKP66qO317YyYNbQtwM8NjoZfJee	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:17:19	931744f6e9f4909f33d6886fe9648658:2k7RO30i6v6TOM4Ab9OmDyqKEwAQTO44	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:18:19	1380417d303a899fecacb5c7f1517d62:gViklRslHhlnfqRG4qnaMc7U9MVtZHjr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:18:52	b9de103753655282bfe1130a521d0138:lQ1rX4dH6sgVMsziwor1dwDNz7MXVCK0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:18:53	9f15151f169d056a881198310a63f3f5:43KBW8EvwNwPhv08jncjxPdiuOyokrfk	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:20:43	ca12175d54ffcaf5d9f7ba20fff19eb8:zOVFXUqYb8pD39oEyV6Izd2yJIGglb0J	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:21:10	bc0dc7917be503ee587cca8400cf25f7:wH9bzEpzinY02JjIhx5SrpdDhk84gxyP	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:21:36	a1747f497d786db19ee613db8ae28093:mCCAkJl56Akv2fHaLtQZcouZcCWii0q1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	10.254.248.184
2018-04-28 15:22:00	ab58c3e2bbd66c6921b752a54e9631da:IehlIO5ANQtEMUpMNXC5CsUWgpon3EvG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.41
2018-04-28 15:22:25	1948050ce656e028fe6bd04868608cb6:cRILofouVNaK1XwnsP6bBSNa0LmeLHss	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	36.231.136.4
2018-04-28 15:23:10	5172797aad70cbd86f5c0b068b86130d:wlmreZZXIx0Tq9sVgzKCflmZ1THbPRlY	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:23:19	409b57fb3e402b766bc8e1e607a45a13:VL3aVXOnMCWZisFYm76EilRGJTaG527F	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:25:39	2e61b1ec4e3848dd41b07a2acef7a8c0:wTJAanz9zs8shcjrTVdNQnBhqgMWrHVx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.41
2018-04-28 15:25:46	20c08c2618dcbef1149169645e655168:4dkT5aA28YqI9zsyAtmEdNgHjGfaq2UX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:26:20	573e756d5c6e4b65f2326659111219ba:Zg72eV0nKnPELIyWoGsosSlJNbaWucfx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
2018-04-28 15:26:58	df61a0baa37f6fdcf0aab20cffc0c838:LMvyii4hNxlOPOb7P1SCH9elIksD0O6h	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.41
2018-04-28 15:27:37	368ae2de07f14c74b4f55b448e14b114:UbtL1lsOWS0cFAeKVtiP8ORmyleZC8Ma	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:28:20	7d760988d31f3a2b4c7d36803ec98639:XM2d4bHU7aCQYGSEaUzV48MS9Qgd1ODT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.41
2018-04-28 15:29:11	d663ee331c46090eeee950bbe1e6398f:1K4of3VFJaYeHqEpPPxIq7f8a5m3n9us	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.17.134
2018-04-28 15:29:17	985a6c28155a39d84327380239d70efb:YpUKG7RKnRXcU2aepFdPPk5xVNqRo80R	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.184
