2018-04-25 00:08:09	acc5c9240a79c90ee299b510a50e1313:sGELVyugOhkP71uVAi0rzInAiWNYylJp	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.236.88.6
2018-04-25 09:18:38	249b04b1133ffe61d88c29f7ba323fbc:SMwU8DVBgdxG0OJs2evo5OgjHDd8iofU	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 09:18:45	60c7afca99d18de7245878d717e1d00c:zrzjLXC1gWTdDkzP3OfMa1dYP9VhBGm3	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	115.82.19.102
2018-04-25 09:20:41	bdeb84079114b66f74d244f2634da18a:0VnoDSyMglH5Qb6bZ6q8ZcF6dTxxIn6B	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 09:21:49	9fb2f6e1c1bb54810497d75aa6917a30:xn1t8MWZiZjKRLqXP7kIxw19aX2QgMvz	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 09:22:34	27b1b93ae84ffbd9111bda5d231dfa0a:h6lEg1CIvOzOglfA9qt427D3c6Yzh3ha	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	180.176.48.65
2018-04-25 09:25:19	5dc9fbed1f31230e50952e2d5b69ce51:Ssb57TMxuUkNy5urqkTEHUodbWh4UFnT	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	27.246.97.251
2018-04-25 09:26:12	4730edc5be4e0e2147a147d15f8e62b1:OuPJpnOUJo2w0GMEVU8SFC7ZotVpK8Qg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.136.135.100
2018-04-25 09:29:32	49cad2581eee5bb2a989d3bff5efd36e:ZYctoUi4sFX1kZvTjQ0vOsAwJdflcFql	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	180.217.91.83
2018-04-25 09:34:55	bb39e150f196e51f201fbe98b9306109:IGwDGMDRUj2RLptqYnEq0lUdRdldThaB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.121.83
2018-04-25 09:35:01	724b0d5d53cffe973b35c0e825c31660:joziVB0XfymUo309lT4WSjcIO4b7dLaE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.147.132
2018-04-25 09:35:37	c947bfea146d3e716a40110430bc1f47:cFKP8RTT39gkIP9v9T13eNOUUZj7vTeg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-25 09:36:23	7bc9588c73afd8ff80d87fd027fb3a70:W2x8wWv2Dz8uL5W1CgvDsqqS6kwTOiy9	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.170.129
2018-04-25 09:40:15	737abdf6b700caa44b5d6a6a64668c21:VATvgw7krkEzKLrY0Uf8dTykFqjt2d3W	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	114.136.51.217
2018-04-25 09:40:55	f35df3851d6ff7feffdb324ef789116a:iZ4si9Dwag6YII6vBnv6TUO65DRjKPOO	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	180.204.33.13
2018-04-25 09:41:09	8471f18982dc8b2ac3a84e783b9255de:7bjFlfGZfNfurkUVoeQqVdMNRRqO6yki	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-25 09:42:40	ad4a8b318ba4b05fbb3f8447db1d24e9:2pyKUsxXAog06ECFyNZVEyE6GdeCHdKP	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	172.30.218.57
2018-04-25 09:45:20	6e6362d007b7dfd512bc1b5119bd096e:dgzFDxqsqtLeZFfqH430Zrir072TCRua	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	114.136.51.217
2018-04-25 09:45:39	769d3cecf4b160d245ff230c7278dc00:B49KyREqVY6YaD9GI46qMtU2woKzQiqL	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 09:45:55	9f67930a9b48d2a964e3bffa4a2f2dd0:Leb3JeRynOgcJurgG1kbgWxzEzi5Vkud	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	220.134.21.64
2018-04-25 09:48:36	fa6a160d4ab8982bb1a9c584c4643923:ND0BwljrIRlv1Rn1Qs3TQesE4tkrdXMT	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.29.147.132
2018-04-25 09:49:25	afe7442116ccf74fa35236766b820da0:gSJkbAS02SzvOYuyZd3Bi9EW0JQB2Kjz	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	115.82.193.229
2018-04-25 09:50:37	666edcfb8f80a89102de1e99f3ee3ff7:FOIxnwzN1jpDSLaPha25TOL0P7WmKiTl	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	101.15.193.217
2018-04-25 09:56:55	e02811fd5ebe41679eb3f10ed541f889:rvU9hVE6NsGxGQBRIMU62gUdZBdgleuw	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	118.166.56.106
2018-04-25 09:58:40	b655db8fbc3c08845ca5b0a5543b01ac:tfP5I4aJkpfOeExVJ3q86Xee7uxxnG0j	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 10:00:23	e5502ee3fef9bd7cfdcd6a178dad31c1:klqJCYZVhbVfOsjVSxjtZq0mNDNb67jg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 10:01:39	aa74290911289d5d78f0fe3301ff2c51:SJv48l37zTn5Gl2onwpMDKKm1AXrV7Z6	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 10:02:25	69c677b5f747dc3f265fdd452dfbea41:WWUByvYmCjWT8MRiw72TOKBE5AWaVzEL	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	172.29.144.207
2018-04-25 10:04:05	c8a6b829b4333c1451b061a3eef73e44:TyPHllM3AqipSMTFyh3fQB519FA79WCF	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 10:04:35	16af922194e1828841dcd92bde636147:fhVSZ9Xi6P1D2Zdembkvaj1hRRPjsrcN	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	172.29.144.207
2018-04-25 10:06:09	99d58d116f93a5b8881da83caec7729f:hlNvkFo3BQ06w2aQL3qNRMEoECFkjpId	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	172.29.144.207
2018-04-25 10:06:30	24c6ad15569ba84c9ee889e846cab3f5:CC5q5oZ8IIAdraKBcEHKLLC0PYsUbhmc	Q1:綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-25 10:07:46	58cd0e1bf4312e9dfc9b0da897ebbfc3:ifRMhJGJJEhjuTPw7sBrNN9Fkn0nwLKJ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	172.29.147.132
2018-04-25 10:08:03	a48da1e7c3b7fd513ca05f856d629997:VEtrfu4GFnnJdE5JwX4oLPSSPWb5DUbT	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	211.79.136.202
