2018-04-30 00:00:08	514ae9d6743ebd44b4bdd3a18c7baa5e:vv1g9bsO7gThJLhvf6sLYgLQniixgze2	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:09:42	23b0c04d3960ef0bd20ce89c795ea01c:hntougkVrlnHcQ0iASMgrv6US5JfZbHX	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:10:40	2cf8f8686b0f777e8763a41893b2ab7a:bM6NdcxCILgjFPmgk3uJklotzhrLEFWM	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:11:08	b28ee02a33b95b977c9e4ea2c86f0db6:jgitUTTaLuZAjwoyHxLqEegSlVF2nK57	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:11:52	ed5ca98ea85360126937c6f0ba5a84c8:gbuegsLOXyZySBgMsZtEFMtTYNmT09iL	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:12:19	6d51bba287ecce94af8f8b5e27faead6:be6QmU1riJ3I1NFyDcbuxtnCLqk5X3I4	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:13:03	58c57ea88d7642bb093ffac5d3267bae:h8U9krUwWx4hkcYKUuoo2yXY7eCE3kSl	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:13:55	bd0fcba651fbdc06fc6ce71251acf939:v1URpqsEKOnXcLSyb9Vo7JJiAQvJp38G	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:14:26	98de895413d2580f2df161dada5d9608:EKk66o55HkyxBs9OEKIRYsnRpqmkDxQX	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:15:06	86a24b53ac01eef2487964adb3441f1f:cFvjVTmG0YzZO982GUtDirDgacDd0rio	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:16:33	ee17eae02f4652b0325ee3c9fce1655a:awjgutyURU9QYdmokxGhHrHIh98mnTis	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:17:02	8da8ff1413b6cc78b2fc5712ce4d2f45:Ldd1muxSHqYJFae9Rv5zfL99ceCXJihd	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:17:54	e69ee9e08fc057ab4ba5c38cacda679a:QoEOEL3LD3Bgr4oZM47Qy5pbasNudjf4	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:18:24	2520c2548cea5a4a22012c2f86621e93:UnR9ZF0n9e9jkSVlpxMcfIYgodWot4eY	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:19:59	417f18209d2e8c2714b5c5065e1cdbeb:Dwe3a3KGyxxZSQGLzkrGPcntzGLhXKvX	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:20:33	f5289bbe37dcc6bc884c12b52514b0ce:9eW5CEWg7kpvwDpuSyFiUgZ28GVg3lPY	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:21:09	fbd1fdf3905aacdc88ee4450af0d0f89:q4nnE5GsIXi7rHQisnZrvZWl2EBvorAS	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:21:37	8c69338f641c71a1d934fb8d057769cb:DZfwTP55mAosyxPMaabFJOuOI1X2xSAn	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:22:25	c635b0551c59f5dc1ad59afd01b3bd5b:Tuz5zWzU0kG0PbM3mCqh09Vf8cMe5GqY	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:22:59	eae029dd2ffb8f20409c921ca6353d7b:rPc7FTlP5FI3IpmrT6K3gZ06v5ZTDxLE	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:23:27	dbcda059963343bb2d56e463af9741b1:vROpnT2gv0HGMfl8Zw2vtZTKyhXaTUrc	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:24:49	d27d87fd8f65ae2ea8e9d783f19f237c:q58C1F2bSJ6O5sQ494PJs6Jlvsr5AxGH	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:26:06	8c2447b8716912adce55a53da6459407:dYMisaawT4JFAttHTZMT002lAOkbszry	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 00:26:10	2cd245e634e64efc56fe3288ce39ff12:wwLIn4VRLhHYSvDOBAVZ8u0QjUuPnAm1	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:27:34	23cf1946e81fd78500717d096322b7a8:cIPXwuiHW9qmicxgrWWfB3SWSAysy8J8	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-30 00:51:58	33f8d0f36c02f7058ae6a17b78f657b1:zD5IaHVXC4YOZspuze4lAyMTuUNU68zr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	1.200.192.34
2018-04-30 06:59:57	fd3565962b7e95fec698d55dab9585c1:2mMXPKQIa4fBOEv2NT22cVGEhUxiIhZb	Q1:提案名稱二：閒置空間_空宅空間改造,;	150.116.181.101
2018-04-30 08:40:44	25649e0b1b15ea215dc077d727245684:tF1wft8NUHzUxu8yYpxRgAuEPCmjE4wI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	110.26.103.115
2018-04-30 08:53:58	8cc7377212e05774311288b3f6d84e95:6nhSPhgiw8K69p23DPrM5VDujAT6nfT4	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 08:55:57	9c4bd11be3be4d7aa41669d3b46b044b:d9SqDv3wejk1v9mArtP6E0Ax1i9CJX0O	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:08:27	ca7e7efebff40afc9c366778aafc5564:ktFk0GPGESlsDfRmN5g14Vqr4GLyERZJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-30 09:08:44	08e8ac858aaae03779cbf39e4cc80cf7:LxGCz8fW5EVFKLbawOzRNPMPciuRVsyV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.211.12
2018-04-30 09:09:35	636d0b51a6754a9dc2e81c4773a67c0a:ydBX3lmXv1TQNp0EM5cXpDf0ZXTHlv4B	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-30 09:11:18	afdcb4425d537e5b09fb128ac3174d3b:1BG3q3CiaZjFrkFHvEoVOB3kx5edzP1S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	116.59.208.71
2018-04-30 09:12:30	706f1786f59356ec598c08d04027f3c0:7K5EZRakBBG5gWXjav03p4IeFCsX4wmp	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-30 09:14:17	f2455c24aac5f3f7289d4dde4c3a0876:1oxaxp68Y8S3KPIi2PlAWU6Ad4LgHRbS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:16:49	a515b3c92de114ff3149328ffcbcf762:aX28yuiAwLFp7ugOSRI3dMMI57gbb9p6	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.228
2018-04-30 09:16:50	08a4b6dcc5911e61bca06a2901d0d4c1:BGLOo4E0oqqNbnOs0kMGtk2YpeUS69aw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-30 09:17:27	c74f5f838bddec84742aea9287953304:dvydFGg3Xud6FmStehj26P2yTF4xwrU6	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:17:51	7efc8b181900b7769fe4efd2802b0887:JwrT4qwQWPYXZ9aAzY7FkFiNi89dKtLq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-30 09:18:46	9365963a7d4cfb1e2eea75ab630960a9:5LG0pb5kfm35tnQ8Xx0H7G6SQU5jhjRz	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:20:21	8949731877a6498219a15d0b9fd9c931:9NkpgyyRrmnhiv8f1vwMuW2OknLRvZxk	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:21:21	1e0893e50e09e95a2b886b86dce522d6:l48T0ZlNrXTDKqDMCggMj7CNioyNTPxt	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.89.42
2018-04-30 09:32:37	07529a0b742cbb4c16feed9a0448ba01:oMsZSbmlWv0k9nBKFwA6hckCoE3prhso	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.96.190
2018-04-30 09:34:46	06ff1ce7b859da0a9d7b3259cc80d605:w20K0XhqR3g4qFXxvP44YSOF9LXYeU1L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.211.12
2018-04-30 09:39:49	fde05cb9c532d522545daabf4fa7d2fa:d2FSUwQyPRHQvbhXX7tvvqrBq3F1B85Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	10.254.248.145
2018-04-30 09:56:23	9d8337c8f07f04ebf11d47132ad99a44:5y9rksjv5eqsvIH9TXEgRr4UiXLMJx5H	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.137.247.219
2018-04-30 10:00:49	b01c64a579757b3b8e1dfde5969a9076:dJ14WEkHIPV48glGMMdJ3ZwHkhcem5li	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.137.247.219
2018-04-30 10:31:18	5771d9a67bd1097ee7f7a80be571fd80:p9HppzGlMsbSN8MJPqeOoMu6dRqTD5dz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.30.36.139
2018-04-30 10:31:37	c278b1682013a579672294cbbaa82dbc:Y4hstzIbNpef1txu8eof5b7OAlUcV9PB	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.96.190
2018-04-30 10:37:12	e31b6d7b6b988cc0d0b689834df84f99:yMHCpFlrRluZ3U9D38VX1VuLqfUU8xPf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.96.190
2018-04-30 10:40:54	b9d8618886b8c3ae1c0695c6c83bc9e2:8XSEfMdiHtG0elHaBGvZ57JQlktDYfxp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.190
2018-04-30 10:43:55	eaff6a0fd952aa489f86e5e6d7ae5e57:Luj5EVYtn74XXEqY9va018M5ediIm8MW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.190
2018-04-30 10:47:31	26cf3bfa6f256050cbd7f8f4c4beb24b:17WLkOPX8PtO0Ouj8JhrkaBlfHKUtb6R	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.190
2018-04-30 10:51:43	4c441fbab5f55982177c39fa58b7848c:4m93aMRsI2sgF5JZispCYrjQT7lGXh7T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.190
2018-04-30 10:55:20	9b3fb2a6e1178011e89ac60d05c8ebd7:mOw6RJDd3ybyBeoY8PZDLajUWzETt069	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.137.239.99
2018-04-30 10:59:15	4212c00f6b56ebea7b4d6c58969a9e1a:T7UEXUNSf7vqqBWRv9FdCrSUOPyrUADS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.228
2018-04-30 11:14:00	4914d293e476f23dbdb10fc02074ed78:6fTL0xVJIKKH2dXU2B9t8P5Cs1H7T1PZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.228
2018-04-30 11:19:37	922563768a6d611f72098753a8e19340:CXCAAnvOg9uiOoO2jbDaENqeZRcSXvqF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	1.167.48.204
2018-04-30 11:47:58	cc2d99f366b87a121b5d8d825acf7371:vg45sgDyZaFKnStMvVhYgGXjtPcHDguK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.137.239.99
2018-04-30 11:48:26	d5c32ca62b513fca17fec95965c6bead:dFfJitBDVK7K5RY7GqVIL77OY5zKZ1Xi	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.32.194
2018-04-30 11:55:05	960d556ef93a0775813f1362657719c7:EmMDSMp3jbT1DHDgFUZI5XMtsx5AQoeo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	223.137.239.99
2018-04-30 12:22:29	a3ad169d44eaa53c771108beed8a5c68:zLLd6YFDkYA7KsGIAKu6EbnFMnUh4OQv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.205
2018-04-30 12:22:45	a837cd5fa255cf91c1dbdd819c1f52a0:5lt5CqmB2W3hq1thtCz7LxBuQWwHZSKc	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.228
2018-04-30 12:25:17	bdfe799d0861d39b86e75bd4ce8e1c9a:rpHwvotTyD7VzE61QRCnRwhFJjzxrh7L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	36.231.144.5
2018-04-30 12:31:54	4c35dc5b02baed4a6e6b8188d5a3a66c:afuh6sAAnnNWiUBtzR0URoeJYmPPI9AR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.137.239.99
2018-04-30 12:34:13	f63108a6ef45fa645d98ba3c30d67a1d:ZbTZm02v0GGPWNesKuDjflXW7bEhrW0K	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.228
2018-04-30 12:36:14	b1c676ae9ab36e02dcb7065170fc2d6d:t9ifXBt8TPdgeBiABJs0X4HUE5ej96Ih	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.137.239.99
2018-04-30 12:39:11	c750aac7eb466f8336bf0e6a3c0ccb64:QRspwEbihXcafjjZoXyazeAOWoMH0wCq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.137.239.99
2018-04-30 12:43:10	d8949073fd9a761b2de9f14476069e5e:0PCoZzfTYiNPPcmXxuCpDWAkOPInuQDX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:43:59	50b5e91cc7881de96f4ffa6498702d34:OQ4MO2i05PpzQIPsd11VIpmR2bkJhBcC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	36.231.144.5
2018-04-30 12:44:50	6499399f69d74eb62e04bd052ade66a7:FMEAMdNnbwDd68aU170MpVOWbsIFpHDC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	36.231.144.5
2018-04-30 12:45:34	89ea07eba1dabd1a04920f317c794504:RZjHp1X9tS81znsravcnLnM1TeenjMAZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.86
2018-04-30 12:46:31	cc352557023b403de74cfa38fb78e9bb:CrPS9W2251zQZazpvsjPR7k5HXeNiMtp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	36.231.144.5
2018-04-30 12:46:43	12f8d3e88d7e794799b0fe00e0a02c77:klFCb7t1mp15CrxqTkGvF7wvXoSlqagd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.71.2.48
2018-04-30 12:46:44	a06633d968f8dc64e1fb4e7955cc49d3:ANwtIkaOAl2BrdlnQ7Bn5D2VGDOQ4MGU	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.86
2018-04-30 12:47:19	b742510cedeece5a5101553242a1b475:eGSro8sLLFc8pvSGt7kPEO4xO9CvLjmA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	36.231.144.5
2018-04-30 12:47:38	dc8abb2e68b754f90110c744096f3946:JlaxD8Lz0JoNxfa1ivugoaNqbgFZdULR	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-30 12:48:29	e303d8d9c2e184aaf172e76c13ec8c0e:v8Xit3oQEFWO4bBLU4IsCaw5qtuuiKvx	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-30 12:48:47	c75f9c1bcb2a59cddda47d72611871c2:7doxF0WAVd1DdzAu9H7WrjraCk3UrEjj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:49:33	c6d89b8cfbfa81eba04ee4cf55a38a68:Eya96LoFOEwIhW1hIWKcQmudi3Qf3DJK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.86
2018-04-30 12:49:42	40d5c69fe8b839b9ad5ac78be9855603:9uydBuhYK9vFedj0jttuHXMMlkbooTaV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:49:44	b03600d0783640b1b87137427854eff4:KcCPxTK8bIDZlQOrCpHiHD9sedmnsmiZ	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:50:23	ca02b62b8f6f2ba283af014e49c9a4df:8BQeS9TbtsrAFFZ5SDR7JIob1CzrrxlR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.86
2018-04-30 12:50:26	0fcf25e62f0d123ac92c1488145a07f8:YQi5ONnzEurlDMzIBOmtWuNe9jW3J4KT	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:50:39	77cfede5e1ea10e1d4086be7d3378542:v3aQIaByT7JmEllAQsTb3eTApBunV3l9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:50:42	36d8468e4fc39d0fc82e52a6608d7c0a:8449mPRDssfgxB1ysFmWyzRdx183Ytaf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.205
2018-04-30 12:51:01	6778122bdc4aad2462aa6e4322eff321:rYJuwD6oD3P0qsAOZjsTI9vRS9He35D5	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:51:18	aca9545d66fa982d6b91635b9a1492a5:fQOFLRECqvE4oz3XUIDYbuUmL1R83nSe	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.86
2018-04-30 12:51:48	44fb400e701663dbbf533fa145515e45:PsLiGKalZP63hDaOVzbijkWHTIeDtwiz	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:52:04	a75a034c6aa53e840a84f5afa25c6cb3:1bBBOwP3VebGoaHSjyuDgxvvwh42tbLU	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-30 12:52:51	0f4e087c8feef4cdff14458d931b5b6f:VSISvdBBfif7J2lHaiWVZ2IcwpFZZLrX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.86
2018-04-30 12:53:06	769a19332818251da40c7dd40be2d406:WgLg3GIEelEg9tLLo10qSpNn0EqLuFgO	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:53:41	4570b26eaf2ce03d0b5df450863d1e13:er5bP2CksCbJpVJcaaDtuKPxw09CHTg5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.86
2018-04-30 12:53:51	179ef3c7f0df9d051b1c045ab656af44:Wx8fLnyTmrrIIQyF5ooJPUxxJY0IF5Sw	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:54:18	6a02676caa7192213f69f0eedfe37cc4:KREhsajgkqdVyWpz7hX6UheWFtFlHru8	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:54:33	c20ee670cbf972603e97f044f67de389:pPvpmQ7PoNJQJXog6btiLQmDCH3v1cx1	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-30 12:54:43	ac810ace396935be989ad0876538f71e:TBmSZQDVIzEQxOdHyfsSXfQSwoeXALM8	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.94
2018-04-30 12:55:06	83f0e9410533efe1472604cdc78f9b75:C4PPMqpmGctRhxHU002Bp27xargWcKFw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:55:23	db7b3e4f0115e066262c37185288dd0f:BuvDv6wkonZl247oQUdjaLXOkAgJS3dR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.86
2018-04-30 12:55:59	5b32215194913dfcd166c8d1e3f2d00e:Sauoyq0GEF7hT9eAubrxFOAy9dWLE5IR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:56:12	6f5eac6e18db5c7201a1bead4c630ff7:cQ4I02Z8ia2CFbFQMOeoDTuflzmQCMIR	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.0.86
2018-04-30 12:56:55	eea4cbeeb063f4a5fca954559caa0846:osHppGwxxtAuRMqvuIrdijzq8T41TVBS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.231.144.5
2018-04-30 12:56:55	05ae54b3bb69a4aacff8e4502625031a:UKoiKRv6q1VLJgF74J5dzkppkVJWilrL	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-30 12:57:26	56662b377e94ae459dfbb8c624a7c1b0:S3yWf5c6Vaba2fkTpZVCX6uCTyQUOWGW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.75.115.121
2018-04-30 12:57:36	fca0f1b48fa8eed162f71589a44f1cce:2UMmtF8L0R9eKmENLrz1M0mez2WLCzJL	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
