2018-04-22 00:00:07	36f61fae4cf2a48f10bd229248eb12d4:7uV9qOivAsXh08G1tDL9IglkmhErm0yF	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.141.171.216
2018-04-22 06:53:22	1ad3533aa04417c733e5c6d9c947e939:qeUlt3pYj01mvV29EtcN8gFy0fpgjjrE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.157.75
2018-04-22 06:55:17	286689d87fca424273dbd32437dee877:MU1OloyVdft7gX3ElZQ9BATbyMVNGjdB	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.140.157.75
2018-04-22 06:56:38	c57071f2d142fe847e6e181f170ede51:g6t8jmYEJkyK8ww4OCIvsit4XTcgIUOF	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.140.157.75
2018-04-22 06:57:46	1c3804dda0a0378fef832bb8d5aa077c:ihLaC4PMul5nrdaoxYyZfQjxlLO29uiT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.157.75
2018-04-22 06:59:01	1742b201f670722f6399ea9565cf7e29:umBD9sMqtfkZQeLN44mZyFQXwdiw5bro	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.157.75
2018-04-22 07:00:17	5244ceb17319b2338b4523b7974e4709:drpbrCdSNHTixCgJS18VoR2wI8AnlUxc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.157.75
2018-04-22 07:01:21	0601fd1bff56b9bcd5089603bcef9de1:qqBfgnGEiAwJPkZ6fL2csjnT7pkgPBRX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.157.75
2018-04-22 08:02:04	0191c00aa5319551b42d89fc45a49484:DXoAQDlufneJ4V4o6epiZEqF5THphFTQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 09:40:33	6359c0438dd7855b5e04887302aa1e6e:ujX6OEu7fvFwUFH4I0eMT3LvQXDTwCL9	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.242.5.73
2018-04-22 11:03:16	1661a1847252201d7bd7a74206a26e44:tpgZU4oYVxyxQgw4XY58z2sX6ekQ4Zhh	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-22 11:06:31	2fd58edbba2789bde4d39c5ff3e19e08:ZFDmwO5nJT5idS6sU3OseTBun0M0BrHU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-22 11:19:21	e0d17fb8254c7b666daa7837f4ad90a5:OVYrPY0jIeG0JOZ79Jg7Enf8gxVCrXYA	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.136.36.123
2018-04-22 11:21:16	cc29f3495ff6629bf2697032478cdad1:4USoyOsi14lwXP8ZTePBuU5EGosFI31r	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	114.137.167.103
2018-04-22 11:42:30	0007acae93628048a43438f9a624accb:TGmO4G3v2BAOT2oVbqzte4AlfqM050cT	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.9.10.91
2018-04-22 12:13:13	b2914372f8bde351e125cb318822447b:bbDUYazgC1huE0Ht41vvW3mvphTq5woT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	114.137.151.230
2018-04-22 12:37:46	ee3c8aa3ddc4cc3094d80f743b5f2273:l6N2naudIPWIHaekUkBOvvHNOoQehb4b	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.171.206
2018-04-22 12:43:49	97eaf9dedeb18a2e52870903eae6b142:wF2pIRNaYnOQTfiHccNAKO6Pi3zpq6UJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	36.224.195.61
2018-04-22 12:45:13	be6ad5ee31a40036abf0a491e8aae2bf:NYUUtgCJDrHjcUP8QTE09enRxxHEe4of	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:46:41	db9323945e441ba6a786511081988cfe:Ap5xqdtA0rxCbcKGqJ1z2CUscscu63U2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:48:22	a045087241bde42d72c99059623ebd5c:Yo1JP95mTgS37hV7onUzJjw1cdIJgUw9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:50:01	32c3cf64b1b446cf47f5af9edea0bc48:sCruhkdnGz41COOmEOsmc7A42YOYCxmK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:51:44	f2dcb7f66241c37448b33d6bd22c13b0:t3coz3vUPndJK8vksF4lxeVCM3MD1rVz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:53:20	09e22b3ba972cee84ea40e227deb6f3a:pGj0A466mBKoPUtjzHknG7z10YHeE1Z1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 12:54:47	d8648cf43b39bdf42c9a8969138b44d0:uEFF6YUtdAl0QDKHgHGdBuwJDbdJfde8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 13:01:36	826580a9ebe86bb78f9c9bd1e52df782:Vj5vkktnBRXbLxYBezV39N6ThoAcFz5j	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.13.113.241
2018-04-22 13:03:46	426e89e4c9437857d863ee23d4f9f721:rVHHZqc9bXjQbkmqd9oQ9Qmb2Apqy2yQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.13.113.241
2018-04-22 13:04:22	c3f8d276a223313a834a22048b535014:cWEEeThNgwbheLSEe8wt1gvbtQzw5KeP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.15.130.46
2018-04-22 13:05:02	1ec549cb7d620aeeb76a9cf29b083df6:tKOzQQvrIsUUa8ziskBTJ9gyFQYUUsxA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	42.76.93.165
2018-04-22 13:06:14	e0bd45ae3899b7bb2f8d904cfad650ac:RhLDXWRzmnF8HzORQcGCDEFpzv2YhDvJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.13.113.241
2018-04-22 13:06:16	f886e1d7badfd8f15a0a3b70c5749abb:Qd4ARXbY0aeFBcX2xS99EO7DGweDaJt8	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	42.76.93.165
2018-04-22 13:10:04	5c0052ed28795e3a6c28ddf8b3deec66:WQnssK5PuXjGjgJ1xdvktsgVRkXCDROz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.77.120.171
2018-04-22 13:10:54	d36683253a389a28d93ca579611e8c5c:ZnFXnzHaH5i5RGoOSgMqomuIOPJx88Mz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.83.75.172
2018-04-22 13:11:51	f1ee5408e804de24b4c7425a3156e890:OrUH7vevnUjq2hKifpkWJoeef1cqrJMT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.77.120.171
2018-04-22 13:13:31	5c49294b311efc857a7e6218982787fa:bY667rf88VdpVJbbfOF7JIYbn0ldZ56O	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.15.162.69
2018-04-22 13:14:53	c1d211d7fb50f3c376d38b5952d95c4f:b3BwKuKfpXFLqdzsqSONP00Vsx6FuOvN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.77.120.171
2018-04-22 13:39:41	5f66694c1e5d3b9caf207593f37d0250:VgSg0C43IufdsIfGsIg1rlN2lDSYaqjl	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.35.173.8
2018-04-22 13:58:23	21080e1f4fc14c9b203915213e418746:YIT9GvmJXkYAZL1v9RhG3wWrSskUWWzh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:00:32	fcbaafbdc6732dc6f8215363da660037:Z1PIGUG3QRsaYuOlrwZ12lncEaoGEjmh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:02:02	8601a293aeaee93b889096414bde0c4f:L7WGMRHQERwa8NwMtsK643E6ISblJqD0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:03:38	55a2b7eb6246a5ac5f3e606dde22d890:TcjgNyrAA5TilzcEVXV3c2XZmPikZKak	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:05:04	c170d93e78e9e0092713e72619c1d101:BG3WEf1Xo3cJAX6xcEIqfmLDkdiUrhZF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:06:28	70d46d786b38d8973155960233afc7e0:nC4WwVXkuJXxjN3sV5jkXUKUl1Y4Hptm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:07:41	a6d18dd918a61b303e7b886b9668e8bc:mXMyHSjCbuARxIQVpD0aI93LxdEjIJVv	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:10:13	a0cef0939660bbfc15fae430039b543d:QOVMLJW2JSU6rp8qU0OgAKgqBKGtzd8Z	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:11:26	12f7d0979ccf157a714aa6f2e7aa6889:1kUedoshB8AG7bFKRKwMQg6KneoJEhks	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:12:40	91536bf455b123204fa113677582628f:kKM4FZ34badjk2OgBKioOpQgWZIK1NXu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:14:26	8f738460546adc8500d00c5a6d298e75:1PIKyNwVVzGpzqPjW18Yf4KSySYBmpOH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:16:07	8dd7d0df693684e88818aafe343bc798:gFpDjCCoZVbHG0TNjijYChNuzBd7jCIJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:17:40	3aa5f3426e65f5d294d6bcdb8be49c61:yZNUT6YFbD9SZ6G3ecH16LGQEaLopuOl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:19:52	ea507fd9dab9eb4f92f910e1b6c2004d:xl7i7KjJ7SIBWI35rWAUrUNIVHDNZTqG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:21:03	748fb37f4c57685487446e45ad16a688:Me1oqLswGotTcEjQe99ZMfwGyrFPHHZ5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:22:13	72c68e8ad40eefda8bc9db71e417bbe8:y04ffX4oD68QxjUKSlkogLSl3dXHmPUG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:23:31	02bfe116315c1da985f26d52799e6eea:OoRGks6tau1RR20vR2sIxcgKQPIex6wj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:24:55	1a4f2443424bc29aecd7dd6e8ade5ce3:eaKL5WD1jEkw1lT3Fe9xGfe6BD6AkDBc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:25:52	cb1c42355fe56daa837211a1e343abf9:rgIGZcqxzVRVuGALmyLUWytR94JA2zJK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:27:17	1e58457059d8903cf9c4944b1adf207e:ZPV5Sue6rHXDvLpvX6c2Yl5dKOUG1gxi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:29:28	6f36c4ceb961ca18c712f1e4eb0755e1:fPTo4sOgNVoER13aNW18z7JT4ioPBje8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:30:39	0aa705c9c512519ad70744ad8f935a23:kP0LsM00k91LdCpAqAQHFAIWRleKquYb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:32:01	e21c36807631eaefe408bbef91e4a83b:xNa78Dm00kM7mkeDEqhmMrCVQy44vhf7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:33:26	4ce648e6e1fe73876fae3007b6c8942d:nrPcOOXsnubR3LyyEF2W9hFzztPlxcYn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:35:11	7740093849149f11da11824cf34f1e3d:DNVLNE11lDil6Rp03JHS9GK9xjfAaXtp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:36:34	058ed1d9a4a49a3fdd2895206c783560:RqUExUtfyz7BOfp5K4qdMejltsNybXYe	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:37:54	81132bd03d924611931fdb1f408fbfc9:dj8yOwgKehYHCfcuxigP3BasYJlkDKSQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:39:00	1bdb838ade4ea147b353b92006b7ce91:o8Kc8gYL475vtmsBen5cWgHrAus7KD4O	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:40:06	e7a8b0241a87e32dee3f026b2b0d23df:qYm7s6lNrXPFysuBbXRKnCjIzCXuNpY2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:41:19	c8f2090742bb651f23bd44096fa36d3a:hbvbEAaEWMhxxRywV9zqEpwnSh4Pl1oC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:42:59	ee8a05f497a813360051781adf3851b0:Ikfqdq183XsoFgsYS8yIol13dRb9f2oF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:44:22	16081dbab111196a924c231b62c8010d:X8jgfjq0KkxiDJUOae1BvmhJWL1auXVQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:47:10	3a62ec26ab1968e809fe14810094f285:7HhBQo9fRKPJJLY6JcYQxb8czJhZpBBl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:48:03	a28a50513c1ffcab43cf486f5f309a50:maEuPDv3QbOXr7QxRDtwlg7CFupViPyj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:48:52	7387323bc29c337b886bad10e739d06d:DRIa5a1lPHvqEo8DJVaTkPCTotVGL0Oc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:49:40	a610e61952939eba9531d18b3de9c6f9:s0RFWgTZksjo22zIvo1cx7EyUMxS6Dnk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:50:23	4fe8aefcb2295d3a7d68d996283feb26:d52Kbkbv7RfNMaNgwCngmLGKxptIXOq5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:51:03	b60afa0e663dfb082933f916f84ecafa:y9BvB4EL9qu4YCc4XC8834oxHXOCHBiA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:51:48	d47f3b0bfcc509fa1f582b76c7621d7a:1boLDASK7Q9xcex1zxiDWLFGQ3aYI9Dy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:52:55	5016762b9e217d0a85092e79df75ea7b:aavT1MsSShHarump1HAytPJY6NrSVQTk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:53:46	b0401b9341252cdd95abe6ba407857e8:dtI3FCDZNWdLsLlKWrWjHDBu13l3JBBk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:54:36	69cee318718715f0008215f0eca44a26:EYtA1DBJU0Wfvz8jAsMIpJAllZ44YeMq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:55:21	b12ac58e04d60a08f7c70cfb648daf1c:rBZGT7N1LI3xIqfvW2uu869iEckcCFFG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:56:06	19e474c2b0de51a95880064b8a05523b:60AzRfYVUc5tmtuW3dgSFS2juYJJ4nQG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:57:14	94797a0ef5ce1d240ca761544975c9a3:3VAsJxdk2kxgOwgVjHNqPvO6QzMS6CFL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.105.137
2018-04-22 14:57:28	a8beeb4f5b7bff06aabf410b76534db0:wQhG436YHy6iNLGvokqnZOYloUjPKrlh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 14:58:21	6302714d0dcc17a984e2c137e61ac81d:xx33pn0j6dZone3BKaNkmPYIKwTa0B5a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 14:59:49	2a22d61c50c7e382cf663ea7738df1bd:x2DSLGCkpby7Z3IixSmjXgUfNoa50ig6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:00:57	86f3fc194aea7062631782ef1530e645:lBXS6bYtiZYVt4D7l0w0LERMz7yzWKtj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:02:04	b8da0ab03076dc96c04477dd7c899a5a:OSGDDvdaeV880XloOE9ta26MLwlHvmj6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:03:03	77209c824e1397caf2d3bd7ee97dd53e:1WoRJXnQKSBnCKEev0cKVuYyg9rW6V2J	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:04:09	eb6566147f6ceecb6b8b56bce4141bd2:stXYVnHPLDdVJ7vKycPlU7bZ4yX1inM9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 15:05:03	32ac190ab95f4f52cae17670d30941de:A02W7GhYyCbGb4AerJHEN9icKTqoFwWd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:05:49	2b094040a94b43664c4429d25711a205:AFc7DXRFekQmUSNS9vEf5hg3r55k6Tyc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:06:48	2ab28b824cb23e128601048beffa2992:ogScvUPgQxr9RaWRYsfRMiEgUt0zdg2G	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:07:40	38467806be8a2d542a0cd88c7833fcbd:jPeOUTIE4RTgptdjB33sMdtQ8duT9eOq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:10:25	528c87b043ad9f59803cd66bd1dea42e:syLibS97xUwhHT44sWy1R47EN5RupRXR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:15:04	dedc6c339d78c8d0cde22e3f25b5c932:yMHTLWB3Fnjomx4DHArtJSyGUuSLPHPX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 15:16:19	525021fbe2f2ab830914bc0ccd73943d:EJiWYIQUqSVHsho6waMytnepMGPGWu8c	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
2018-04-22 15:17:33	930d8ece11e045340cdeeb0540d36df4:89UnEb7aLX1h8S9eHephCXjTZO6WX834	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 15:18:48	db11d0863f01549b1561f4a01a97a1fd:6pQdoFYhfAsplQ0nC6cbQJtseiJloP0K	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	150.116.119.69
2018-04-22 15:20:05	dced940342b1d983908232dbbc1c52d3:P7zmSRTbGFjCqPf8rMegtfJeiROKdaLl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	150.116.119.69
