2018-04-21 00:08:39	2164ec71f30937d57c5166ddf1dd7961:JGii3CGfnXOlCci1v2buGQ2kRdvpV4sO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.24.50.123
2018-04-21 10:14:45	a524995a912edb6b6d18df9ead058598:fxRUwMhn4snw78SOELchJwwRKuXfkeg6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.217.96.44
2018-04-21 10:16:32	20407cf0a41b97412183ce51970b7282:VHYxLwwah6ayzPV6BOJjyh9yEzp0BaDq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.139.107.87
2018-04-21 10:22:33	e822837c3d3a7a50ae7758c9f35b72a4:EYyRtinX6VCQsbtjWFkAfGMyzayBbwvq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:25:04	9f09f2b6e30447be787c195b754033b2:aGmt6zeheRHPAekjJ7K9mgiFaqzBD6zI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:30:50	e351c0ee40487b064d87f5875840fd93:kiBpHFmpwQ0BeeoLGWjmkCkaPRqIhEeU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.79.189
2018-04-21 10:31:14	32b517ecec62a0c3b658f791c5c96629:FJH9gwhZ7RnmAL9jl9kajTFIKDU6xCcj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.209.29
2018-04-21 10:31:42	214bf79858bcd6d487f878ce83622af3:JnGUeowAREoYQw5Qb9hlIQBJZE0gxvgv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	123.194.152.134
2018-04-21 10:32:47	8c2029962f0898605929c694f72a228a:gInfCteN2RUSIGabJfdKrYnrrQ8yAHZq	Q1:提案名稱二：閒置空間_空宅空間改造,;	49.214.40.181
2018-04-21 10:34:03	178a29066521e63054c03ec05210ab5f:S82podlOd7NjQu43i6xB9fm9VYwfi0Pj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:38:26	d85c21c2ecfc14ed718ea7e4f41673b9:muSuYMISnnoZR16OWYYFsV4Mn9gexgY6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.8.3.99
2018-04-21 10:38:43	b74842a50617c7c9e5f20b825518f406:0V6wx1nEVVSPGjAzSsCDJR8Er56Q69Wb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.82.192.109
2018-04-21 10:38:45	380a465c08b3b2aed083cc203b2112ff:hpmWENRjMVZT9eIGINoN269FcDqCr6U7	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.136.209.29
2018-04-21 10:41:36	4c4d18c546a3eac426a369bc382f4851:H4gjiCJ6mM62cxMDlqgR6MzKcdOtqyx5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:44:24	8d40e9fc747d159fafe64583226763a0:prmWOY6BNaAnGWjrvSuHgEZhIvhfUe5T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.189.15
2018-04-21 10:44:43	7451aa1e2a78a29b8bd3d1c30b12d5a8:Ujz9kE4gv3lpYogcu8WroW9ELM4iWJzn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.85.11
2018-04-21 10:49:56	7963f23e6aedff7ecc52bc21be62a21d:5xFxdVEGN567karD79uKHC6buJPRw0fs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:52:06	1bf0350dcaa42ad15735e1d516231fed:DFtjVtSUyGthDtaSRbbf4NzUQvgQ0udF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 10:55:41	3e1673e0872b1a13646661d32bece117:lrSe38yL8sAAYUra2xCN9stw4CUErDdn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.243.234
2018-04-21 10:55:51	453ecd2d8b5ce9a7a1316154fa41c78d:QpnPQX3oCKHlnfLSt9Vk5ssY55wyqWNQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	175.96.195.130
2018-04-21 10:57:10	fba7da398c2bc2aef7ec0db44ba5ba20:zgtlDRxy0GM269JLf56Q37fqzzEV5U1i	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.140.204.224
2018-04-21 10:58:33	1ac1795afa5842be6dc7409cb6dd519b:UYk13pQ89SkzLtzsdHLePvhWQIDJ6EqU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 11:03:19	a3812e1fb352d11b2338ced5b80ff326:ljmaYW6ICILPRoq1PlK7mISFTMoMkyZP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.100.143
2018-04-21 11:06:31	c27a933ea879d07aaa35f84f093e821f:TJQTQYOlFYGEZwdbdgOWRW5VJdooF3zx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.77.49
2018-04-21 11:06:38	7d0a23a29ff7d5acdd14f06ba6f6bd99:kZg0cJ4Bqc6JwQSedhltcQzLLJ8cP3gn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:09:08	11861fc6a33537c17679ae4fe6b04a9b:WGZ0pwbjwdNPC1SzvS9zQd5GzywARhFM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.214.81.41
2018-04-21 11:09:27	1ab3a34aa24c97c76624b61a439c86de:p1v1IlgYSqccNvT7yP3PEo8VZmkZH2my	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	119.14.50.21
2018-04-21 11:09:43	4894b96729fc9245d6d2df7b932ef908:JJw1uZXDfHg8AolceBStfjglWi2bTSDX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:11:53	61303b1dca617f10016d2d4c10652da8:EKm038bbdN7fqy1OQSfGYc67udRHOr6J	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:13:46	78d66bf6788cf87812f4e02726df065f:dPXXVlBBcwa9QEgyx5SFRGgG8OR3zO1a	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.140.67.56
2018-04-21 11:13:49	8177f50d7768ee999eea896f9cdc15c2:faQRSc278MYVkCOp8S4X74hcwqhbkuQo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:15:32	b9c21ef97b1ee71753db9a74e778513c:mDasGHc4lr8mJKzmSAYls32yxklOnqw4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:18:16	ec901b5624e59f0415035ffba05eb915:KrT8x24bnR1wM9NSAseGHABcWtIeDtV4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.197.97
2018-04-21 11:18:39	5696a8f9aa6d6b12be9c01afa9e81418:OSDaLuBLUZH7Nm8snorq9EigoqrQtR6S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:21:38	9c38c1c1b65acf94ef7c72a3ed016c1a:D2RUYbH8QHTtKYTgw6Ib0mUdCKrikxjC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 11:22:11	a26cf259c9df1838839536f811627c63:L3Vt5k6Dv9msBlf14YU1bQhj6RCCMpwn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 11:23:09	deb788534d2e45abd8cee25c7f0595a3:doglLu6jrByb3pvNSPiIW6Y9AqGkkM8V	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.143.33
2018-04-21 11:23:20	aa49fb71bd6e7111ed96767f7211dd14:wnyDVS8FN5HsQKHnuUBPMbbMYuAfWCZD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.209.29
2018-04-21 11:26:05	7c1da15e8273408155c43b955d80ec23:uhmE0z6jHhzCJucesEi7fBFB6KIO9ujU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.97.176
2018-04-21 11:28:19	40f009553311c993fce81222f6c7a104:znGTJ02yETYuxIZFEy3uuaPgveVFQUMV	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.136.209.29
2018-04-21 11:29:24	26ed82ab4d7a9367a030883efcfd8ea0:OPGZC51747DwUPnxsJ7GxmxrRPVMSWXC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.233.30
2018-04-21 12:27:14	cc0b2c1d94539cfcb604369111539f71:aLllgYeduFyqR0ACHh3k5eudZX6bW9aU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.136.128
2018-04-21 12:28:32	19f17ffa0215bdecd5f716a8a2a4bf33:Z5ti3eMjGBTvzDsZykA2FADaHIVCxKpz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.136.136.128
2018-04-21 12:30:07	b7fe1308ef892b8f0e7fb116e5fa3707:f4udAP7hpPRjsL865ToUSHYWRTVVVc49	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.136.136.128
2018-04-21 12:39:13	5368f4e2a46f9000a9711aa31cfdb801:C4PSuSFGZdRkSJDCKueSEcMMZ99IDAEf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:43:36	e088d0b9fbb6c75522b59d5e28604880:EqP2UUBuhKr2cC4YsrKJKQdOBCB9flhb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:46:19	58d94fb61e1ea8618311e38cceb03b12:vqIgeSW55VoLS1o3siz7eimIyWhDUmtG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:50:28	6ffa088c6993af4e05da77b00878c9da:jeyvGyrHNdLY1qGrQMVVY41fUvOWCHV0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:52:53	87a38700bd4571f39f9a016714fcfb20:jg0zyRq8W1MwDKRMYsIuA7BKCKHv9iCV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:54:53	a82663d8ef95d2cdddbab4acf2dd5ae6:FgFNX1wt7sc1HIoD23K5atWiqPKK7FJi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 12:55:21	b126d0f8ae12200278104826c8f8c9c0:W6UZmX9V233tGlqClOMg28FHylzJfvZE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.136.136.128
2018-04-21 13:02:35	366ac45011d731e85e59f4b6451c9c91:LwNin3Ewrh6txlWvISomt4Tn47fVeW1d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:04:58	fc3b836559b537326c98348720683088:2gf7BQMN5LbPkx9m31JZbTUapFU044LJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:08:19	419db4aebedb65b698b0476b555de858:2KgBDroJVk8bTnhHBS7p79Ao8ceflRAB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:10:50	57153054cba0cff16fc363b72e61ef83:Vxtuq7Mg6SxBdr7aBB2QAR83G58eWdWs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:14:04	b2718bbe1c2027fb2959f0845e175089:vgUEVej8emUUacPazKNKGG9X13vyvZ2v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:16:09	2866a4871a790c248af019c622c70044:RKbEiwmpzp62zPKQynfD50UNfQRhmZ0U	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:24:37	31995fba33d8fb5b82bcc95a45fc05e7:FdWkwYMrwwjJPhYdyy17YZ3CtcntcRcO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:26:16	429e0a0be3bff000961a053090b5ba58:OKcbleTnswebt7m7TYSXicVXHrjZUqnZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:30:37	e014660b960c5e43053f01f3068527ef:i3akloASP8boCPaZgo6fuuPSnbHuEDoO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:32:58	9dd6202ebcd660801795b51c25a78b4f:MSUJoqSCxDRuZV1SlncnD1I1wDXoGiUG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:35:04	843661d082c9c66f81a1050f810b3eef:H7mBDGhwR7XtOLP6dVXsTKHCTpLuw7At	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
2018-04-21 13:36:18	8e47090fb343d50a403fc958f6a072cd:uKHlU5YsBTpra5ekDpwhrNLnPcmRadHI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	122.116.21.239
