2018-04-19 00:02:07	451484d9f7da5b3d33567d51a92291df:7dzLQNzquYlCvgeK5q1diZrbZ3S6MztG	Q1:安養平民化	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	118.166.48.151
2018-04-19 09:17:34	054c6d125e82202745815013fa6e768e:a0b3I9f18aNGFnhiPtJz7fSqfpaqYmmS	Q1:安養平民化	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	220.228.147.70
2018-04-19 09:18:46	071c0ca33ac74929ce2ee597128ef1e9:impmepXMxb7xy4EDgkO8Oaf1iE6ZTUob	Q1:安養平民化	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:20:08	75879133211895fd50565919b78041ac:F1AFao5ztmwalMpdlujHNIXgZ9gPA9C1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	114.136.50.132
2018-04-19 09:20:39	69f322b7cc6b9780ed13d2e22e1dd74e:QIxTKMOGz6v36JYIZZ6Ex1He0eZ3vJHh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	117.56.49.126
2018-04-19 09:21:20	92966c3ac6542369f5d374ea419cd32d:2nrP9XTcg4Hypizx58LyB4E9fvY57G1Q	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 09:21:31	07fef0f0a11bac73d34512848de106ce:YthJv3B5dEASynP33qqW4vV3hMKtGer1	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	1.200.220.180
2018-04-19 09:23:52	cd80f20a1b12d1aaaa8bce0e2097d7da:72K7nns5mIFcIUNsQWKHszdlqn0DaUJh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	117.56.49.126
2018-04-19 09:24:49	366c53a5035a5d8a1fd5dff9d3b85cbf:UgKASWoiM2EwvIgs19c1NKnyXeotox1w	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	202.39.218.80
2018-04-19 09:25:53	4168c5bb4bb8d622103aaa0ea626cb5d:awzpwsoibEq6zOxlkwS4OlLqK643cza7	Q1:與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	117.19.32.150
2018-04-19 09:25:57	bdfb5349f68a871060373e8d2356baf6:mKPZ99Q5oBaXlUFJI3KtvfLju1S2pyb0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,;	172.28.19.72
2018-04-19 09:26:50	dc8507f8a9f155bfd5367a940a43af9c:3JdN9qjw22KlAoGdbzgW9gxh5LExpGwi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.47.39
2018-04-19 09:27:01	18740275cd435987dfdc3141de9b549b:dyM8zCQP1HhrFrdhG2PI4KEJqGGOkPvN	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	117.19.32.150
2018-04-19 09:29:42	37765bd998c36c53a23b15452acf7674:xztkpV1VluYAbyp0IdBeuNXyBZTqNRav	Q1:與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 09:31:52	f6e1f0b08b2baa221856cd5ca71a4c13:cN2kt2u3eWXZVw7MOYggKjV052XM4Emb	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	219.68.100.160
2018-04-19 09:32:21	9a27a31508aeebbff2f22aa47132fc84:H1gm76bFJn4qQ9XPO0hzV6EWpRBfut0E	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:34:57	666e3bdb8f819f48905a635323d1cea8:tHzPC0oLL0BcfBCjAEq3fx9gIi6OS5Wo	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	172.28.19.72
2018-04-19 09:36:04	f25a1dd83d4121d41d12a704affd1b55:Y9fsAi3zJas9DNQWYja8GEdYtqJYuuYv	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	10.254.248.218
2018-04-19 09:37:50	39426aeb1713a836b076f49a94f2e099:N6v4R6KAMZfBb22acEp5f88rUjPBKYGR	Q1:米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	101.13.211.179
2018-04-19 09:38:21	518e0218cecc455f962c4176a3745596:WbYEKALLhPaAfa8T9FSYhh4TI5H7wogJ	Q1:安養平民化	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	117.56.49.126
2018-04-19 09:39:31	bab6cd5e6ab65da9bd17d199422a2a1b:d4YjdWiYIIPhDD9dMU8E2b74tEgdCP1P	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.127.87
2018-04-19 09:40:09	91beb6ef17530dc9c238c48e4f3fb6ea:dGoFHYZp3gKX7QZLQqWj5bsw0lb1vIJ1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:40:33	bae2e58effad8f74bbdb51db560a5f5d:fG2Ip8xTwX2jDtIU2DaSjWz7P7IAByPK	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	223.136.170.96
2018-04-19 09:42:11	ab67a8381bcb746394694f632ee50911:tILqTcwgnhWzc3K02NNndotm8dXvPDE0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:42:28	f6ff13d2091fd863c0277a01b639242d:9YaNuSo0gXugKZ6gUTWd6Jcmfu37BQwm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,;	117.56.49.126
2018-04-19 09:42:51	289bb3b6ef793f87617bb153a5e15fb4:asovXXGHFtV8uKE5dnR3p6Z55tCBfQCp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 09:43:58	12199ada4e3730740ef29e281d2c2ed1:BhVj9jFV1JtrdXid2p3Djvf2hoNRESb9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:45:24	939e0ed64bde604c9d9c9a10522599da:4FT0PT1O2nARatzLNK2alk9Eowm7BbQS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 09:45:27	9ed448cfa497cf1d8073cb48f54bab84:rViVG8JJp87jvcBqdPiCUOH5bPF6dkBQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:46:14	1ee2d960aede192128aabf521ca3bdf0:10ZX0i4qx2hooKRR7kTgqtr20cC6Tfep	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,福州山觀景秘徑	,;	49.216.133.121
2018-04-19 09:46:52	a7e47452663580a1973218a9694c3da3:ojpDyz1zVTh7tpFwnj24FzUckLZBO8Wr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:49:24	1d6906d557d2d5c88c44a4597a5afec6:lyD1FaDgCOAXe9Hiu8Ff1dzCevOZBWiR	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	49.216.133.121
2018-04-19 09:49:54	ba201cad4bb766f779a8c0941f86a35a:ja4LaOAWMGczbhbZ2NzYEQEblGQAi7OJ	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	120.127.47.42
2018-04-19 09:50:24	c18d68fb7376848881b3c5c61abf83cd:8ZlVv3lVYlOwPzXSYZ88t3X7UUmr4P2X	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.217.197.53
2018-04-19 09:51:29	1896595054b62e2d57ae1d61a5ef15df:lKhu2HjB7qvUXKhdEMpJtegQ5zQrFj4i	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:52:07	a6eadd55b7bf176a77985caea488281b:3y9oMSWx1l9HLS52giKVSqNUkts3Wqa2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.217.197.53
2018-04-19 09:52:08	36b16ae79cae06d0a43bf4bca1720b8e:jooOypdlayQ9E7SG1sJygKHXkOMSneIh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	117.56.49.126
2018-04-19 09:52:10	a34ae1d79c66f5ee74f682d4282044a2:fjNX0tfszfD73rS5RWNSVX1YPSsGDFo7	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	27.242.169.210
2018-04-19 09:52:47	3286fde4852b9fffdde0935e74ee3e7b:tcMFA2VbbLjZ4D5aFOmcO9lAxcBOTPCY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.19.72
