2018-04-27 03:29:17	202eee09caa372ad6142abb924730fd2:29j7VILO2nXdkt5BOJXRpxSnmsICxCh8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.42.66.70
2018-04-27 10:38:05	5eb8e54c8a5fefd5d3221d8589213d79:pTxyHxAzABhGVJMD2ZUPdSaHHdP7BAe8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.217.154.21
2018-04-27 10:38:15	f342e326a6bca5fef226c1b23f98b3ea:tHgDESp0SuTZ8jYnHf1sxZskPmqor0vi	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	115.82.227.100
2018-04-27 10:38:19	bb96fa3eba7998ea1debfdb2fafdb141:4EhAPLVX5IyEfbAXggJ9153oSR6O7MG0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	39.12.169.124
2018-04-27 10:38:56	e8eeeb70ee3217fc06a118f4cd1ed6ab:OCVaJOXH8EBJadIAm4ssJ7aU4V7Uz8gp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	110.50.140.132
2018-04-27 10:39:42	79fc6b4080391a050be02c870ec1392a:Sv36GCEFDySJYk7jZKBDXGUtebf9Mmkc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	223.137.248.20
2018-04-27 10:39:54	dfb757f94aafcecb3c1e320624536ca5:vzhtXXXNzDiDEo0N1WlMT1lv6mDAhTe3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.76.53
2018-04-27 10:40:16	02802aebcd0c26ae79413accb2a0bf12:SDL9HlKAUWIs1t4iMCVtlkcgdH2EHbqZ	Q1:提案名稱二：閒置空間_空宅空間改造,;	110.50.147.96
2018-04-27 10:40:24	929f9728456c047a7e1f913921df9b78:NdaA1DNgtK9TG0qAdZrQUPAj5c0CltHS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.77.185.129
2018-04-27 10:41:59	877434439773ba5ec74265f3010cc927:Iksj9VhbbfpYDwrBSNssZzpqywxsFx6E	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	114.136.111.195
2018-04-27 10:42:02	04df6cd2c08aad57548607b5cd4b65c6:okvzBWQbC8yDqRVw6ZGMZ4RNWcRmkow7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 10:46:08	926b953b2feac9a2f8390a0ae7ab16b6:fltDk9hbx82WzFd7dhl3kRF43vpGEWsa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.102.191
2018-04-27 11:11:36	5617e99834ac0486ff97f7f4d6514cc1:aTJafbunveUYnJg3D9TZHb6wP4xzM4lq	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.96.160
2018-04-27 11:13:21	298ba5303bf848b6bb8e82f3a5afcdcc:5TKjXPyNU47vSln3AYtyB4g9nGbbt7SQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 11:15:06	e8a63478095de17afd1fe04a05f17d75:ELXmiLTv7InECguh7rn4S0coP9hvkikK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 11:37:23	77beb1419906386a86ac880d979db74a:Xt9Qb02i6ViHmoHYC7DR6YyI3XQ4aIZs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 12:05:45	81e745f8692559f04f0641a274226620:oQUFX0IeYhLrdkiSCNI2JWzvAFepHuvT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.71.47.16
2018-04-27 12:09:48	aea0506dd4c84c02cbe6b56ccce63df0:yepZczDcq2ggRseHbHZ5praCPundgHbI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.71.47.16
2018-04-27 13:00:54	8674f720df89b580911a8ef23384a8c9:yszh7UnoIIvFKxbvqGiuR1T8Sv456vew	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:03:00	e43852bbda28704abd5c6f8d331df49e:thITx8q9hewzeXuxZYAArWgLZlln5IXk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:05:55	ae37e3cd3473c1b625dea75e33a27fe3:CWFUOIdTA5CYwG3N2TEMFdnLQVPSjoHl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:27:09	cbaf22331d84079a4be4d0f72db90aec:NanbBX24wuiAv59afjq67nOOMn0vpYuz	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:30:59	5742067e4f1b702a71334d8b408da228:yz2iedi6wmlcks6XFRYcDnHR8xtaDD3u	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.25.10.211
2018-04-27 13:32:14	5774260139fd25e16a0779c73a7c7bae:VTyRLKuefMkIhdOrQ21ig6crjUxMqJhv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	163.21.222.112
2018-04-27 13:33:00	b3730023c62b27b2ecd643d2782e2dc8:dPVVgt2unzLpI32wrOndlvhGumsHUb4p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.25.10.211
2018-04-27 13:35:14	651104feab9d810ec2303fe5dc801d18:15JeBnggLYmjRdccXTYPR47QbWZnqEoX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.25.10.211
2018-04-27 13:37:04	6eaeb875777d6d24022384d38c78fff9:uQZAoYjAcKhGsuLI9fO67UAtsCBreGZT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.25.10.211
2018-04-27 13:43:45	3f04dd37b03955f292cae8ecb87eb1f5:QlfFKRUdehWVYqnks0HNxWSnZi6XHw97	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.29.164.230
2018-04-27 13:50:21	a5e382b5d55c8a865a6a55dd24ccb5fc:EXeC2q405JulAAFzIuh493bHCaTRKebi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:53:06	f21fc001cc6e4143c79bca37f89286ac:tgWuEbwzzdpAxdIzxgzc3ZlSdkKiykpd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:54:46	61c4c67bafc5992e7f2949f8d7f0f7d4:vS4t2RoPcjfp0d4c4e0be7qHnDSMdPQS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 13:55:16	e4ba6ad87f1466274d2c2b86d055cddf:QKvbP3Mi38kff0pCIG8QuFAV1h0jGPc3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.216
2018-04-27 13:56:55	c8dbb514e94859ed0d7fd50bbf739134:nasPlGnQ3VIA547EQmZC186sOMMicefl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.97.216
2018-04-27 13:58:38	255de8ed70e5b0fed25715b6da1eb869:dJGKa1NN342rxaDvvGQUSjo5CIAO6AhF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.165.191
2018-04-27 13:58:50	a43cc0999fb0fe5a05bd4466d1abb898:MSsLI6K5swCAqVH6NluwtggtemQ6J7LS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.18.96.160
2018-04-27 14:07:52	cd8d12714838264017bdba10ae3db3a2:fLGvJYkUYRneoXp3SUuaEbCfWaQsbm9c	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:09:42	246be65aeef662535bc35a734ff67d4b:WfGJy48yRaScwY1xoWW9CFBUSWzAiQxC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:10:51	9e59fb7454895c97df6b01c7b3a38c18:O8tdYPMSOdVHViUbuLlCah9tC9INmXXz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:11:45	aee0a431b40d9e867710fe22fd46466a:aZU0OB74QxiM5cQx5sINSFodUlJC7U7P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:12:33	14032a11da6b4dcf9ee743d1cec69f85:3Vfb1VBbyUS4iqzoYcwdJ3o4cFU9YA99	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:13:21	5a03d4e7adf19aa19d8feb7d5791e7ea:kcdBrdgtVSKGZrufPZw7yMQJHERhEh06	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:13:26	59bccdde28fa73837b00c138cd8f88eb:CXzNh8gwlWzLoMxddz2Uw6AXOixSXZS3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 14:13:59	ddf43066de02831d72505d5db2b78629:Kj2800SqfeQq4SUcjq9wAoiXUN9KyNsM	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.18.97.216
2018-04-27 14:14:44	da0b8bf33efa65577cca883e264cf537:oCScoXyII1ClZO3oNgV0NPhpJcklkqZH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:15:59	41ad9955353b09192751072143046936:H4BkHHrqPTuQwYTlUFWcS7MaZ41KpHMN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:16:48	f0c454f9b8387157187f05f540a28977:EWUU3UWnoQfC0RztvooqQQ0xDxtWWicY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:18:03	366430eee806a59eba21a8c5d0c6315d:W3Vm0xCxUGYIeHzFPFeHJ8wOWb9lU9Up	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:18:53	df113f52dcc6ab66ccaae0bfdf11efec:TxnZmoGLzXGDg0DkBaGwBkBEP5fuQ5kN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:19:36	e28e5ad4fc9f3113c7f21ce2a43f828e:uTvKJtkt8DzFiHS4IBKH4riUNx2NoUbK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:20:27	4b95b2d7547c28efd652a0007f8ddc29:VeaNgM9emFdWIPyKgEXEn6XJ84JYl36p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:21:14	dce590a57359bb7c7604a5e268f1ef94:ys8z8KAVJttzlcZ72yREeO2FuGdRnkEU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:21:30	067997a9bb5454e03c537b8a292850eb:6DD13nH9ubv6NfrMudVyYawU1if7tcaH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.165.191
2018-04-27 14:22:03	8914ca7d34523dc75071551d3925e9e6:8Vc58D9HvgN446qOWqTJq5JINZKZzv2Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:22:53	8dad30206c4372da36d8c87415129695:7058RKI6IA4uNsjAFCZneHEBcEgrwcho	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:23:09	2c95e728c607eb3deeeac07e73a59d44:iNSZ7W43VvxKurT5yxAHvxEAQEkbTJAv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.165.191
2018-04-27 14:24:17	c52c35c25d85374308a7ecaf3afcde99:51HAEpNZ5ijK0H0ktd9S0CTgnjXtgOW7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:25:33	16952d3484c790e200a4fbed49e493bb:SdMpMOKubXW8svxi8c4HRq1bnyLm8Vg7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:26:04	8d44d86399a45778523b58e9d8b91310:Yrk9ZdDKb16xizCyaEar61ToGlCYJxTn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.216
2018-04-27 14:26:51	4ba29892e1f98cb0064a69a314c2dcfa:JKOa101vMsuJO1jMd3OpHEfedzlwjTba	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:27:04	4b4e2d0413407544b86ce3df988bde41:aQseP9mhFDto4jqjhiggTOsv8rg8gRa9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 14:27:45	9db58b9c4b1f01fb9d6ddb96a9b770dd:aejQT9Wh49Qtmiv7mSqzdqUhuMa38gIq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:28:36	42e94a94d3c81da8956297f52231997e:whTtj8EU7SrK8la7n4J1LaljEgh0Q6tp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:29:29	c67bb3889f83a86b96e53f2d9b983d0b:GknLO7wUNIcgPPrBOipIjYPCCe5ZnW7b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:30:15	0a01a68760dbec3587d1a643f4530f29:KovReLkWUBelD0x1JJn4Ma2HKfqGKalJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.160.85.83
2018-04-27 14:30:22	3e311fee57c198782b72ad1beb7a1b4a:2uhk0IQxdMyoszfpzwkEnontOwvdTIwC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:30:32	a638f8411d049374bc00b6503b296e55:ylKe4VvzL6zblA5DtLFCG4pqXDOO3VpH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.216
2018-04-27 14:31:13	1ac96a6e5a5ef991f6150356b4f51c02:qaos0H0RCcyZfXfaR3Ts2uSKZ1xwyTnk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:31:55	58c740695c0632ae9e48f1f1ced81abb:3ZK1pCGdM9NzsFDBmwBsQfEJOTWXfpuZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.96.160
2018-04-27 14:31:57	289f24a0bf8aec179312c50edc2a3c8b:ifmmr9gmW5JD3ILXRh98XoRvvhgUMQ0M	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.160.85.83
2018-04-27 14:32:09	c26ee19e838cfbf5873d23ef56e00286:sGUMPISnNzS5D6kpIifBNbJzrMq7vv1g	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:33:02	30005b42498b15b3a95fdecb6b19c7ad:rD1CsSa8vq02Qb3OQI71Ojp7quRAEfwn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
2018-04-27 14:33:19	bf500648d9f65b99d0c9d9d1deda3fb5:iiMAWUDKshWEgQuFSxnKa0WV0UhW35qr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.160.85.83
2018-04-27 14:33:55	af1f8f78fd0b7ea98b21dd947b097315:SSc36uBM6i3YuGgSEDj8M63ljWNY6W6i	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.47.196
